"Object ID"	"Gene Name"	"Names"	"Left-End-Position"	"Right-End-Position"
"EG10344"	EG10344	"ftsW" // "b0089" // "ECK0090"	98403	99647
"EG11108"	EG11108	"ybgA" // "tkp" // "b0707" // "ECK0696"	739001	739510
"G6873"	G6873	"rsxC" // "ydgN" // "b1629" // "ECK1625"	1706919	1709141
"G6093"	G6093	"bamA" // "yzzY" // "yzzN" // "ecfK" // "yaeT" // "b0177" // "ECK0176"	197928	200360
"G7422"	G7422	"truD" // "ygbO" // "b2745" // "ECK2740"	2870255	2871304
"G7835"	G7835	"yjeJ" // "b4145" // "ECK4139"	4373365	4374234
"EG12853"	EG12853	"abgT" // "ydaH" // "b1336" // "ECK1332"	1400247	1401773
"EG11730"	EG11730	"viaA" // "yieD" // "yieD_1" // "yieD_2" // "yieM" // "b3745" // "ECK3739"	3928152	3929603
"G6416"	G6416	"rlmF" // "ybiN" // "b0807" // "ECK0796"	842332	843258
"EG11376"	EG11376	"ftsP" // "sui" // "sufI" // "b3017" // "ECK3008"	3161257	3162669
"G7681"	G7681	"yhcB" // "b3233" // "ECK3222"	3380191	3380589
"G6603"	G6603	"bluF" // "ycgF" // "b1163" // "ECK1150"	1214264	1215475
"EG11914"	EG11914	"eptC" // "yijP" // "b3955" // "ECK3946"	4148532	4150265
"EG12207"	EG12207	"rlmA" // "rrmA" // "yebH" // "b1822" // "ECK1820"	1906251	1907060
"G7550"	G7550	"yghR" // "b2984" // "ECK2978"	3132454	3133212
"EG12504"	EG12504	"cycA" // "ytfD" // "dagA" // "b4208" // "ECK4204"	4429864	4431276
"EG10984"	EG10984	"sulA" // "sfiA" // "suf" // "b0958" // "ECK0949"	1020410	1020919
"EG11372"	EG11372	"tadA" // "yfhC" // "b2559" // "ECK2557"	2697354	2697857
"EG10340"	EG10340	"ftsE" // "b3463" // "ECK3447"	3602079	3602747
"G7417"	G7417	"ygbJ" // "b2736" // "ECK2731"	2861430	2862338
"G0-10699"	G0-10699	"sdsN" // "b4719" // "ECK4576"	1996921	1997057
"G7028"	G7028	"flhB" // "yecQ" // "flaG" // "b1880" // "ECK1881"	1965043	1966191
"EG10943"	EG10943	"selD" // "fdhB" // "b1764" // "ECK1762"	1846965	1848008
"G7188"	G7188	"yfbU" // "b2294" // "ECK2288"	2412100	2412594
"EG12232"	EG12232	"dtpB" // "yhiP" // "b3496" // "ECK3481"	3640862	3642331
"G6925"	G6925	"ydiV" // "rflP" // "b1707" // "ECK1705"	1791307	1792020
"G7845"	G7845	"rlmB" // "yjfH" // "b4180" // "ECK4176"	4409275	4410006
"EG12371"	EG12371	"nlpI" // "yhbM" // "b3163" // "ECK3151"	3308040	3308924
"G6996"	G6996	"pdeD" // "yoaD" // "b1815" // "ECK1813"	1898427	1900025
"EG12866"	EG12866	"proQ" // "yoeC" // "yobE" // "yebJ" // "b1831" // "ECK1830"	1914836	1915534
"EG10145"	EG10145	"creD" // "refII" // "cet" // "ref" // "b4400" // "ECK4392"	4638178	4639530
"G7297"	G7297	"tmcA" // "ypfI" // "b2474" // "ECK2470"	2593844	2595859
"G6888"	G6888	"ydhL" // "b1648" // "ECK1644"	1725681	1725920
"EG11961"	EG11961	"lldP" // "lct" // "lctP" // "b3603" // "ECK3593"	3777399	3779054
"G6874"	G6874	"rsxD" // "ydgO" // "b1630" // "ECK1626"	1709142	1710200
"G6238"	G6238	"thiI" // "nuvA" // "nuvC" // "yajK" // "b0423" // "ECK0417"	441549	442997
"EG11203"	EG11203	"yihA" // "engB" // "b3865" // "ECK3857"	4050133	4050765
"G6568"	G6568	"ycfP" // "b1108" // "ECK1094"	1165143	1165685
"G6871"	G6871	"rsxA" // "ydgL" // "b1627" // "ECK1623"	1705767	1706348
"EG12017"	EG12017	"yohD" // "b2136" // "ECK2129"	2225801	2226379
"EG12098"	EG12098	"rluD" // "yfiI" // "sfhB" // "yfil" // "b2594" // "ECK2592"	2735031	2736011
"G6433"	G6433	"pdeI" // "yliE" // "b0833" // "ECK0823"	872979	875327
"EG11753"	EG11753	"chaA" // "b1216" // "ECK1210"	1270749	1271849
"EG11256"	EG11256	"iraP" // "yaiB" // "b0382" // "ECK0377"	401386	401646
"EG11311"	EG11311	"dusB" // "yhdG" // "b3260" // "ECK3247"	3410280	3411245
"G7680"	G7680	"zapE" // "yhcM" // "b3232" // "ECK3221"	3378870	3379997
"G6240"	G6240	"yajQ" // "b0426" // "ECK0420"	444683	445174
"EG11798"	EG11798	"hofC" // "yacD" // "hopC" // "b0106" // "ECK0105"	114522	115724
"EG10812"	EG10812	"queA" // "tsaA" // "b0405" // "ECK0399"	425011	426081
"G0-10647"	G0-10647	"ypdK" // "b4680" // "ECK4495"	2496921	2496992
"EG11612"	EG11612	"proP" // "b4111" // "ECK4104"	4330502	4332004
"G7714"	G7714	"tusD" // "yheN" // "b3345" // "ECK3332"	3475332	3475718
"EG11086"	EG11086	"ftsL" // "mraR" // "yabD" // "b0083" // "ECK0084"	91032	91397
"EG12704"	EG12704	"yggM" // "b2956" // "ECK2951"	3098558	3099565
"G7618"	G7618	"yhaI" // "b3104" // "ECK3095"	3252911	3253267
"G7021"	G7021	"cmoB" // "yecP" // "b1871" // "ECK1872"	1953442	1954413
"EG12262"	EG12262	"yhjR" // "b3535" // "ECK3520"	3695997	3696185
"EG11330"	EG11330	"gabP" // "b2663" // "ECK2657"	2794253	2795653
"G6096"	G6096	"tilS" // "yaeN" // "mesJ" // "b0188" // "ECK0187"	212331	213629
"EG10597"	EG10597	"minD" // "minB" // "b1175" // "ECK1163"	1224549	1225361
"EG11938"	EG11938	"pdeC" // "yjcC" // "b4061" // "ECK4053"	4275471	4277057
"EG11011"	EG11011	"tolR" // "b0738" // "ECK0727"	775849	776277
"EG11932"	EG11932	"dusA" // "yjbN" // "b4049" // "ECK4041"	4261669	4262706
"EG11780"	EG11780	"ydeK" // "orfT" // "yneO" // "b4696" // "b1510" // "ECK1503"	1594109	1598086
"EG11006"	EG11006	"tnaB" // "tnaP" // "trpP" // "b3709" // "ECK3702"	3890236	3891483
"EG11247"	EG11247	"rlmD" // "ygcA" // "rumA" // "b2785" // "ECK2779"	2913699	2915000
"EG12450"	EG12450	"norW" // "ygaL" // "ygbD" // "b2711" // "ECK2706"	2833912	2835045
"EG11524"	EG11524	"ybfD" // "b0706" // "ECK0695"	738092	738853
"G7409"	G7409	"pncC" // "ygaD" // "b2700" // "ECK2695"	2823849	2824346
"EG10658"	EG10658	"bamC" // "dapX" // "nlpB" // "b2477" // "ECK2473"	2597831	2598865
"EG10523"	EG10523	"rsmA" // "ksgA" // "b0051" // "ECK0052"	51609	52430
"EG11184"	EG11184	"yhhA" // "b3448" // "ECK3432"	3586943	3587383
"EG10406"	EG10406	"gltS" // "gltC" // "b3653" // "ECK3643"	3827460	3828665
"EG12192"	EG12192	"nadK" // "yfjE" // "yfjB" // "b2615" // "ECK2611"	2750831	2751709
"G7698"	G7698	"tsaC" // "yrdC" // "rimN" // "b3282" // "ECK3269"	3430843	3431415
"EG11492"	EG11492	"qorA" // "hzc" // "hcz" // "qor" // "b4051" // "ECK4043"	4263248	4264231
"EG11084"	EG11084	"mraZ" // "yabB" // "b0081" // "ECK0082"	89634	90092
"EG10742"	EG10742	"pncB" // "b0931" // "ECK0922"	989154	990356
"EG11739"	EG11739	"nfrB" // "b0569" // "ECK0561"	590941	593178
"G6991"	G6991	"tsaB" // "yeaZ" // "b1807" // "ECK1805"	1890572	1891267
"G7941"	G7941	"yjiX" // "b4353" // "ECK4343"	4588876	4589079
"EG10352"	EG10352	"fucP" // "b2801" // "ECK2796"	2934235	2935551
"EG10630"	EG10630	"nadA" // "nicA" // "b0750" // "ECK0739"	782085	783128
"EG12609"	EG12609	"rluA" // "yabO" // "b0058" // "ECK0059"	59687	60346
"G7023"	G7023	"torY" // "yecK" // "b1873" // "ECK1874"	1957032	1958132
"G7825"	G7825	"yjdF" // "b4121" // "ECK4114"	4344929	4345558
"G7961"	G7961	"feaB" // "ydbG" // "padA" // "b1385" // "ECK1382"	1447519	1449018
"G6361"	G6361	"ybeX" // "b0658" // "ECK0650"	690906	691784
"EG11794"	EG11794	"rlmM" // "ygdE" // "b2806" // "ECK2801"	2940143	2941243
"G7650"	G7650	"yhbS" // "b3156" // "ECK3144"	3300255	3300758
"G7465"	G7465	"yqeG" // "b2845" // "ECK2843"	2985847	2987076
"EG11546"	EG11546	"nadC" // "b0109" // "ECK0108"	117752	118645
"EG11118"	EG11118	"rluC" // "yceC" // "b1086" // "ECK1071"	1144940	1145899
"G6922"	G6922	"ydiS" // "b1699" // "ECK1697"	1781395	1782684
"G7524"	G7524	"yqgE" // "b2948" // "ECK2943"	3092937	3093500
"EG11135"	EG11135	"pncA" // "nam" // "ydjB" // "b1768" // "ECK1766"	1851887	1852528
"EG12217"	EG12217	"yhhQ" // "b3471" // "ECK3455"	3609217	3609882
"EG10375"	EG10375	"mnmG" // "gidA" // "trmF" // "b3741" // "ECK3734"	3923744	3925633
"G7384"	G7384	"ypjB" // "b2649" // "ECK2646"	2783638	2784429
"G7004"	G7004	"yebQ" // "b1828" // "ECK1827"	1910276	1911649
"EG10631"	EG10631	"nadB" // "nic" // "nicB" // "b2574" // "ECK2572"	2710420	2712042
"G7456"	G7456	"tcdA" // "ygdL" // "csdL" // "b2812" // "ECK2808"	2945036	2945842
"EG12697"	EG12697	"fldB" // "b2895" // "ECK2890"	3039855	3040376
"G7165"	G7165	"ais" // "b2252" // "ECK2245"	2365018	2365620
"G6350"	G6350	"nadD" // "ybeN" // "fusB" // "b0639" // "ECK0632"	669931	670572
"G7113"	G7113	"mdtA" // "yegM" // "b2074" // "ECK2070"	2154016	2155263
"G6581"	G6581	"rluE" // "ymfC" // "b1135" // "ECK1121"	1194298	1194951
"G6981"	G6981	"yeaQ" // "b1795" // "ECK1793"	1879007	1879255
"G6744"	G6744	"ydcO" // "b1433" // "ECK1427"	1504905	1506080
"EG10663"	EG10663	"nadE" // "efg" // "ntrL" // "b1740" // "ECK1738"	1822458	1823285
"EG12366"	EG12366	"rsmE" // "yggJ" // "b2946" // "ECK2941"	3091134	3091865
"EG12062"	EG12062	"napH" // "yejZ" // "b2204" // "ECK2196"	2298715	2299578
"G6865"	G6865	"ydgA" // "b1614" // "ECK1609"	1689852	1691360
"G6209"	G6209	"frmR" // "yaiN" // "b0357" // "ECK0354"	379606	379881
"EG10169"	EG10169	"cvpA" // "dedE" // "b2313" // "ECK2307"	2430275	2430763
"EG11757"	EG11757	"tsaE" // "yjeE" // "b4168" // "ECK4164"	4395585	4396046
"G6540"	G6540	"ycdX" // "b1034" // "ECK1020"	1098879	1099616
"G6233"	G6233	"proY" // "yajM" // "b0402" // "ECK0396"	420986	422359
"G7135"	G7135	"thiD" // "thiN" // "thiA" // "thiJ" // "b2103" // "ECK2096"	2183716	2184516
"EG11022"	EG11022	"trmA" // "rT" // "b3965" // "ECK3957"	4162170	4163270
"EG10334"	EG10334	"fre" // "fadI" // "flrD" // "fsrC" // "b3844" // "ECK3836"	4026527	4027228
"G6405"	G6405	"ybhN" // "b0788" // "ECK0777"	821542	822498
"G1"	G1	"thiS" // "thiG1" // "b4407" // "ECK3983"	4192637	4192837
"EG12442"	EG12442	"yfjD" // "b2612 (obsolete)" // "ypjE" // "b2613 (obsolete)" // "b4461" // "ECK2609"	2748774	2750060
"G7431"	G7431	"queD" // "ygcM" // "sscR" // "b2765" // "ECK2760"	2892214	2892579
"G6180"	G6180	"ykgH" // "b0310" // "ECK0308"	324696	325364
"EG12754"	EG12754	"yhaO" // "dlsT" // "cutP" // "b3110" // "ECK3100"	3256679	3258010
"EG11587"	EG11587	"thiF" // "thiA" // "b3992" // "ECK3984"	4192821	4193576
"G6449"	G6449	"rlmC" // "ybjF" // "rumB" // "b0859" // "ECK0850"	898518	899645
"G7413"	G7413	"norV" // "ygaJ" // "ygaI" // "ygaK" // "b2710" // "ECK2705"	2832476	2833915
"G0-10593"	G0-10593	"ydgU" // "b4601" // "ECK4410"	1671777	1671860
"EG11574"	EG11574	"tbpA" // "yabL" // "sfuA" // "thiB" // "b0068" // "ECK0069"	74497	75480
"EG11499"	EG11499	"yhbE" // "b3184" // "ECK3173"	3331770	3332735
"EG12216"	EG12216	"tusA" // "yhhP" // "sirA" // "b3470" // "ECK3454"	3608751	3608996
"EG12375"	EG12375	"ycaI" // "b0913" // "ECK0904"	964320	966584
"G0-8895"	G0-8895	"tff" // "t44" // "b4414" // "ECK0167"	189712	189847
"EG12462"	EG12462	"adiC" // "yjdD" // "yjdE" // "b4115" // "ECK4108"	4335694	4337031
"M007"	M007	"thiM" // "b2104" // "ECK2097"	2184513	2185301
"EG11503"	EG11503	"trmO" // "tsaA" // "yaeB" // "b0195" // "ECK0195"	218887	219594
"G6923"	G6923	"ydiT" // "b1700" // "ECK1698"	1782681	1782974
"EG12212"	EG12212	"yhhL" // "b3466" // "ECK3450"	3604979	3605248
"G6246"	G6246	"cof" // "b0446" // "ECK0440"	467412	468230
"EG11123"	EG11123	"yciC" // "b1255" // "ECK1249"	1312920	1313663
"EG10967"	EG10967	"trmH" // "spoU" // "b3651" // "ECK3641"	3824515	3825204
"EG11935"	EG11935	"yjbQ" // "b4056" // "ECK4048"	4270238	4270654
"EG11952"	EG11952	"mdtP" // "yjcP" // "sdsP" // "b4080" // "ECK4073"	4299564	4301030
"G6234"	G6234	"thiL" // "thiJ" // "b0417" // "ECK0411"	435634	436611
"G7950"	G7950	"rsmC" // "yjjT" // "b4371" // "ECK4362"	4606669	4607700
"EG12064"	EG12064	"napG" // "yojA" // "yojB" // "b2205" // "ECK2197"	2299565	2300260
"EG11722"	EG11722	"yieE" // "b3712" // "ECK3705"	3893881	3894630
"EG11589"	EG11589	"thiG" // "thiB" // "b3991" // "ECK3982"	4191865	4192635
"G7352"	G7352	"bamD" // "ecfD" // "yfiO" // "b2595" // "ECK2593"	2736146	2736883
"G7325"	G7325	"iscS" // "nuvC" // "yzzO" // "yfhO" // "b2530" // "ECK2527"	2660317	2661531
"EG11515"	EG11515	"yhcA" // "b3215" // "ECK3205"	3362112	3362786
"EG11727"	EG11727	"cbrC" // "yieJ" // "b3717" // "ECK3710"	3898022	3898609
"EG11720"	EG11720	"mdtL" // "yidY" // "b3710" // "ECK3703"	3891615	3892790
"EG11585"	EG11585	"thiC" // "b3994" // "ECK3986"	4194204	4196099
"G6245"	G6245	"queC" // "ybaX" // "b0444" // "ECK0438"	464852	465547
"EG11328"	EG11328	"fdx" // "b2525" // "ECK2522"	2656748	2657083
"EG11173"	EG11173	"yhaB" // "b3120" // "ECK3109"	3267854	3268393
"EG11572"	EG11572	"thiQ" // "sfuC" // "yabJ" // "b0066" // "ECK0067"	72229	72927
"G0-9981"	G0-9981	"dinQ" // "b4613" // "ECK4422"	3647705	3647788
"EG12163"	EG12163	"rsmB" // "yhdB" // "rrmB" // "fmu" // "fmv" // "sun" // "b3289" // "ECK3275"	3435207	3436496
"EG10021"	EG10021	"yjiA" // "b4352" // "ECK4342"	4587909	4588865
"G7777"	G7777	"insK" // "dinS" // "yi5B" // "t150" // "b3558" // "ECK3546"	3721198	3722049
"EG11555"	EG11555	"yaaJ" // "b0007" // "ECK0007"	6529	7959
"G6566"	G6566	"thiK" // "ycfN" // "b1106" // "ECK1092"	1163260	1164084
"EG11344"	EG11344	"mnmA" // "asuE" // "ycfB" // "trmU" // "b1133" // "ECK1119"	1192667	1193773
"G7022"	G7022	"torZ" // "bisZ" // "b1872" // "ECK1873"	1954578	1957007
"G7887"	G7887	"yjgN" // "b4257" // "ECK4250"	4479730	4480926
"G6237"	G6237	"dxs" // "yajP" // "b0420" // "ECK0414"	438315	440177
"G7933"	G7933	"yjiN" // "b4336" // "ECK4327"	4565966	4567246
"EG10858"	EG10858	"rnd" // "b1804" // "ECK1802"	1886864	1887991
"G8208"	G8208	"molR_2" // "molR" // "b2116" // "ECK2108"	2197410	2199347
"G7759"	G7759	"yhhZ" // "b3442" // "ECK3428"	3581863	3583041
"G7077"	G7077	"insC-3" // "yi21-3" // "b1997" // "ECK0357"	2069815	2070180
"EG11262"	EG11262	"tsgA" // "yhfH" // "gutS" // "yhfC" // "b3364" // "ECK3352"	3492568	3493749
"EG11590"	EG11590	"thiH" // "thiB" // "b3990" // "ECK3981"	4190735	4191868
"G6609"	G6609	"ycgH_1" // "ycgH" // "b1169" // "ECK1157"	1219601	1221121
"G7750"	G7750	"rtcA" // "yhgJ" // "yhgK" // "b3420 (obsolete)" // "b3419 (obsolete)" // "b4475" // "ECK3406"	3555833	3556849
"G6921"	G6921	"ydiR" // "b1698" // "ECK1696"	1780401	1781339
"G7616"	G7616	"yqjG" // "b3102" // "ECK3093"	3251024	3252010
"EG11586"	EG11586	"thiE" // "thiA" // "b3993" // "ECK3985"	4193569	4194204
"G7337"	G7337	"yphA" // "b2543" // "ECK2540"	2673346	2673768
"G7175"	G7175	"rbn" // "zipD" // "ecoZ" // "rnz" // "elaC" // "b2268" // "ECK2262"	2381608	2382525
"G0-10557"	G0-10557	"yncK_1" // "insP" // "b4531" // "ECK1425"	1503362	1503649
"G7513"	G7513	"yqfB" // "b2900" // "ECK2895"	3043312	3043623
"G6360"	G6360	"insH-3" // "trs5-3" // "yi52_3" // "b0656" // "ECK0261"	687997	689013
"G7421"	G7421	"ygbN" // "b2740" // "ECK2735"	2865101	2866465
"EG11573"	EG11573	"thiP" // "sfuB" // "yabK" // "b0067" // "ECK0068"	72911	74521
"G8204"	G8204	"ydbA_2" // "ydbA" // "b1405" // "ECK1398"	1470690	1474013
"EG12022"	EG12022	"dusC" // "yohI" // "b2140" // "ECK2133"	2229438	2230385
"G7609"	G7609	"yqjA" // "ecfL" // "b3095" // "ECK3086"	3247773	3248435
"G7321"	G7321	"yfgM" // "b2513" // "ECK2509"	2638663	2639283
"EG12712"	EG12712	"luxS" // "ygaG" // "b2687" // "ECK2681"	2814218	2814733
"EG11007"	EG11007	"tolA" // "cim" // "excC" // "lky" // "tol-2" // "b0739" // "ECK0728"	776342	777607
"EG11254"	EG11254	"rlmH" // "ybeA" // "b0636" // "ECK0629"	668248	668715
"G7065"	G7065	"yeeL_2" // "yeeL" // "b1979" // "ECK1975"	2052276	2052602
"G7112"	G7112	"yegL" // "b2073" // "ECK2067"	2152469	2153128
"G0-10540"	G0-10540	"insAB-6"	3583483	3584180
"G6962"	G6962	"ydjK" // "b1775" // "ECK1773"	1858850	1860229
"EG11331"	EG11331	"ribA" // "b1277" // "ECK1272"	1338570	1339160
"G7671"	G7671	"yhcE_1" // "ychE_1" // "b3217" // "ECK3207"	3365185	3365664
"EG10595"	EG10595	"miaA" // "trpX" // "b4171" // "ECK4167"	4399252	4400202
"G6918"	G6918	"ydiO" // "b1695" // "ECK1693"	1777196	1778347
"G6964"	G6964	"yeaC" // "b1777" // "ECK1775"	1861702	1861974
"EG11202"	EG11202	"yigB" // "b3812" // "ECK3807"	3997183	3997899
"G6863"	G6863	"ydgC" // "b1607" // "ECK1602"	1681695	1682030
"G7712"	G7712	"tusB" // "yheL" // "b3343" // "ECK3330"	3474678	3474965
"G7052"	G7052	"yedS_1" // "yedS" // "yedT" // "b1964" // "ECK1962"	2034051	2034536
"G6807"	G6807	"yneE" // "b1520" // "ECK1513"	1608108	1609022
"G7762"	G7762	"insB-6" // "b3445" // "ECK0022"	3583677	3584180
"G6559"	G6559	"mdtH" // "yceL" // "b1065" // "ECK1050"	1124118	1125326
"EG11406"	EG11406	"ribC" // "ribE" // "b1662" // "ECK1658"	1742601	1743242
"G7403"	G7403	"ygaY_1" // "ygaX" // "b2680" // "ECK2674"	2808316	2808582
"G7008"	G7008	"rsmF" // "yebU" // "b1835" // "ECK1834"	1920223	1921662
"EG12244"	EG12244	"ccp" // "yhjA" // "b3518" // "ECK3503"	3667791	3669188
"G6505"	G6505	"gfcD" // "ymcA" // "b0984" // "ECK0975"	1045849	1047945
"EG11321"	EG11321	"ribD" // "nusII" // "ribG" // "ybaE" // "b0414" // "ECK0408"	433455	434558
"EG11672"	EG11672	"atoB" // "b2224" // "ECK2217"	2326109	2327293
"EG12876"	EG12876	"tusE" // "yccK" // "b0969" // "ECK0960"	1030339	1030668
"G7041"	G7041	"yedN_3" // "yedN" // "yedN_2" // "b1933" // "ECK1932"	2011348	2011539
"G6379"	G6379	"ybgI" // "b0710" // "ECK0699"	742827	743570
"G7030"	G7030	"insA-5" // "b1894" // "ECK0023"	1978940	1979215
"EG12720"	EG12720	"ygjI" // "b3078" // "ECK3068"	3226234	3227667
"EG10465"	EG10465	"ribB" // "luxH" // "htrP" // "luxH-l" // "b3041" // "ECK3032"	3183813	3184466
"G0-10683"	G0-10683	"yhiS_2" // "b3504" // "ECK3489"	3653216	3653713
"EG11888"	EG11888	"trmL" // "yibK" // "b3606" // "ECK3596"	3781215	3781688
"EG11824"	EG11824	"yghB" // "b3009" // "ECK3001"	3153563	3154222
"G6082"	G6082	"yaaW" // "b0011" // "ECK0011"	10643	11356
"G6442"	G6442	"ybjI" // "b0844" // "ECK0834"	885316	886131
"G7849"	G7849	"yjfL" // "b4184" // "ECK4180"	4411979	4412377
"EG11171"	EG11171	"tsaD" // "gcp" // "ygjD" // "b3064" // "ECK3054"	3209530	3210543
"EG11986"	EG11986	"wbbL_1" // "yefJ" // "wbbL" // "b2031" // "ECK2025"	2102916	2103389
"G0-10443"	G0-10443	"ymdF" // "b4518" // "ECK0996"	1068081	1068254
"G6112"	G6112	"rayT" // "yafM" // "b0228" // "ECK0229"	247637	248134
"EG12380"	EG12380	"gntT" // "gntTalpha" // "yhgC" // "gntM" // "usgA" // "b3415" // "ECK3402"	3546559	3547875
"EG11322"	EG11322	"ribE" // "nusIII" // "ribH" // "ybaF" // "b0415" // "ECK0409"	434647	435117
"G6722"	G6722	"ydbA_1" // "ydbA" // "b1401" // "ECK1398"	1465392	1467950
"EG10376"	EG10376	"rsmG" // "gidB" // "b3740" // "ECK3733"	3923057	3923680
"EG11563"	EG11563	"fixB" // "yaaR" // "b0042" // "ECK0043"	43188	44129
"EG12342"	EG12342	"yjjJ" // "b4385" // "ECK4377"	4621769	4623100
"EG11079"	EG11079	"ribF" // "yaaC" // "b0025" // "ECK0026"	21407	22348
"G7559"	G7559	"yqhA" // "b3002" // "ECK2996"	3148977	3149471
"G7603"	G7603	"rlmG" // "ygjO" // "b3084" // "ECK3074"	3234739	3235875
"G0-10565"	G0-10565	"yjgX_3" // "b4560" // "ECK4266"	4499677	4499919
"EG12110"	EG12110	"ydcF" // "b1414" // "ECK1407"	1487235	1488035
"G0-10537"	G0-10537	"insAB-2"	279178	279875
"EG12148"	EG12148	"galP" // "Pgal" // "b2943" // "ECK2938"	3088284	3089678
"G6236"	G6236	"yajO" // "b0419" // "ECK0413"	437161	438135
"G8209"	G8209	"molR_3" // "molR" // "b2117" // "ECK2108"	2199322	2200269
"G6675"	G6675	"ttcA" // "ydaO" // "b1344" // "ECK1341"	1411013	1411948
"EG11562"	EG11562	"fixA" // "yaaQ" // "b0041" // "ECK0042"	42403	43173
"EG12043"	EG12043	"yejL" // "b2187" // "ECK2181"	2284129	2284356
"EG12211"	EG12211	"panZ" // "livL" // "panM" // "yhhK" // "b3459" // "ECK3443"	3597984	3598367
"EG11053"	EG11053	"uhpC" // "b3667" // "ECK3658"	3847305	3848624
"EG12401"	EG12401	"rlmN" // "yfgB" // "b2517" // "ECK2513"	2643129	2644283
"G7154"	G7154	"yfaS_2" // "yfaR" // "yfaS" // "b2227" // "ECK2220"	2329798	2330283
"EG11917"	EG11917	"yjaH" // "b4001" // "ECK3993"	4200566	4201261
"G7584"	G7584	"insD-5" // "yi22-5" // "b3045" // "ECK0358"	3186510	3187415
"EG11939"	EG11939	"ghxP" // "yjcD" // "b4064" // "ECK4057"	4278479	4279828
"EG11828"	EG11828	"mobB" // "yihC" // "b3856" // "ECK3848"	4040906	4041433
"EG11768"	EG11768	"selU" // "ybbB" // "mnmH" // "b0503" // "ECK0496"	530132	531226
"G6610"	G6610	"ycgH_2" // "ycgH" // "b1170" // "ECK1157"	1221206	1222222
"EG11712"	EG11712	"yidQ" // "ecfI" // "b3688" // "ECK3680"	3867728	3868060
"EG10611"	EG10611	"mrp" // "b2113" // "ECK2106"	2193059	2194168
"G7310"	G7310	"yfgO" // "perM" // "b2493" // "ECK2489"	2614820	2615881
"EG11023"	EG11023	"trmD" // "b2607" // "ECK2604"	2744572	2745339
"G0-10558"	G0-10558	"yncK_2" // "b4530" // "ECK1425"	1503143	1503310
"EG11360"	EG11360	"bax" // "b3570" // "ECK3559"	3736353	3737177
"G6724"	G6724	"insC-2" // "yi21-2" // "b1403" // "ECK0357"	1468784	1469149
"EG11703"	EG11703	"acrA" // "sipB" // "Mb" // "lir" // "mbl" // "mtcA" // "nbsA" // "b0463" // "ECK0457"	484426	485619
"EG10136"	EG10136	"cca" // "b3056" // "ECK3046"	3201891	3203129
"G8205"	G8205	"gapC_1" // "gapC" // "b1417" // "ECK1409"	1489961	1490713
"EG11144"	EG11144	"yfcA" // "b2327" // "ECK2321"	2444751	2445560
"EG12709"	EG12709	"yedI" // "b1958" // "ECK1956"	2028449	2029366
"G7449"	G7449	"truC" // "yqcB" // "b2791" // "ECK2785"	2923002	2923784
"G7066"	G7066	"yeeL_1" // "yeeL" // "b1980" // "ECK1975"	2052624	2053328
"G7871"	G7871	"ytfJ" // "ecfJ" // "b4216" // "ECK4212"	4438708	4439262
"G6224"	G6224	"insE-2" // "b0373" // "ECK0298"	392602	392901
"EG11225"	EG11225	"dcuA" // "genA" // "b4138" // "ECK4132"	4365472	4366773
"G6488"	G6488	"rlmL" // "ycbY" // "rlmK" // "rlmKL" // "b0948" // "ECK0939"	1007844	1009952
"EG50008"	EG50008	"cybC" // "b4236" // "ECK4231"	4459553	4459855
"G7728"	G7728	"yhfS" // "b3376" // "ECK3363"	3504935	3506020
"EG12315"	EG12315	"yacH" // "b0117" // "ECK0116"	129407	131260
"EG12233"	EG12233	"rsmJ" // "yhiQ" // "b3497" // "ECK3482"	3642380	3643132
"G7897"	G7897	"yjgX_2" // "yjgY" // "yjgX" // "b4275" // "ECK4266"	4500043	4500489
"G7611"	G7611	"yqjC" // "b3097" // "ECK3088"	3248969	3249337
"G6083"	G6083	"insL-1" // "yi81-1" // "b0016" // "ECK0016"	15445	16557
"EG10084"	EG10084	"aroP" // "aroR" // "b0112" // "ECK0111"	120178	121551
"G7053"	G7053	"yedS_2" // "yedS" // "b1965" // "ECK1962"	2034546	2034755
"EG11507"	EG11507	"rlmE" // "ftsJ" // "mrsF" // "rrmJ" // "b3179" // "ECK3168"	3327035	3327664
"G0-10632"	G0-10632	"ibsB" // "b4668" // "ECK4483"	2153681	2153737
"G7466"	G7466	"yqeH" // "b2846" // "ECK2844"	2987536	2988168
"G6320"	G6320	"cusC" // "ibeB" // "ylcB" // "b0572" // "ECK0564"	595600	596973
"EG10996"	EG10996	"tgt" // "vacC(S.f.)" // "b0406" // "ECK0400"	426137	427264
"EG12238"	EG12238	"yhiS_1" // "b3504" // "ECK3489"	3651291	3652073
"G7286"	G7286	"eutN" // "yffY" // "cchB" // "b2456" // "ECK2451"	2571763	2572050
"G0-10531"	G0-10531	"insEF-4"	1094275	1095437
"G7309"	G7309	"focB" // "b2492" // "ECK2488"	2613934	2614782
"G7556"	G7556	"yghX_1" // "yghX" // "b4658" // "ORF_f136" // "b2999" // "ECK2993"	3146856	3147266
"G7327"	G7327	"trmJ" // "yfhQ" // "b2532" // "ECK2529"	2662583	2663323
"EG12429"	EG12429	"tomB" // "ybaJ" // "b0461" // "ECK0455"	480334	480708
"G7068"	G7068	"yeeN" // "b1983" // "ECK1978"	2056858	2057574
