"process"	"stoichiometry"	"id"	"dir"
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "RNTRACTIV-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-229", "location": "c", "form": "mature"}]	"CPLX0-229_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "ICITDEHASE-KIN-PHOSPHA", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-230", "location": "c", "form": "mature"}]	"CPLX0-230_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "GATA-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "GATB-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "GATC-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-231", "location": "i", "form": "mature"}]	"CPLX0-231_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "GLVC-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "GLVB-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-232", "location": "i", "form": "mature"}]	"CPLX0-232_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "G7423-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-234", "location": "c", "form": "mature"}]	"CPLX0-234_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "MONOMER-43", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-235", "location": "c", "form": "mature"}]	"CPLX0-235_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "G6770-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-236", "location": "c", "form": "mature"}]	"CPLX0-236_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG11505-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10238-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10243-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2361", "location": "c", "form": "mature"}]	"CPLX0-2361_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "SERINE-O-ACETTRAN-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-237", "location": "c", "form": "mature"}]	"CPLX0-237_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "ARGSUCCINSYN-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-238", "location": "c", "form": "mature"}]	"CPLX0-238_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-3461", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "PPK-CPLX", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-3541", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "ENOLASE-CPLX", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-3521", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2381", "location": "c", "form": "mature"}]	"CPLX0-2381_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7631-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "TAGAALDOL1-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-240", "location": "c", "form": "mature"}]	"CPLX0-240_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "TRYPSYN-BPROTEIN", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2401", "location": "c", "form": "mature"}]	"CPLX0-2401_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "TAGAALDOL2-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7128-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-241", "location": "c", "form": "mature"}]	"CPLX0-241_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10395-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-242", "location": "c", "form": "mature"}]	"CPLX0-242_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10686-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2423", "location": "c", "form": "mature"}]	"CPLX0-2423_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10687-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-2423", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2424", "location": "c", "form": "mature"}]	"CPLX0-2424_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10424-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10423-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2425", "location": "c", "form": "mature"}]	"CPLX0-2425_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "INORGPYROPHOSPHAT-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-243", "location": "c", "form": "mature"}]	"CPLX0-243_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11261-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-244", "location": "c", "form": "mature"}]	"CPLX0-244_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "EG10845-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2441", "location": "c", "form": "mature"}]	"CPLX0-2441_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG11384-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG11385-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-245", "location": "c", "form": "mature"}]	"CPLX0-245_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "G6906-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-246", "location": "c", "form": "mature"}]	"CPLX0-246_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "G7325-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-248", "location": "c", "form": "mature"}]	"CPLX0-248_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-150", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-151", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-152", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-153", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-154", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-144", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-143", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-142", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "MONOMER0-141", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-250", "location": "i", "form": "mature"}]	"CPLX0-250_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11598-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11597-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2502", "location": "c", "form": "mature"}]	"CPLX0-2502_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "G6198-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-251", "location": "c", "form": "mature"}]	"CPLX0-251_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "FABH-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-252", "location": "c", "form": "mature"}]	"CPLX0-252_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "MONOMER0-1501", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2521", "location": "c", "form": "mature"}]	"CPLX0-2521_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG12656-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-253", "location": "c", "form": "mature"}]	"CPLX0-253_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "G7516-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-254", "location": "c", "form": "mature"}]	"CPLX0-254_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "MONOMER0-185", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2541", "location": "c", "form": "mature"}]	"CPLX0-2541_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "G7492-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-255", "location": "c", "form": "mature"}]	"CPLX0-255_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-7696", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-7697", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2561", "location": "c", "form": "mature"}]	"CPLX0-2561_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "MONOMER0-1564", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2621", "location": "i", "form": "mature"}]	"CPLX0-2621_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10461-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2641", "location": "c", "form": "mature"}]	"CPLX0-2641_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10574-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10575-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2661", "location": "c", "form": "mature"}]	"CPLX0-2661_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10978-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2681", "location": "c", "form": "mature"}]	"CPLX0-2681_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -1.0, "molecule": "PC00040", "location": "c", "form": "mature"}, {"type": "metabolite", "coeff": -1.0, "molecule": "ACSER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2781", "location": "c", "form": "mature"}]	"CPLX0-2781_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG12193-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2802", "location": "i", "form": "mature"}]	"CPLX0-2802_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10116-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2861", "location": "c", "form": "mature"}]	"CPLX0-2861_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "EG10542-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2881", "location": "c", "form": "mature"}]	"CPLX0-2881_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "EG10463-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2921", "location": "c", "form": "mature"}]	"CPLX0-2921_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "EG10968-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2941", "location": "i", "form": "mature"}]	"CPLX0-2941_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -6.0, "molecule": "CPLX0-1321", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -6.0, "molecule": "EG11506-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-2982", "location": "i", "form": "mature"}]	"CPLX0-2982_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10764-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3", "location": "c", "form": "mature"}]	"CPLX0-3_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10695-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3001", "location": "c", "form": "mature"}]	"CPLX0-3001_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "EG11396-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-301", "location": "c", "form": "mature"}]	"CPLX0-301_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -8.0, "molecule": "G7925-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3021", "location": "c", "form": "mature"}]	"CPLX0-3021_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11517-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-303", "location": "c", "form": "mature"}]	"CPLX0-303_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11549-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3041", "location": "c", "form": "mature"}]	"CPLX0-3041_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "EG10694-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3061", "location": "c", "form": "mature"}]	"CPLX0-3061_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "EG10697-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3081", "location": "c", "form": "mature"}]	"CPLX0-3081_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -14.0, "molecule": "EG10158-MONOMER", "location": "o", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3101", "location": "o", "form": "mature"}]	"CPLX0-3101_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -6.0, "molecule": "EG10159-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3102", "location": "c", "form": "mature"}]	"CPLX0-3102_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -2.0, "molecule": "CPLX0-881", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-3101", "location": "o", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3104", "location": "o", "form": "mature"}]	"CPLX0-3104_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -2.0, "molecule": "CPLX0-3102", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-3101", "location": "o", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3107", "location": "o", "form": "mature"}]	"CPLX0-3107_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-881", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-3102", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-3101", "location": "o", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3108", "location": "o", "form": "mature"}]	"CPLX0-3108_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11723-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3121", "location": "c", "form": "mature"}]	"CPLX0-3121_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG12657-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3141", "location": "c", "form": "mature"}]	"CPLX0-3141_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "MONOMER0-1981", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3161", "location": "c", "form": "mature"}]	"CPLX0-3161_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "MONOMER0-2001", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3181", "location": "c", "form": "mature"}]	"CPLX0-3181_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10580-MONOMER", "location": "p", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3201", "location": "p", "form": "mature"}]	"CPLX0-3201_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -8.0, "molecule": "PDXJ-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-321", "location": "c", "form": "mature"}]	"CPLX0-321_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "GSK-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-322", "location": "c", "form": "mature"}]	"CPLX0-322_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "YRAO-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3221", "location": "c", "form": "mature"}]	"CPLX0-3221_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "NAPH-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "NAPG-MONOMER", "location": "p", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3241", "location": "i", "form": "mature"}]	"CPLX0-3241_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10857-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3281", "location": "c", "form": "mature"}]	"CPLX0-3281_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11111-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3301", "location": "c", "form": "mature"}]	"CPLX0-3301_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG12053-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG12054-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "CCME-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG12052-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3323", "location": "i", "form": "mature"}]	"CPLX0-3323_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "NUOF-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "NUOG-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "NUOE-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3361", "location": "c", "form": "mature"}]	"CPLX0-3361_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "NUOB-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "NUOC-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "NUOI-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3362", "location": "i", "form": "mature"}]	"CPLX0-3362_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7708-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG12173-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7711-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG11359-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7702-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7704-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7705-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7707-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7709-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7710-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7703-MONOMER", "location": "o", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7706-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3382", "location": "i", "form": "mature"}]	"CPLX0-3382_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10308-MONOMER", "location": "e", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10314-MONOMER", "location": "j", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10315-MONOMER", "location": "j", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG10313-MONOMER", "location": "e", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3401", "location": "j", "form": "mature"}]	"CPLX0-3401_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -12.0, "molecule": "EG10004-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-341", "location": "c", "form": "mature"}]	"CPLX0-341_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "EG10859-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3461", "location": "c", "form": "mature"}]	"CPLX0-3461_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -4.0, "molecule": "ALDDEHYDROGB-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3482", "location": "c", "form": "mature"}]	"CPLX0-3482_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "G7452-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3501", "location": "c", "form": "mature"}]	"CPLX0-3501_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -3.0, "molecule": "EG10743-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3521", "location": "c", "form": "mature"}]	"CPLX0-3521_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10844-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3541", "location": "c", "form": "mature"}]	"CPLX0-3541_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG10484-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3561", "location": "c", "form": "mature"}]	"CPLX0-3561_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11852-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3581", "location": "c", "form": "mature"}]	"CPLX0-3581_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "G7175-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3601", "location": "c", "form": "mature"}]	"CPLX0-3601_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "EG11547-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "CPLX0-3602", "location": "c", "form": "mature"}]	"CPLX0-3602_RXN"	1
