"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"ATP synthase / thiamin triphosphate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 529839.164, 0.0, 0.0, 0.0]	["i"]	"ATPSYN-CPLX_RXN"	"ATPSYN-CPLX"
"ribonucleoside diphosphate reductase 1, &alpha; subunit dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 171521.010, 0.0, 0.0, 0.0]	["c"]	"B1-CPLX_RXN"	"B1-CPLX"
"ribonucleoside diphosphate reductase 1, &beta; subunit dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 86986.492, 0.0, 0.0, 0.0]	["c"]	"B2-CPLX_RXN"	"B2-CPLX"
"betaine aldehyde dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 211597.024, 0.0, 0.0, 0.0]	["c"]	"BADH-CPLX_RXN"	"BADH-CPLX"
"&beta;-galactosidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 465772.120, 0.0, 0.0, 0.0]	["c"]	"BETAGALACTOSID-CPLX_RXN"	"BETAGALACTOSID-CPLX"
"biotin carboxylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 98637.942, 0.0, 0.0, 0.0]	["c"]	"BIOTIN-CARBOXYL-CPLX_RXN"	"BIOTIN-CARBOXYL-CPLX"
"biotin synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 77280.458, 0.0, 0.0, 0.0]	["c"]	"BIOTIN-SYN-CPLX_RXN"	"BIOTIN-SYN-CPLX"
"branched-chain amino-acid aminotransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 204514.362, 0.0, 0.0, 0.0]	["c"]	"BRANCHED-CHAINAMINOTRANSFER-CPLX_RXN"	"BRANCHED-CHAINAMINOTRANSFER-CPLX"
"carbonic anhydrase 1"		[0.0, 0.0, 0.0, 0.0, 0.0, 47464.634, 0.0, 0.0, 0.0]	["c"]	"CARBODEHYDRAT-CPLX_RXN"	"CARBODEHYDRAT-CPLX"
"carbamoyl phosphate synthetase"		[0.0, 0.0, 0.0, 0.0, 0.0, 318432.120, 0.0, 0.0, 0.0]	["c"]	"CARBPSYN-CPLX_RXN"	"CARBPSYN-CPLX"
"&gamma;-butyrobetainyl-CoA:carnitine CoA transferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 90223.714, 0.0, 0.0, 0.0]	["c"]	"CARNDEHYDRA-CPLX_RXN"	"CARNDEHYDRA-CPLX"
"cyclopropane fatty acyl phospholipid synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 87804.332, 0.0, 0.0, 0.0]	["i"]	"CFA-CPLX_RXN"	"CFA-CPLX"
"CheA(L) histidine kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 142632.656, 0.0, 0.0, 0.0]	["i"]	"CHEA-CPLX_RXN"	"CHEA-CPLX"
"CheZ"		[0.0, 0.0, 0.0, 0.0, 0.0, 47917.988, 0.0, 0.0, 0.0]	["s"]	"CHEZ-CPLX_RXN"	"CHEZ-CPLX"
"chorismate mutase / prephenate dehydratase"		[0.0, 0.0, 0.0, 0.0, 0.0, 86210.966, 0.0, 0.0, 0.0]	["c"]	"CHORISMUTPREPHENDEHYDRAT-CPLX_RXN"	"CHORISMUTPREPHENDEHYDRAT-CPLX"
"chorismate mutase / prephenate dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 84069.296, 0.0, 0.0, 0.0]	["c"]	"CHORISMUTPREPHENDEHYDROG-CPLX_RXN"	"CHORISMUTPREPHENDEHYDROG-CPLX"
"citrate lyase, inactive"		[0.0, 0.0, 0.0, 0.0, 0.0, 593717.532, 0.0, 0.0, 0.0]	["c"]	"CITLY-CPLX_RXN"	"CITLY-CPLX"
"citrate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 288055.164, 0.0, 0.0, 0.0]	["c"]	"CITRATE-SI-SYNTHASE_RXN"	"CITRATE-SI-SYNTHASE"
"citrate lyase, citryl-ACP lyase component"		[0.0, 0.0, 0.0, 0.0, 0.0, 198616.404, 0.0, 0.0, 0.0]	["c"]	"CITRYLY-CPLX_RXN"	"CITRYLY-CPLX"
"citrate lyase, citrate-ACP transferase component"		[0.0, 0.0, 0.0, 0.0, 0.0, 330989.352, 0.0, 0.0, 0.0]	["c"]	"CITTRANS-CPLX_RXN"	"CITTRANS-CPLX"
"phosphopantetheine adenylyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 107008.278, 0.0, 0.0, 0.0]	["c"]	"COADTRI-CPLX_RXN"	"COADTRI-CPLX"
"cobinamide-P guanylyltransferase / cobinamide kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 40312.064, 0.0, 0.0, 0.0]	["c"]	"COBU-CPLX_RXN"	"COBU-CPLX"
"PurR-Hypoxanthine DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 76343.982, 136.114, 0.0, 0.0]	["c"]	"CPLX-123_RXN"	"CPLX-123"
"RhaS-L-rhamnose DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 64616.796, 164.157, 0.0, 0.0]	["c"]	"CPLX-124_RXN"	"CPLX-124"
"TrpR-Tryptophan DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 24704.370, 408.458, 0.0, 0.0]	["c"]	"CPLX-125_RXN"	"CPLX-125"
"Cra-fructose-1-phosphate"		[0.0, 0.0, 0.0, 0.0, 0.0, 151861.756, 258.119, 0.0, 0.0]	["c"]	"CPLX-127_RXN"	"CPLX-127"
"Cra-fructose-1,6-bisphosphate"		[0.0, 0.0, 0.0, 0.0, 0.0, 151861.756, 336.082, 0.0, 0.0]	["c"]	"CPLX-128_RXN"	"CPLX-128"
"&beta;-glucoside PTS permease AscF - cryptic"		[0.0, 0.0, 0.0, 0.0, 0.0, 102062.560, 0.0, 0.0, 0.0]	["i"]	"CPLX-153_RXN"	"CPLX-153"
"&beta;-glucoside PTS permease BglF - cryptic"		[0.0, 0.0, 0.0, 0.0, 0.0, 132950.404, 0.0, 0.0, 0.0]	["i"]	"CPLX-154_RXN"	"CPLX-154"
"chitobiose / cellobiose PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 72498.822, 0.0, 0.0, 0.0]	["i"]	"CPLX-155_RXN"	"CPLX-155"
"mannitol PTS permease - cryptic"		[0.0, 0.0, 0.0, 0.0, 0.0, 65010.523, 0.0, 0.0, 0.0]	["i"]	"CPLX-156_RXN"	"CPLX-156"
"glucose PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 119602.679, 0.0, 0.0, 0.0]	["i"]	"CPLX-157_RXN"	"CPLX-157"
"fructose PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 154682.790, 0.0, 0.0, 0.0]	["i"]	"CPLX-158_RXN"	"CPLX-158"
"PTS permease - unknown specificity"		[0.0, 0.0, 0.0, 0.0, 0.0, 67217.306, 0.0, 0.0, 0.0]	["i"]	"CPLX-159_RXN"	"CPLX-159"
"PTS permease - unknown specificity"		[0.0, 0.0, 0.0, 0.0, 0.0, 152710.037, 0.0, 0.0, 0.0]	["i"]	"CPLX-160_RXN"	"CPLX-160"
"mannose PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 159576.469, 0.0, 0.0, 0.0]	["i"]	"CPLX-165_RXN"	"CPLX-165"
"mannitol PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 135931.066, 0.0, 0.0, 0.0]	["i"]	"CPLX-166_RXN"	"CPLX-166"
"N-acetylglucosamine PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 136680.300, 0.0, 0.0, 0.0]	["i"]	"CPLX-167_RXN"	"CPLX-167"
"trehalose PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 120419.213, 0.0, 0.0, 0.0]	["i"]	"CPLX-168_RXN"	"CPLX-168"
"glucitol/sorbitol PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 67209.665, 0.0, 0.0, 0.0]	["i"]	"CPLX-169_RXN"	"CPLX-169"
"galactosamine PTS permease - cryptic"		[0.0, 0.0, 0.0, 0.0, 0.0, 75270.897, 0.0, 0.0, 0.0]	["i"]	"CPLX-170_RXN"	"CPLX-170"
"hydroxypyruvate isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 58735.000, 0.0, 0.0, 0.0]	["c"]	"CPLX-171_RXN"	"CPLX-171"
"AraC-Arabinose DNA-binding transcriptional activator"		[0.0, 0.0, 0.0, 0.0, 0.0, 66762.072, 150.130, 0.0, 0.0]	["c"]	"CPLX-172_RXN"	"CPLX-172"
"sulfur transfer protein complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 74783.362, 0.0, 0.0, 0.0]	["c"]	"CPLX-3942_RXN"	"CPLX-3942"
"FecAR Signal Transduction System"		[0.0, 0.0, 0.0, 0.0, 0.0, 120841.958, 0.0, 0.0, 0.0]	["e"]	"CPLX-3944_RXN"	"CPLX-3944"
"curli secretion and assembly complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 408879.738, 0.0, 0.0, 0.0]	["s"]	"CPLX-3945_RXN"	"CPLX-3945"
"exonuclease VII"		[0.0, 0.0, 0.0, 0.0, 0.0, 87627.160, 0.0, 0.0, 0.0]	["c"]	"CPLX-3946_RXN"	"CPLX-3946"
"trimethylamine N-oxide reductase III"		[0.0, 0.0, 0.0, 0.0, 0.0, 129237.883, 0.0, 0.0, 0.0]	["i"]	"CPLX-63_RXN"	"CPLX-63"
"allantoinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 198338.852, 0.0, 0.0, 0.0]	["c"]	"CPLX-64_RXN"	"CPLX-64"
"arsenite:H+ antiporter"		[0.0, 0.0, 0.0, 0.0, 0.0, 90999.332, 0.0, 0.0, 0.0]	["i"]	"CPLX-7_RXN"	"CPLX-7"
"acid phosphatase"		[0.0, 0.0, 0.0, 0.0, 0.0, 94108.012, 0.0, 0.0, 0.0]	["p"]	"CPLX-722_RXN"	"CPLX-722"
"allantoate amidohydrolase"		[0.0, 0.0, 0.0, 0.0, 0.0, 91362.216, 0.0, 0.0, 0.0]	["c"]	"CPLX-7524_RXN"	"CPLX-7524"
"thiazole synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 421244.844, 0.0, 0.0, 0.0]	["c"]	"CPLX-8029_RXN"	"CPLX-8029"
"MoaC dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 34932.664, 0.0, 0.0, 0.0]	["c"]	"CPLX-8331_RXN"	"CPLX-8331"
"MoaC hexamer"		[0.0, 0.0, 0.0, 0.0, 0.0, 104797.992, 0.0, 0.0, 0.0]	["c"]	"CPLX-8332_RXN"	"CPLX-8332"
"predicted 5-keto 4-deoxyuronate isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 186212.232, 0.0, 0.0, 0.0]	["c"]	"CPLX-8401_RXN"	"CPLX-8401"
"primosomal protein DnaT"		[0.0, 0.0, 0.0, 0.0, 0.0, 58347.414, 0.0, 0.0, 0.0]	["c"]	"CPLX0-0_RXN"	"CPLX0-0"
"reduced flavorubredoxin"		[0.0, 0.0, 0.0, 0.0, 0.0, 216840.944, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1_RXN"	"CPLX0-1"
"2-methylisocitrate lyase"		[0.0, 0.0, 0.0, 0.0, 0.0, 128510.980, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1021_RXN"	"CPLX0-1021"
"CsrA complex with CsrB RNA"		[0.0, 0.0, 0.0, 120095.439, 0.0, 123424.704, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1041_RXN"	"CPLX0-1041"
"RNase PH"		[0.0, 0.0, 0.0, 0.0, 0.0, 24419.951, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1081_RXN"	"CPLX0-1081"
"tRNA-guanine transglycosylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 127763.511, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1101_RXN"	"CPLX0-1101"
"23S rRNA 2'-O-ribose G2251 methyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 53107.482, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1121_RXN"	"CPLX0-1121"
"selenocysteine synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 506013.670, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1141_RXN"	"CPLX0-1141"
"formyl-CoA transferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 91630.544, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1142_RXN"	"CPLX0-1142"
"HslU hexamer"		[0.0, 0.0, 0.0, 0.0, 0.0, 297479.394, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1161_RXN"	"CPLX0-1161"
"HslV hexamer"		[0.0, 0.0, 0.0, 0.0, 0.0, 114347.010, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1162_RXN"	"CPLX0-1162"
"HslVU protease"		[0.0, 0.0, 0.0, 0.0, 0.0, 823652.808, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1163_RXN"	"CPLX0-1163"
"ADP-sugar pyrophosphorylase"		[0.0, 0.0, 0.0, 0.0, 0.0, 42288.356, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1221_RXN"	"CPLX0-1221"
"MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity"		[0.0, 0.0, 0.0, 0.0, 0.0, 24200.246, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1241_RXN"	"CPLX0-1241"
"MazE-MazF antitoxin/toxin complex and DNA-binding transcriptional repressor"		[0.0, 0.0, 0.0, 0.0, 0.0, 67099.934, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1242_RXN"	"CPLX0-1242"
"transketolase II"		[0.0, 0.0, 0.0, 0.0, 0.0, 73025.867, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1261_RXN"	"CPLX0-1261"
"D-arabinose 5-phosphate isomerase"		[0.0, 0.0, 0.0, 0.0, 0.0, 140765.056, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1262_RXN"	"CPLX0-1262"
"HflK-HflC complex; regulator of FtsH protease"		[0.0, 0.0, 0.0, 0.0, 0.0, 83193.054, 0.0, 0.0, 0.0]	["i"]	"CPLX0-1321_RXN"	"CPLX0-1321"
"SufBC2D Fe-S cluster scaffold complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 156678.962, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1341_RXN"	"CPLX0-1341"
"SufE homodimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 31598.778, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1342_RXN"	"CPLX0-1342"
"RNase P"		[0.0, 0.0, 0.0, 122278.574, 0.0, 13773.333, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1382_RXN"	"CPLX0-1382"
"2,3-diaminopropionate ammonia-lyase"		[0.0, 0.0, 0.0, 0.0, 0.0, 86633.378, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1401_RXN"	"CPLX0-1401"
"bacterioferritin"		[0.0, 0.0, 0.0, 0.0, 0.0, 443543.880, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1421_RXN"	"CPLX0-1421"
"ecotin homodimer; serine protease inhibitor"		[0.0, 0.0, 0.0, 0.0, 0.0, 36384.254, 0.0, 0.0, 0.0]	["p"]	"CPLX0-1441_RXN"	"CPLX0-1441"
"HF-I, host factor for RNA phage Q &beta; replication"		[0.0, 0.0, 0.0, 0.0, 0.0, 66998.532, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1461_RXN"	"CPLX0-1461"
"Dps complex; stationary phase nucleoid component that sequesters iron and protects DNA from damage"		[0.0, 0.0, 0.0, 0.0, 0.0, 224296.092, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1521_RXN"	"CPLX0-1521"
"5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 48687.986, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1541_RXN"	"CPLX0-1541"
"palmitoyl transferase for Lipid A"		[0.0, 0.0, 0.0, 0.0, 0.0, 43535.286, 0.0, 0.0, 0.0]	["e"]	"CPLX0-1581_RXN"	"CPLX0-1581"
"putative selenate reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 233047.662, 0.0, 0.0, 0.0]	["i"]	"CPLX0-1601_RXN"	"CPLX0-1601"
"ribonuclease G (RNAse G)"		[0.0, 0.0, 0.0, 0.0, 0.0, 110702.606, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1621_RXN"	"CPLX0-1621"
"ribonuclease E inhibitor protein A"		[0.0, 0.0, 0.0, 0.0, 0.0, 52023.798, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1642_RXN"	"CPLX0-1642"
"FadJ component of anaerobic fatty acid oxidation complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 154165.278, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1666_RXN"	"CPLX0-1666"
"Fad I component of anaerobic fatty acid oxidation complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 93065.478, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1667_RXN"	"CPLX0-1667"
"anaerobic fatty acid oxidation complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 247230.756, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1668_RXN"	"CPLX0-1668"
"cryptic adenine deaminase"		[0.0, 0.0, 0.0, 0.0, 0.0, 127426.866, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1683_RXN"	"CPLX0-1683"
"copper / silver efflux transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 772968.508, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1721_RXN"	"CPLX0-1721"
"ring 1,2-phenylacetyl-CoA epoxidase"		[0.0, 0.0, 0.0, 0.0, 0.0, 113584.232, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1762_RXN"	"CPLX0-1762"
"oligoribonuclease"		[0.0, 0.0, 0.0, 0.0, 0.0, 41611.258, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1821_RXN"	"CPLX0-1821"
"predicted xanthine dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 132127.534, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1841_RXN"	"CPLX0-1841"
"vitamin B12 transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 289725.863, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1862_RXN"	"CPLX0-1862"
"conserved metal-binding protein"		[0.0, 0.0, 0.0, 0.0, 0.0, 161282.898, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1863_RXN"	"CPLX0-1863"
"predicted enamine/imine deaminase"		[0.0, 0.0, 0.0, 0.0, 0.0, 40828.875, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1881_RXN"	"CPLX0-1881"
"TonB energy transducing system"		[0.0, 0.0, 0.0, 0.0, 0.0, 67877.866, 0.0, 0.0, 0.0]	["i"]	"CPLX0-1923_RXN"	"CPLX0-1923"
"vitamin B12 outer membrane transport complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 136270.047, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1924_RXN"	"CPLX0-1924"
"ferric enterobactin outer membrane transport complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 149970.905, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1941_RXN"	"CPLX0-1941"
"ferrichrome outer membrane transport complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 150049.306, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1942_RXN"	"CPLX0-1942"
"ferric citrate outer membrane transport complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 153184.624, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1943_RXN"	"CPLX0-1943"
"ferric enterobactin transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 312575.406, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1944_RXN"	"CPLX0-1944"
"3-hydroxy acid dehydrogenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 108972.020, 0.0, 0.0, 0.0]	["c"]	"CPLX0-1962_RXN"	"CPLX0-1962"
"ferrichrome transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 381634.939, 0.0, 0.0, 0.0]	["s"]	"CPLX0-1981_RXN"	"CPLX0-1981"
"ferric dicitrate transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 311759.534, 0.0, 0.0, 0.0]	["s"]	"CPLX0-2001_RXN"	"CPLX0-2001"
"fructose 6-phosphate aldolase 1"		[0.0, 0.0, 0.0, 0.0, 0.0, 229949.130, 0.0, 0.0, 0.0]	["c"]	"CPLX0-201_RXN"	"CPLX0-201"
"HU DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 18736.625, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2021_RXN"	"CPLX0-2021"
"2,3-diketo-L-gulonate reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 73129.682, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2061_RXN"	"CPLX0-2061"
"dihydroxyacetone kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 201853.380, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2081_RXN"	"CPLX0-2081"
"EmrAB-TolC multidrug efflux transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 259576.443, 0.0, 0.0, 0.0]	["s"]	"CPLX0-2121_RXN"	"CPLX0-2121"
"AcrEF-TolC multidrug efflux transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 536840.559, 0.0, 0.0, 0.0]	["s"]	"CPLX0-2141_RXN"	"CPLX0-2141"
"EmrKY-TolC multidrug efflux transport system"		[0.0, 0.0, 0.0, 0.0, 0.0, 259764.454, 0.0, 0.0, 0.0]	["s"]	"CPLX0-2161_RXN"	"CPLX0-2161"
"The Tol-Pal Cell Envelope Complex"		[0.0, 0.0, 0.0, 0.0, 0.0, 148859.480, 0.0, 0.0, 0.0]	["s"]	"CPLX0-2201_RXN"	"CPLX0-2201"
"The Colicin A Import System"		[0.0, 0.0, 0.0, 0.0, 0.0, 163925.668, 0.0, 0.0, 0.0]	["e"]	"CPLX0-2221_RXN"	"CPLX0-2221"
"NAD(P)H-dependent FMN reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 42502.762, 0.0, 0.0, 0.0]	["c"]	"CPLX0-224_RXN"	"CPLX0-224"
"alkanesulfonate monooxygenase, FMNH2-dependent"		[0.0, 0.0, 0.0, 0.0, 0.0, 166909.356, 0.0, 0.0, 0.0]	["c"]	"CPLX0-225_RXN"	"CPLX0-225"
"CRP-cAMP DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 47285.116, 328.201, 0.0, 0.0]	["c"]	"CPLX0-226_RXN"	"CPLX0-226"
"taurine dioxygenase"		[0.0, 0.0, 0.0, 0.0, 0.0, 64809.162, 0.0, 0.0, 0.0]	["c"]	"CPLX0-227_RXN"	"CPLX0-227"
"ArgR-L-arginine DNA-binding transcriptional dual regulator"		[0.0, 0.0, 0.0, 0.0, 0.0, 101937.270, 1051.272, 0.0, 0.0]	["c"]	"CPLX0-228_RXN"	"CPLX0-228"
"ribonucleoside triphosphate reductase activase"		[0.0, 0.0, 0.0, 0.0, 0.0, 34892.012, 0.0, 0.0, 0.0]	["c"]	"CPLX0-229_RXN"	"CPLX0-229"
"isocitrate dehydrogenase phosphatase / isocitrate dehydrogenase kinase"		[0.0, 0.0, 0.0, 0.0, 0.0, 135375.592, 0.0, 0.0, 0.0]	["c"]	"CPLX0-230_RXN"	"CPLX0-230"
"galactitol PTS permease"		[0.0, 0.0, 0.0, 0.0, 0.0, 123862.191, 0.0, 0.0, 0.0]	["i"]	"CPLX0-231_RXN"	"CPLX0-231"
"PTS permease - unknown specificity"		[0.0, 0.0, 0.0, 0.0, 0.0, 57312.614, 0.0, 0.0, 0.0]	["i"]	"CPLX0-232_RXN"	"CPLX0-232"
"4-diphosphocytidyl-2C-methyl-D-erythritol synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 51464.668, 0.0, 0.0, 0.0]	["c"]	"CPLX0-234_RXN"	"CPLX0-234"
"glyoxylate reductase [multifunctional]"		[0.0, 0.0, 0.0, 0.0, 0.0, 70765.124, 0.0, 0.0, 0.0]	["i"]	"CPLX0-235_RXN"	"CPLX0-235"
"arylamine N-acetyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 64527.262, 0.0, 0.0, 0.0]	["c"]	"CPLX0-236_RXN"	"CPLX0-236"
"DNA polymerase III, core enzyme"		[0.0, 0.0, 0.0, 0.0, 0.0, 165803.162, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2361_RXN"	"CPLX0-2361"
"serine acetyltransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 175870.422, 0.0, 0.0, 0.0]	["c"]	"CPLX0-237_RXN"	"CPLX0-237"
"argininosuccinate synthase"		[0.0, 0.0, 0.0, 0.0, 0.0, 199533.980, 0.0, 0.0, 0.0]	["c"]	"CPLX0-238_RXN"	"CPLX0-238"
"degradosome"		[0.0, 0.0, 0.0, 0.0, 0.0, 1050260.743, 0.0, 0.0, 0.0]	["s"]	"CPLX0-2381_RXN"	"CPLX0-2381"
"tagatose-1,6-bisphosphate aldolase 1"		[0.0, 0.0, 0.0, 0.0, 0.0, 78422.110, 0.0, 0.0, 0.0]	["c"]	"CPLX0-240_RXN"	"CPLX0-240"
"tryptophan synthase, &beta; subunit dimer"		[0.0, 0.0, 0.0, 0.0, 0.0, 85944.258, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2401_RXN"	"CPLX0-2401"
"tagatose-1,6-bisphosphate aldolase 2"		[0.0, 0.0, 0.0, 0.0, 0.0, 77898.822, 0.0, 0.0, 0.0]	["c"]	"CPLX0-241_RXN"	"CPLX0-241"
"thiosulfate sulfurtransferase"		[0.0, 0.0, 0.0, 0.0, 0.0, 24146.906, 0.0, 0.0, 0.0]	["c"]	"CPLX0-242_RXN"	"CPLX0-242"
"dimer of topoisomerase IV subunit A"		[0.0, 0.0, 0.0, 0.0, 0.0, 167651.216, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2423_RXN"	"CPLX0-2423"
"topoisomerase IV"		[0.0, 0.0, 0.0, 0.0, 0.0, 308105.376, 0.0, 0.0, 0.0]	["i"]	"CPLX0-2424_RXN"	"CPLX0-2424"
"DNA gyrase"		[0.0, 0.0, 0.0, 0.0, 0.0, 373721.432, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2425_RXN"	"CPLX0-2425"
"inorganic pyrophosphatase"		[0.0, 0.0, 0.0, 0.0, 0.0, 118167.354, 0.0, 0.0, 0.0]	["c"]	"CPLX0-243_RXN"	"CPLX0-243"
"NADPH nitroreductase NfsA"		[0.0, 0.0, 0.0, 0.0, 0.0, 53597.570, 0.0, 0.0, 0.0]	["c"]	"CPLX0-244_RXN"	"CPLX0-244"
"transcription termination factor Rho"		[0.0, 0.0, 0.0, 0.0, 0.0, 282020.496, 0.0, 0.0, 0.0]	["c"]	"CPLX0-2441_RXN"	"CPLX0-2441"
"alkylhydroperoxide reductase"		[0.0, 0.0, 0.0, 0.0, 0.0, 432185.314, 0.0, 0.0, 0.0]	["c"]	"CPLX0-245_RXN"	"CPLX0-245"
"L-cysteine desulfurase"		[0.0, 0.0, 0.0, 0.0, 0.0, 88845.758, 0.0, 0.0, 0.0]	["c"]	"CPLX0-246_RXN"	"CPLX0-246"
"cysteine desulfurase"		[0.0, 0.0, 0.0, 0.0, 0.0, 90163.300, 0.0, 0.0, 0.0]	["c"]	"CPLX0-248_RXN"	"CPLX0-248"
