expression_rate	direction	right	terminator_id	name	promoter_id	degradation_rate	id	gene_id	left
27.2048317556	f	2720637	[u'TERM_WC-3210']	yfiP-pka	PM_WC-479	0.119508134579	TU0-13671	[u'G7349', u'G7350']	2717245
519.69234974	f	2722106	[u'TERM_WC-1706']	pssA	PM0-45415	0.21004460017	TU0-13672	[u'EG10781']	2720600
47.5895049967	f	2722475	[u'TERM_WC-3209']	yfiM	PM0-45417	0.247552564486	TU0-13673	[u'EG12857']	2722055
2890.91356694	r	2723831	[u'TERM_WC-1116']	kgtP	PM0-45418	0.462098120373	TU0-13674	[u'EG10522']	2722468
107.941169868	r	2734033	[u'TERM_WC-1878']	rluD-yfiH	PM_WC-247	0.16503504299	TU0-13675	[u'EG12097', u'EG12098']	2732323
306.750607109	f	2735519	[u'TERM_WC-1769']	raiA	PM0-9839	0.121617361853	TU0-13677	[u'EG11151']	2735176
31.1851239265	f	2739749	[u'TERM_WC-3207']	yfiL	PM0-45421	0.121617361853	TU0-13678	[u'EG12446']	2739369
53.6047410754	f	2742131	[u'TERM_WC-3215']	yfiRNB	PM0-45425	0.203866817812	TU0-13679	[u'EG11152', u'EG12880', u'G7354']	2739784
369.595978777	r	2745875	[u'TERM0-1061']	ffh	PM0-10103	0.247552564486	TU0-13680	[u'EG10300']	2744231
78.8688324591	f	2746777	[u'TERM_WC-3936']	ypjD	PM0-45430	0.141458608278	TU0-13681	[u'G7355']	2745868
123.001005859	f	2748084	[u'TERM_WC-3216']	yfjD	PM_WC-480	0.203866817812	TU0-13682	[u'EG12442']	2746796
219.60197027	f	2749733	[u'TERM_WC-1420']	nadK	PM0-45432	0.121617361853	TU0-13683	[u'EG12192']	2748785
204.260572008	r	2752786	[u'TERM_WC-1775']	ratAB	PM_WC-229	0.110023361994	TU0-13685	[u'G7357', u'G7358']	2752028
177.687649603	f	2753402	[u'TERM_WC-2078']	smpB	PM0-45433	0.126026760102	TU0-13686	[u'EG11782']	2752789
8147.10572066	f	2753979	[u'TERM_WC-2113']	ssrA	PM0-45434	0.121617361853	TU0-13687	[u'EG30100']	2753529
58.2212825129	f	2755424	[u'TERM_WC-1060']	intA	PM_WC-134	0.154032706791	TU0-13688	[u'EG11783']	2754181
1.41617139476	f	2756880	[u'TERM_WC-82']	alpA	PM_WC-8	0.0597540672897	TU0-13689	[u'EG12112']	2756666
3.86013506523	f	2758418	[u'TERM_WC-3220']	yfjI	PM0-45437	0.121617361853	TU0-13690	[u'G7360']	2757000
3.18077539524	f	2759197	[u'TERM_WC-3223']	yfjJ	PM0-45441	0.128360588993	TU0-13691	[u'G7361']	2758529
38.730423889	r	2763175	[u'TERM_WC-3224']	yfjLK	PM_WC-481	0.16503504299	TU0-13692	[u'G7362', u'G7363']	2759371
11.5804051957	r	2764007	[u'TERM_WC-3225']	yfjM	PM0-45442	0.121617361853	TU0-13693	[u'G7364']	2763533
6.75870228447	f	2767510	[u'TERM_WC-3227']	yfjPQ	PM0-45443	0.0517274015343	TU0-13694	[u'G7367', u'G7368']	2765664
15.9835169636	f	2769639	[u'TERM_WC-3229']	yfjR-ypjK-yfjST	PM_WC-482	0.114255029763	TU0-13695	[u'G7369', u'G7370', u'G7371', u'G7372']	2767725
19.2867070397	r	2770707	[u'TERM_WC-3939']	ypjM_3-yfjU	PM_WC-649	0.090607474583	TU0-13696	[u'G7373', u'G7374']	2769860
227.563930045	r	2771180	[u'TERM_WC-3938']	ypjM_1M_2	PM0-9851	0.126026760102	TU0-13697	[u'G7375', u'G7376']	2770856
19.3407867581	f	2773045	[u'TERM_WC-3230']	yfjW	PM0-45446	0.198042051589	TU0-13698	[u'G7377']	2771307
26.0475468492	f	2775806	[u'TERM_WC-3231']	yfjXY-ypjJ-yfjZ-ypjF	PM0-45447	0.1087289695	TU0-13699	[u'G0-10464', u'G7378', u'G7379', u'G7380', u'G7381']	2773910
43.2787543892	r	2780844	[u'TERM_WC-3933']	ypjA	PM0-45448	0.121617361853	TU0-13700	[u'G7382']	2776166
173.833557673	r	2781230	[u'TERM_WC-1620']	pinH	PM_WC-209	0.0962704417444	TU0-13701	[u'G7383']	2781085
192.554094653	r	2782840	[u'TERM_WC-3934']	ypjB	PM0-46199	0.106638027778	TU0-13702	[u'G7384']	2781658
5.95896530681	r	2783033	[u'TERM_WC-3935']	ypjC	PM_WC-648	0.105022300085	TU0-13703	[u'G7385']	2782549
444.185523045	r	2783859	[u'TERM_WC-998']	ileY	PM_WC-115	0.121617361853	TU0-13704	[u'G7387']	2783782
168.000216812	f	2785458	[u'TERM_WC-3234']	ygaQ_1Q_2	PM_WC-483	0.093039890008	TU0-13705	[u'G7389', u'G7391']	2784419
160.461745545	f	2786262	[u'TERM_WC-3235']	ygaQ_3	PM_WC-484	0.0888650231487	TU0-13706	[u'G7392']	2785664
231.778076898	f	2786673	[u'TERM_WC-3236']	ygaQ_4	PM_WC-485	0.128360588993	TU0-13707	[u'G7393']	2786399
91.0038395277	r	2794836	[u'TERM_WC-3237']	ygaU	PM0-45451	0.121617361853	TU0-13708	[u'G7395']	2794357
59.472028092	r	2795107	[u'TERM_WC-3941']	yqaE	PM0-10299	0.0845301439707	TU0-13709	[u'G7396']	2794890
19.7325327973	f	2796068	[u'TERM_WC-3238']	ygaVP	PM_WC-486	0.0943057388517	TU0-13710	[u'G7397', u'G7398']	2795233
167.124146312	f	2798499	[u'TERM_WC-3233']	ygaM	PM0-10104	0.121617361853	TU0-13711	[u'G7400']	2798143
11.3812814521	f	2807517	[u'TERM_WC-3239']	ygaXY	PM_WC-487	0.0976263634591	TU0-13712	[u'G7403', u'G7404']	2806338
136.692032927	f	2808703	[u'TERM_WC-3240']	ygaZH	PM0-45454	0.113630685338	TU0-13713	[u'G7405', u'G7406']	2807617
1385.54094027	r	2814461	[u'TERM_WC-861']	gshA	PM_WC-103	0.301368339374	TU0-13714	[u'EG10418']	2812903
121.467650288	r	2815525	[u'TERM_WC-3940']	yqaBA	PM_WC-650	0.134591685546	TU0-13715	[u'G7407', u'G7408']	2814532
1164.27777886	r	2817295	[u'TERM_WC-372']	csrA	PM0-10106	0.154032706791	TU0-13716	[u'EG11447']	2816981
231.778076898	r	2822416	[u'TERM_WC-1638']	pncC	PM0-9715	0.128360588993	TU0-13718	[u'G7409']	2821869
218.604402345	r	2823598	[u'TERM_WC-1315']	mltB	PM_WC-179	0.177730046297	TU0-13719	[u'G7410']	2822511
9.55940372494	f	2858440	[u'TERM_WC-1656']	pphB	PM0-45456	0.100456113125	TU0-13720	[u'G7415']	2857759
24.2729478829	f	2861525	[u'TERM_WC-3246']	ygbJK	PM_WC-488	0.106638027778	TU0-13721	[u'G7417', u'G7418']	2859452
34.2685938702	f	2863036	[u'TERM_WC-3249']	ygbLM	PM0-45459	0.100456113125	TU0-13722	[u'G7419', u'G7420']	2861591
9.49896492373	f	2864489	[u'TERM_WC-3250']	ygbN	PM0-45461	0.0949516685699	TU0-13723	[u'G7421']	2862929
78.5356275905	r	2871414	[u'TERM_WC-3242']	ygbE	PM0-45464	0.121617361853	TU0-13724	[u'EG12707']	2871034
8.81469937617	r	2882341	[u'TERM_WC-261']	casABCDE12	PM0-10544	0.106638027778	TU0-13725	[u'EG12845', u'G7425', u'G7426', u'G7427', u'G7428', u'G7429', u'G7430']	2876589
149.000192291	r	2885241	[u'TERM_WC-260']	cas3	PM_WC-37	0.0825175214952	TU0-13726	[u'EG12634']	2882573
82.584635746	f	2890603	[u'TERM_WC-1760']	queD	PM_WC-227	0.128360588993	TU0-13727	[u'G7431']	2890236
9.10664946504	f	2892795	[u'TERM_WC-3254']	ygcNOP	PM0-45468	0.0663298737378	TU0-13728	[u'G7432', u'G7433', u'G7434']	2890594
86.4851391872	r	2894577	[u'TERM_WC-3255']	ygcRQ	PM_WC-489	0.122680916913	TU0-13729	[u'G7435', u'G7436']	2892939
13.7545605975	r	2895892	[u'TERM_WC-3256']	ygcS	PM_WC-490	0.0315066900255	TU0-13730	[u'G7437']	2894553
45.3664829676	r	2897629	[u'TERM_WC-3257']	ygcU	PM0-45469	0.0912035763895	TU0-13731	[u'G7439']	2895984
5.66532295578	r	2898431	[u'TERM_WC-3259']	ygcW	PM0-45470	0.115524530093	TU0-13732	[u'G7440']	2897508
19.9327617665	f	2901398	[u'TERM_WC-3944']	yqcE-ygcE	PM0-45472	0.119508134579	TU0-13733	[u'EG13174', u'G7442']	2898494
42.9479551649	r	2913065	[u'TERM_WC-1865']	rlmD	PM0-10114	0.121617361853	TU0-13735	[u'EG11247']	2911719
57.7823183613	r	2922135	[u'TERM_WC-3943']	yqcC-truC-yqcA	PM_WC-651	0.130782486898	TU0-13736	[u'G7448', u'G7449', u'G7450']	2920555
75.2898817176	r	2923391	[u'TERM_WC-2132']	syd	PM0-45479	0.117482572976	TU0-13737	[u'G7451']	2922755
79.9324725946	f	2924220	[u'TERM_WC-1761']	queF	PM0-10115	0.157533450127	TU0-13738	[u'G7452']	2923343
96.2183893125	f	2925696	[u'TERM_WC-3262']	ygdH	PM_WC-491	0.239016269159	TU0-13739	[u'EG12373']	2924330
51.6274102181	f	2929834	[u'TERM_WC-3261']	ygdG	PM0-45480	0.150684169687	TU0-13740	[u'EG12372']	2928895
56.644565218	f	2943009	[u'TERM_WC-341']	csdAE	PM0-45484	0.144405662617	TU0-13741	[u'G7454', u'G7455']	2941229
58.6951801199	r	2943864	[u'TERM_WC-2149']	tcdA	PM_WC-275	0.130782486898	TU0-13742	[u'G7456']	2943056
173.232183544	r	2945295	[u'TERM_WC-1314']	mltA	PM0-45485	0.21004460017	TU0-13743	[u'G7457']	2944101
74.0483681273	r	2956906	[u'TERM_WC-1718']	ptrA-recBD	PM_WC-224	0.155763411362	TU0-13744	[u'EG10786', u'EG10824', u'EG10826']	2948655
34.2730503982	r	2962242	[u'TERM_WC-1653']	ppdAB-ygdB-ppdC-recC	PM0-9373	0.107049757615	TU0-13745	[u'EG10825', u'EG11154', u'EG11155', u'EG11156', u'EG12081']	2957080
466.200129842	r	2967015	[u'TERM_WC-1926']	rppH-ptsP	PM0-36250	0.266595069446	TU0-13746	[u'EG12188', u'G7459']	2964208
12.002826252	f	2968375	[u'TERM_WC-1401']	mutH	PM0-45489	0.103454803069	TU0-13747	[u'EG10624']	2967604
266.29821601	f	2969157	[u'TERM_WC-3265']	ygdQ	PM0-45491	0.147478123523	TU0-13748	[u'G7460']	2968414
136.100294204	f	2969513	[u'TERM_WC-3266']	ygdR	PM0-45492	0.169060287941	TU0-13749	[u'G7461']	2969269
290.862444632	f	2970661	[u'TERM_WC-2144']	tas	PM0-45493	0.223595864697	TU0-13750	[u'G7462']	2969591
61.6286809652	r	2974036	[u'TERM_WC-9']	aas-lplT	PM_WC-0	0.087740149438	TU0-13751	[u'EG11679', u'EG12455']	2970689
52.7794254687	r	2978825	[u'TERM_WC-3267']	ygeA	PM0-45495	0.106638027778	TU0-13754	[u'EG11157']	2977963
15.5498613562	r	2981280	[u'TERM_WC-1110']	kduD	PM_WC-147	0.0778817056809	TU0-13755	[u'EG12361']	2980517
20.8988375895	r	2982216	[u'TERM_WC-1111']	kduI	PM0-45496	0.0900191143584	TU0-13756	[u'G7463']	2981308
17.4860816863	r	2983646	[u'TERM_WC-3950']	yqeF	PM0-45497	0.0722028313083	TU0-13757	[u'G7464']	2982431
7.2193944806	f	2985100	[u'TERM_WC-3952']	yqeG	PM0-45500	0.106638027778	TU0-13758	[u'G7465']	2983741
8.02818467795	f	2986192	[u'TERM_WC-3955']	yqeH	PM0-45503	0.154032706791	TU0-13759	[u'G7466']	2985535
2.36454736312	f	2987810	[u'TERM_WC-3960']	yqeIJ	PM0-45505	0.0653912434491	TU0-13760	[u'G7467', u'G7468']	2986366
2.22687284675	f	2989024	[u'TERM_WC-3268']	ygeF	PM_WC-492	0.110023361994	TU0-13761	[u'G7470']	2988576
6.33074424911	f	2989783	[u'TERM_WC-3269']	ygeG	PM_WC-493	0.192540883489	TU0-13762	[u'G7471']	2989290
0.498295806469	f	2991494	[u'TERM_WC-3270']	ygeH	PM0-45513	0.0385081766978	TU0-13763	[u'G7472']	2989901
2.9417166343	f	2991880	[u'TERM_WC-3273']	ygeI	PM0-45514	0.138629436112	TU0-13764	[u'G7473']	2991603
2.85987392275	f	2992439	[u'TERM_WC-1552']	pbl	PM_WC-205	0.0855737259951	TU0-13765	[u'G7474']	2992063
1.91213015327	r	2993114	[u'TERM_WC-3274']	ygeLK	PM_WC-494	0.0956065076634	TU0-13766	[u'G7475', u'G7476']	2992480
5.75281077032	r	2995667	[u'TERM_WC-1019']	insC-4D-4-ygeONM-insCD-4	PM_WC-123	0.124331332836	TU0-13767	[u'G0-10544', u'G7477', u'G7478', u'G7479', u'G7481']	2993334
231.778076898	r	2996010	[u'TERM_WC-3275']	ygeP	PM_WC-495	0.128360588993	TU0-13768	[u'G7482']	2995709
15.8384130758	r	2996850	[u'TERM_WC-3276']	ygeQ	PM_WC-496	0.133297534723	TU0-13769	[u'G7483']	2996054
213.217126454	r	2997079	[u'TERM_WC-826']	glyU	PM_WC-99	0.121617361853	TU0-13770	[u'EG30037']	2997004
33.3459994972	r	2998061	[u'TERM_WC-3277']	ygeR	PM0-45517	0.0936685379135	TU0-13771	[u'G7484']	2997156
2.72013434101	f	3005476	[u'TERM_WC-3280']	ygeW	PM0-45518	0.187337075827	TU0-13773	[u'G7489']	3004246
3.77877011338	f	3006730	[u'TERM_WC-3282']	ygeX	PM_WC-497	0.111797932348	TU0-13774	[u'G7490']	3005532
1.94650920568	f	3007999	[u'TERM_WC-3283']	ygeY	PM_WC-498	0.0949516685699	TU0-13775	[u'G7491']	3006786
201.871228266	f	3009437	[u'TERM_WC-973']	hyuA	PM0-45521	0.111797932348	TU0-13776	[u'G7492']	3007941
21.2817188892	f	3010417	[u'TERM_WC-3945']	yqeA	PM_WC-652	0.105022300085	TU0-13777	[u'G7493']	3009483
50.6839120528	r	3012261	[u'TERM_WC-3946']	yqeB	PM_WC-653	0.123776282243	TU0-13778	[u'G7494']	3010634
245.412081421	r	3013256	[u'TERM_WC-3947']	yqeC	PM0-45523	0.135911211874	TU0-13779	[u'G7495']	3012307
223.500288437	f	3013762	[u'TERM_WC-1341']	mocA	PM0-45525	0.123776282243	TU0-13780	[u'G7496']	3013078
181.391538442	f	3018513	[u'TERM_WC-3287']	ygfK-ssnA	PM0-10469	0.100456113125	TU0-13781	[u'G7497', u'G7498']	3014014
29.6107143634	f	3022210	[u'TERM_WC-3288']	ygfM-xdhD	PM_WC-502	0.133297534723	TU0-13782	[u'G7499', u'G7500']	3018562
14.3131930618	f	3026512	[u'TERM_WC-2353']	xanQ-guaD-ygfQ	PM0-45526	0.118486697532	TU0-13783	[u'G7501', u'G7502', u'G7503']	3022282
4.44570260635	r	3028953	[u'TERM_WC-3290']	ygfTS	PM_WC-503	0.119508134579	TU0-13784	[u'G7505', u'G7506']	3026544
201.871228266	f	3030839	[u'TERM_WC-2269']	uacT	PM0-45528	0.111797932348	TU0-13785	[u'G7507']	3029211
52.5538860399	f	3031637	[u'TERM_WC-990']	idi	PM0-45529	0.133297534723	TU0-13786	[u'G7508']	3031061
345.799294161	r	3037765	[u'TERM_WC-2356']	xerD	PM_WC-300	0.169060287941	TU0-13787	[u'EG11071']	3036867
272.087307662	r	3039121	[u'TERM_WC-329']	cptBA	PM0-10117	0.150684169687	TU0-13788	[u'G7509', u'G7510']	3038436
173.122493586	r	3041278	[u'TERM_WC-3966']	yqfA	PM0-45533	0.256721177985	TU0-13789	[u'G7512']	3040509
200.36417856	r	3041645	[u'TERM_WC-3967']	yqfB	PM_WC-654	0.117482572976	TU0-13790	[u'G7513']	3041332
2.22797308037	r	3043923	[u'TERM_WC-3285']	ygfF	PM_WC-500	0.0707293041388	TU0-13791	[u'G7514']	3043178
327.83826713	r	3053466	[u'TERM_WC-3284']	ygfB-pepP-ubiH-visC	PM_WC-499	0.25436593782	TU0-13792	[u'EG10697', u'EG11323', u'EG11324', u'EG11333']	3049135
500.640646099	f	3053965	[u'TERM_WC-4055']	zapA	PM0-45535	0.277258872224	TU0-13793	[u'EG12878']	3053573
312.900403812	f	3054813	[u'TERM_WC-2115']	ssrS-ygfA	PM0-10228	0.17328679514	TU0-13794	[u'EG11158', u'EG30099']	3053996
21.6502065815	r	3057633	[u'TERM_WC-3968']	yqfE	PM_WC-655	0.0545785181543	TU0-13796	[u'G7515']	3057401
6.27788821888	r	3065195	[u'TERM_WC-3286']	ygfI	PM_WC-501	0.121617361853	TU0-13798	[u'G7518']	3064297
37.850877129	r	3066858	[u'TERM_WC-135']	argO	PM0-9890	0.126026760102	TU0-13799	[u'EG11159']	3066193
143.862254626	r	3067893	[u'TERM_WC-1382']	mscS	PM0-10119	0.0796720897195	TU0-13800	[u'EG11160']	3066967
2.77319282419	r	3077352	[u'TERM_WC-311']	cmtBA-yggPFDC	PM_WC-44	0.085048733811	TU0-13801	[u'EG11161', u'EG11162', u'EG11245', u'EG11791', u'EG11792', u'G7520']	3071996
475.320728018	r	3079729	[u'TERM_WC-2185']	tktA	PM0-10120	0.198042051589	TU0-13802	[u'EG11427']	3077664
18.7385147228	f	3088276	[u'TERM_WC-3300']	yggI	PM0-45539	0.130782486898	TU0-13804	[u'EG12122']	3087681
212.705476282	f	3090852	[u'TERM_WC-1962']	rsmE-gshB	PM0-45543	0.17114745199	TU0-13805	[u'EG10419', u'EG12366']	3089040
148.150101448	f	3091940	[u'TERM_WC-3975']	yqgEF	PM0-45545	0.144405662617	TU0-13806	[u'G7524', u'G7525']	3090906
52.1255290305	f	3096427	[u'TERM_WC-3310']	yggSTU-rdgB-yggW	PM_WC-505	0.129157859732	TU0-13807	[u'G7527', u'G7528', u'G7529', u'G7530', u'G7531']	3093120
15.9695673953	r	3097779	[u'TERM_WC-3305']	yggM	PM0-45546	0.135911211874	TU0-13808	[u'EG12704']	3096578
214.284626799	r	3100874	[u'TERM_WC-2229']	trmI-yggL	PM_WC-287	0.182407152779	TU0-13809	[u'EG11779', u'EG12443']	3099827
36.6818268278	f	3108284	[u'TERM_WC-3969']	yqgA	PM0-45551	0.119508134579	TU0-13810	[u'G7534']	3107556
27.6466704018	r	3110010	[u'TERM_WC-3319']	yghED	PM_WC-506	0.141458608278	TU0-13811	[u'G7535', u'G7536']	3108610
4.75164343087	r	3111499	[u'TERM_WC-3321']	yghG	PM_WC-507	0.119508134579	TU0-13813	[u'G7538']	3111087
46.1033285574	r	3112501	[u'TERM_WC-1668']	pppA	PM0-45556	0.100456113125	TU0-13814	[u'G7539']	3111563
27.8598173556	r	3117281	[u'TERM_WC-3324']	yghJ	PM0-45557	0.117482572976	TU0-13815	[u'G7541']	3112570
26.9127722606	r	3130615	[u'TERM_WC-3329']	yghQ	PM0-45563	0.133297534723	TU0-13816	[u'G7549']	3129361
17.6564391094	r	3131979	[u'TERM_WC-3330']	yghSR	PM_WC-509	0.0990210257943	TU0-13817	[u'G7550', u'G7551']	3130474
4.34083421826	r	3134425	[u'TERM_WC-1624']	pitB	PM0-9366	0.108304246962	TU0-13818	[u'EG12883']	3132892
521.50067302	r	3136632	[u'TERM_WC-870']	gss	PM0-10122	0.288811325233	TU0-13819	[u'EG12882']	3134683
2.22673531755	r	3144775	[u'TERM_WC-3339']	yghW	PM0-45574	0.08664339757	TU0-13820	[u'G7555']	3144470
201.871228266	r	3145641	[u'TERM_WC-3340']	yghX_2X_1	PM_WC-510	0.111797932348	TU0-13821	[u'G7556', u'G7557']	3144876
186.406180867	f	3152246	[u'TERM_WC-3315']	yghB	PM0-10124	0.21004460017	TU0-13822	[u'EG11824']	3151551
49.6115651235	f	3155474	[u'TERM_WC-3979']	yqhD-dkgA	PM0-36133	0.177730046297	TU0-13823	[u'G7564', u'G7565']	3153324
0.0	f	3155474	[u'TERM_WC-475']	dkgA	PM0-10125	0.11587360888	TU0-13824	[u'G7565']	3154593
28.774120327	f	3156600	[u'TERM_WC-3980']	yqhG	PM_WC-658	0.121604768519	TU0-13825	[u'G7566']	3155672
24.1186337702	f	3156908	[u'TERM_WC-3981']	yqhH	PM0-45580	0.144405662617	TU0-13826	[u'G7567']	3156443
357.600461499	r	3159332	[u'TERM_WC-3350']	ygiQ	PM0-45581	0.198042051589	TU0-13827	[u'G7568']	3156947
347.667115346	r	3160873	[u'TERM_WC-717']	ftsP	PM0-45583	0.192540883489	TU0-13828	[u'EG11376']	3159277
148.397975447	r	3161503	[u'TERM_WC-1632']	plsC	PM_WC-211	0.161197018735	TU0-13829	[u'EG11377']	3160764
148.577748503	r	3164052	[u'TERM_WC-1549']	parC	PM0-45585	0.16503504299	TU0-13830	[u'EG10686']	3161735
186.806211231	r	3165753	[u'TERM_WC-3351']	ygiS	PM0-45586	0.103454803069	TU0-13831	[u'G7570']	3164131
44.9498244958	r	3166675	[u'TERM_WC-1367']	mqsRA	PM0-10415	0.154032706791	TU0-13832	[u'G7571', u'G7572']	3165871
112.756902275	r	3167309	[u'TERM_WC-3352']	ygiV	PM0-45589	0.0624456919423	TU0-13833	[u'G7573']	3166769
22.4213495538	r	3167909	[u'TERM_WC-3355']	ygiW	PM0-45591	0.0435941622994	TU0-13834	[u'G7574']	3167304
119.554025703	f	3171135	[u'TERM_WC-1231']	mdaB	PM0-45595	0.138629436112	TU0-13835	[u'EG12656']	3170445
266.646293784	f	3171480	[u'TERM_WC-3348']	ygiN	PM0-45598	0.123776282243	TU0-13836	[u'EG12657']	3171100
254.345113701	r	3175932	[u'TERM_WC-1490']	nudF-yqiB-cpdA-yqiA-parE	PM_WC-198	0.228008940974	TU0-13837	[u'EG10687', u'EG12633', u'G7578', u'G7579', u'G7580']	3171524
264.743714797	f	3179605	[u'TERM_WC-2194']	tolC-ygiABC	PM0-10219	0.154032706791	TU0-13838	[u'EG11009', u'EG11163', u'EG11164', u'EG11165']	3176096
208.692753123	r	3182740	[u'TERM_WC-2105']	sroG-ribB	PM0-10126	0.154032706791	TU0-13839	[u'EG10465', u'G0-9387']	3181833
420.473348575	f	3183154	[u'TERM_WC-3982']	yqiC	PM0-45601	0.256721177985	TU0-13841	[u'G7582']	3182853
10.1744104004	f	3183989	[u'TERM_WC-3347']	ygiL	PM0-45602	0.123776282243	TU0-13842	[u'EG12363']	3183333
7.03768540342	f	3189720	[u'TERM_WC-1020']	insC-5D-5-yqiGHI-insCD-5	PM0-46126	0.137939737425	TU0-13843	[u'G0-10545', u'G7583', u'G7585', u'G7586', u'G7587']	3184062
25.4136723738	f	3192549	[u'TERM_WC-3984']	yqiJK	PM0-45604	0.103454803069	TU0-13844	[u'G7588', u'G7589']	3190076
219.60197027	r	3192887	[u'TERM_WC-2060']	sibD	PM0-10278	0.121617361853	TU0-13845	[u'G0-8913']	3192741
391.125504765	r	3194948	[u'TERM_WC-1818']	rfaE	PM0-45606	0.216608493925	TU0-13846	[u'G7590']	3193340
101.626929123	r	3198987	[u'TERM_WC-3344']	ygiF-glnE	PM_WC-511	0.115524530093	TU0-13847	[u'EG11602', u'EG11603']	3194821
137.718151436	r	3202670	[u'TERM_WC-677']	folB	PM0-45611	0.101933408906	TU0-13848	[u'EG11673']	3202241
21.3443879338	f	3220473	[u'TERM_WC-529']	ebgR	PM0-10127	0.113630685338	TU0-13850	[u'EG10254']	3219459
6.82385158546	f	3225691	[u'TERM_WC-3361']	ygjI	PM0-45620	0.0912035763895	TU0-13851	[u'EG12720']	3224164
38.6278753966	f	3229263	[u'TERM_WC-3363']	ygjJK	PM_WC-512	0.105823997032	TU0-13852	[u'G7598', u'G7599']	3225823
219.60197027	f	3231707	[u'TERM_WC-609']	fadH	PM0-36147	0.121617361853	TU0-13853	[u'G36']	3229646
231.778076898	r	3232502	[u'TERM_WC-914']	higBA	PM0-46154	0.128360588993	TU0-13854	[u'G7601', u'G7602']	3231748
198.666923055	r	3233914	[u'TERM_WC-1867']	rlmG	PM0-45623	0.110023361994	TU0-13855	[u'G7603']	3232759
36.6370549998	f	3234487	[u'TERM_WC-3364']	ygjP	PM_WC-513	0.0845301439707	TU0-13856	[u'G7604']	3233982
20.2200934672	f	3235256	[u'TERM_WC-3366']	ygjQ	PM0-45624	0.141458608278	TU0-13857	[u'G7605']	3234421
53.7882212115	f	3236321	[u'TERM_WC-3369']	ygjR	PM0-10128	0.141458608278	TU0-13858	[u'G7606']	3235304
156.450201906	f	3237569	[u'TERM_WC-92']	alx	PM0-45628	0.08664339757	TU0-13859	[u'G7607']	3236577
417.200538416	f	3239212	[u'TERM_WC-2116']	sstT	PM0-10129	0.231049060187	TU0-13860	[u'EG12732']	3237885
7.0761286085	r	3239841	[u'TERM_WC-3370']	ygjV	PM0-45631	0.150684169687	TU0-13861	[u'G7608']	3239213
188.332255417	f	3248400	[u'TERM_WC-3987']	yqjCDEK	PM_WC-659	0.113630685338	TU0-13863	[u'G7611', u'G7612', u'G7613', u'G7614']	3246991
18.2538188121	f	3248978	[u'TERM_WC-3990']	yqjF	PM0-45632	0.141458608278	TU0-13864	[u'G7615']	3248488
49.1738414094	f	3250034	[u'TERM_WC-3991']	yqjG	PM0-45635	0.16503504299	TU0-13865	[u'G7616']	3248996
91.7618562814	f	3250693	[u'TERM_WC-3372']	yhaH	PM0-45636	0.108304246962	TU0-13866	[u'G7617']	3250271
18.5904423478	f	3251291	[u'TERM_WC-3377']	yhaI	PM0-45638	0.117482572976	TU0-13867	[u'G7618']	3250722
37.40995312	f	3253231	[u'TERM_WC-3381']	yhaKL	PM0-45644	0.0666487673615	TU0-13868	[u'G7620', u'G7621']	3252313
7.64709943526	r	3255969	[u'TERM_WC-3383']	yhaOM	PM_WC-514	0.0936685379135	TU0-13869	[u'EG12754', u'G7622']	3253361
2.343864355	f	3265622	[u'TERM_WC-2154']	tdcR	PM0-45648	0.128360588993	TU0-13870	[u'EG10992']	3265243
0.924551700839	f	3267626	[u'TERM_WC-3371']	yhaBC	PM0-45653	0.106638027778	TU0-13871	[u'EG11173', u'EG11174']	3265838
172.381316798	f	3275825	[u'TERM_WC-2084']	sohA-yhaV	PM0-9689	0.175480298876	TU0-13872	[u'EG10955', u'G7629']	3274994
18.0538181029	f	3286034	[u'TERM_WC-3997']	yraH	PM0-45654	0.133297534723	TU0-13873	[u'G7637']	3285387
5.28855179065	f	3290456	[u'TERM_WC-4004']	yraIJK	PM_WC-660	0.0967182112409	TU0-13874	[u'G7638', u'G7639', u'G7640']	3286112
213.022518205	r	3296196	[u'TERM_WC-4010']	yraQ	PM0-45665	0.141458608278	TU0-13875	[u'G7645']	3295118
41.4350781863	r	3296919	[u'TERM_WC-4013']	yraR	PM0-36252	0.126026760102	TU0-13876	[u'G7646']	3296231
218.894286179	r	3299390	[u'TERM_WC-3389']	yhbTS	PM0-10130	0.159344179439	TU0-13877	[u'G7650', u'G7651']	3298275
9.5725861594	f	3301391	[u'TERM_WC-3392']	yhbUV	PM0-45670	0.0894383458787	TU0-13878	[u'G7652', u'G7653']	3299351
100.50259444	f	3302479	[u'TERM_WC-3393']	yhbW	PM_WC-518	0.187337075827	TU0-13879	[u'G7654']	3301470
458.077866726	r	3305931	[u'TERM_WC-445']	deaD	PM0-45673	0.256721177985	TU0-13880	[u'EG10215']	3303991
481.385236634	r	3307062	[u'TERM_WC-1470']	nlpI	PM0-45674	0.266595069446	TU0-13881	[u'EG12371']	3306060
12.0656768792	r	3319673	[u'TERM_WC-3394']	yhbX	PM0-45675	0.0491593745078	TU0-13882	[u'G7655']	3318008
266.051215504	r	3322933	[u'TERM_WC-681']	folP-glmM	PM_WC-84	0.177730046297	TU0-13883	[u'EG11553', u'EG50011']	3320753
225.892045163	r	3330757	[u'TERM_WC-3384']	yhbE-obgE	PM_WC-515	0.184839248149	TU0-13884	[u'EG11499', u'G7656']	3328602
