frameId	Name	Left	Right	Rho Dependent	Component of
TERM_WC-1692	TERM_WC_yfbO	2387082	2386480		"[""TU0-41989""]"
TERM_WC-1693	TERM_WC_yijF	4135060	4135061		"[""TU0-14090""]"
TERM_WC-1694	TERM_WC_ade	3843756	3841953		"[""TU0-42321""]"
TERM_WC-1695	TERM_WC_rsd	4194352	4194353		"[""TU787""]"
TERM_WC-1696	TERM_WC_rybA-mntS	851945	851946		"[""TU0-42460""]"
TERM_WC-1697	TERM_WC_bioA	807188	807189		"[""TU00013""]"
TERM_WC-1698	TERM_WC_glcDEFGBA	3117616	3117617		"[""TU0-1962""]"
TERM_WC-1699	TERM_WC_insA-1B-1-insAB-1	19808	19809		"[""TU0-12796""]"
TERM_WC-17	TERM_WC_ubiF	695502	694324		"[""TU0-8533""]"
TERM_WC-170	TERM_WC_ypjM_1M_2	2770855	2770856		"[""TU0-13697""]"
TERM_WC-1700	TERM_WC_stfE-tfaE	1207737	1207738		"[""TU0-13152""]"
TERM_WC-1701	TERM_WC_yraH	3286035	3285384		"[""TU0-42179""]"
TERM_WC-1702	TERM_WC_mntH	2509487	2509488		"[""TU0-7321""]"
TERM_WC-1703	TERM_WC_ndk	2642452	2642453		"[""TU0-13651""]"
TERM_WC-1704	TERM_WC_ftsK	936439	932152		"[""TU0-14448""]"
TERM_WC-1705	TERM_WC_yjhG	4520147	4520148		"[""TU0-42425""]"
TERM_WC-1706	TERM_WC_ybaN	490486	490081		"[""TU0-41524""]"
TERM_WC-1707	TERM_WC_rhsB	3621453	3617026		"[""TU0-42271""]"
TERM_WC-1708	TERM_WC_rssAB	1290481	1288329		"[""TU0-8367""]"
TERM_WC-1709	TERM_WC_gspCDEFGHIJKLMO	3464245	3453553		"[""TU0-13913""]"
TERM_WC-171	TERM_WC_ybeU-djlC	680889	678685		"[""TU0-13012""]"
TERM_WC-1710	TERM_WC_rpsF-priB-rpsR-rplI	4424583	4423048		"[""TU00346""]"
TERM_WC-1711	TERM_WC_chiA	3465179	3465180		"[""TU0-3141""]"
TERM_WC-1712	TERM_WC_yjgA	4455334	4455335		"[""TU0-8615""]"
TERM_WC-1713	TERM_WC_ompR-envZ	3532535	3532536		"[""TU161""]"
TERM_WC-1714	TERM_WC_waaA	3807843	3806539		"[""TU0-7163""]"
TERM_WC-1715	TERM_WC_rutG	1067731	1067732		"[""TU0-41645""]"
TERM_WC-1716	TERM_WC_argQ	2815803	2815804		"[""TU0-14512""]"
TERM_WC-1717	TERM_WC_hemB	387974	387975		"[""TU0-12908""]"
TERM_WC-1718	TERM_WC_pgk-fbaA	3068184	3068185		"[""TU0-14816""]"
TERM_WC-1719	TERM_WC_pepD	254256	254257		"[""TU0-6556""]"
TERM_WC-172	TERM_WC_dnaKJ	15301	12144		"[""TU00418""]"
TERM_WC-1720	TERM_WC_ydjLKJIHG	1853012	1853013		"[""TU0-13394""]"
TERM_WC-1721	TERM_WC_modABC	796838	794285		"[""TU00301""]"
TERM_WC-1722	TERM_WC_macB	921519	919317		"[""TU0-8349""]"
TERM_WC-1723	TERM_WC_yfhM-pbpC	2643032	2643033		"[""TU0-13652""]"
TERM_WC-1724	TERM_WC_ytfA	4426121	4425792		"[""TU0-8662""]"
TERM_WC-1725	TERM_WC_ydfI	1627474	1627475		"[""TU0-13313""]"
TERM_WC-1726	TERM_WC_nfuA	3544224	3543618		"[""TU0-8481""]"
TERM_WC-1727	TERM_WC_yhiM	3633919	3632806		"[""TU0-42274""]"
TERM_WC-1728	TERM_WC_bcsQ	3693253	3693254		"[""TU0-8366""]"
TERM_WC-1729	TERM_WC_yagN	294360	294361		"[""TU0-41480""]"
TERM_WC-173	TERM_WC_dxr	194720	193338		"[""TU0-41457""]"
TERM_WC-1730	TERM_WC_ybeX-lnt	688563	688564		"[""TU0-13016""]"
TERM_WC-1731	TERM_WC_cbrBC	3896635	3895502		"[""TU0-36404""]"
TERM_WC-1732	TERM_WC_yccS	1020950	1020951		"[""TU0-41630""]"
TERM_WC-1733	TERM_WC_yceO	1118527	1118528		"[""TU0-41658""]"
TERM_WC-1734	TERM_WC_yfdGHI	2468487	2465759		"[""TU0-13601""]"
TERM_WC-1735	TERM_WC_hsrA	3937205	3937206		"[""TU0-42330""]"
TERM_WC-1736	TERM_WC_sbmC	2078810	2078811		"[""TU0-13487""]"
TERM_WC-1737	TERM_WC_smpA	2751971	2751508		"[""TU0-3423""]"
TERM_WC-1738	TERM_WC_yhiN	3634228	3634229		"[""TU0-8587""]"
TERM_WC-1739	TERM_WC_uvrD	3998171	3995930		"[""TU00071""]"
TERM_WC-174	TERM_WC_panZ	3596393	3595851		"[""TU0-8583""]"
TERM_WC-1740	TERM_WC_yedJ	2030405	2030406		"[""TU0-41906""]"
TERM_WC-1741	TERM_WC_gnsB	1635630	1635631		"[""TU0-13319""]"
TERM_WC-1742	TERM_WC_yebV	1920043	1919749		"[""TU0-41876""]"
TERM_WC-1743	TERM_WC_yjcO	4294456	4294457		"[""TU0-42383""]"
TERM_WC-1744	TERM_WC_yraH	3286035	3285300		"[""TU0-42180""]"
TERM_WC-1745	TERM_WC_ppiD	463013	461062		"[""TU0-6621""]"
TERM_WC-1746	TERM_WC_elfDCG-ycbUVF	1003883	997544		"[""TU0-13095""]"
TERM_WC-1747	TERM_WC_hisBHAFI	2095252	2091384		"[""TU0-6650""]"
TERM_WC-1748	TERM_WC_cspI	1636476	1636477		"[""TU0-6981""]"
TERM_WC-1749	TERM_WC_emrRAB	2812179	2808769		"[""TU00459""]"
TERM_WC-175	TERM_WC_yfiRN	2741634	2739773		"[""TU0-42053""]"
TERM_WC-1750	TERM_WC_yobB-exoX	1924809	1923388		"[""TU0-13434""]"
TERM_WC-1751	TERM_WC_ygeH	2991495	2989901		"[""TU0-13763""]"
TERM_WC-1752	TERM_WC_ansP	1522502	1522503		"[""TU0-8148""]"
TERM_WC-1753	TERM_WC_yphA	2671793	2671296		"[""TU0-13661""]"
TERM_WC-1754	TERM_WC_bisC	3712081	3712082		"[""TU0-42287""]"
TERM_WC-1755	TERM_WC_yihQ	4065260	4065261		"[""TU0-42353""]"
TERM_WC-1756	TERM_WC_ubiD	4024507	4022993		"[""TU0-42344""]"
TERM_WC-1757	TERM_WC_mdoD	1496538	1494706		"[""TU0-41771""]"
TERM_WC-1758	TERM_WC_yhjR	3694017	3694018		"[""TU0-42282""]"
TERM_WC-1759	TERM_WC_insJ	3719227	3718617		"[""TU0-14385""]"
TERM_WC-176	TERM_WC_yfgF	2624714	2624715		"[""TU0-8738""]"
TERM_WC-1760	TERM_WC_ypfG	2579753	2579754		"[""TU0-13638""]"
TERM_WC-1761	TERM_WC_ygdR	2969514	2969269		"[""TU0-13749""]"
TERM_WC-1762	TERM_WC_cas3	2882572	2882573		"[""TU0-13726""]"
TERM_WC-1763	TERM_WC_htrE	152826	152827		"[""TU0-41448""]"
TERM_WC-1764	TERM_WC_serW	925104	925105		"[""TU00508""]"
TERM_WC-1765	TERM_WC_lafU	250830	250072		"[""TU0-12852""]"
TERM_WC-1766	TERM_WC_waaU	3796259	3796260		"[""TU0-42309""]"
TERM_WC-1767	TERM_WC_thrS-infC-rpmI-rplT-pheMST-ihfA	1793274	1793275		"[""TU0-14257""]"
TERM_WC-1768	TERM_WC_mutS	2857679	2855041		"[""TU723""]"
TERM_WC-1769	TERM_WC_ybgQPO	747141	747142		"[""TU0-13032""]"
TERM_WC-177	TERM_WC_nhaR	19623	18715		"[""TU0-14299""]"
TERM_WC-1770	TERM_WC_csiE	2664740	2663423		"[""TU0-3982""]"
TERM_WC-1771	TERM_WC_citT	644337	644338		"[""TU0-12998""]"
TERM_WC-1772	TERM_WC_tyrS-pdxY	1713047	1713048		"[""TU0-8865""]"
TERM_WC-1773	TERM_WC_shoB	2698136	2698137		"[""TU0-14422""]"
TERM_WC-1774	TERM_WC_kdsC-lptCAB	3342694	3340248		"[""TU0-14291""]"
TERM_WC-1775	TERM_WC_ybfP	715132	714635		"[""TU0-13024""]"
TERM_WC-1776	TERM_WC_mlaFEDCB	3334982	3334983		"[""TU0-13889""]"
TERM_WC-1777	TERM_WC_ppsR	1786305	1785363		"[""TU0-13375""]"
TERM_WC-1778	TERM_WC_ybjJI	884536	884537		"[""TU0-13069""]"
TERM_WC-1779	TERM_WC_ybaP	506507	506508		"[""TU0-41529""]"
TERM_WC-178	TERM_WC_sroG-ribB	3181832	3181833		"[""TU0-13839""]"
TERM_WC-1780	TERM_WC_mutH	2968376	2967636		"[""TU0-42081""]"
TERM_WC-1781	TERM_WC_yhgN	3573690	3573094		"[""TU0-8580""]"
TERM_WC-1782	TERM_WC_yncL	1515120	1515121		"[""TU0-14241""]"
TERM_WC-1783	TERM_WC_ybcJ	555881	555882		"[""TU0-41538""]"
TERM_WC-1784	TERM_WC_ravA-viaA	3926172	3926173		"[""TU0-14031""]"
TERM_WC-1785	TERM_WC_gltBDF	3359965	3352531		"[""TU00182""]"
TERM_WC-1786	TERM_WC_ypfH	2591091	2591092		"[""TU0-13643""]"
TERM_WC-1787	TERM_WC_ytfE	4429341	4429342		"[""TU-8441""]"
TERM_WC-1788	TERM_WC_yjaA	4211643	4211247		"[""TU0-14105""]"
TERM_WC-1789	TERM_WC_yfaXWVU	2356061	2356062		"[""TU0-14691""]"
TERM_WC-179	TERM_WC_yegRZ	2165623	2165624		"[""TU0-7744""]"
TERM_WC-1790	TERM_WC_nagC	699594	699595		"[""TU0-14464""]"
TERM_WC-1791	TERM_WC_yghJ	3112569	3112570		"[""TU0-13815""]"
TERM_WC-1792	TERM_WC_dctA	3680181	3680182		"[""TU0-1461""]"
TERM_WC-1793	TERM_WC_yfjI	2758419	2756877		"[""TU0-42060""]"
TERM_WC-1794	TERM_WC_kduI	2981307	2981308		"[""TU0-13756""]"
TERM_WC-1795	TERM_WC_tsr	4591338	4589435		"[""TU0-7""]"
TERM_WC-1796	TERM_WC_ulaR	4415718	4415719		"[""TU0-14157""]"
TERM_WC-1797	TERM_WC_ydhO	1733277	1732381		"[""TU0-13359""]"
TERM_WC-1798	TERM_WC_ycaL	960254	959461		"[""TU0-41622""]"
TERM_WC-1799	TERM_WC_ycaI-msbA-lpxK-ycaQ	969847	963328		"[""TU0-13087""]"
TERM_WC-18	TERM_WC_ydgD	1670808	1669981		"[""TU0-41815""]"
TERM_WC-180	TERM_WC_caiE	34778	34779		"[""TU0-41433""]"
TERM_WC-1800	TERM_WC_yedL	2009106	2008624		"[""TU0-13457""]"
TERM_WC-1801	TERM_WC_yebQ	1909676	1908183		"[""TU0-41871""]"
TERM_WC-1802	TERM_WC_yjhD	4504646	4504647		"[""TU0-8622""]"
TERM_WC-1803	TERM_WC_aidB	4413926	4412270		"[""TU00095""]"
TERM_WC-1804	TERM_WC_dnaN-recF	3878168	3878169		"[""TU0-1195""]"
TERM_WC-1805	TERM_WC_metC	3151448	3150097		"[""TU00191""]"
TERM_WC-1806	TERM_WC_dbpA-C0343	1408911	1407387		"[""TU0-13224""]"
TERM_WC-1807	TERM_WC_ybcK	569654	568033		"[""TU0-41543""]"
TERM_WC-1808	TERM_WC_iscRSUA	2657582	2657583		"[""TU0-1881""]"
TERM_WC-1809	TERM_WC_cydAB	773407	770507		"[""TU358""]"
TERM_WC-181	TERM_WC_ilvIH	87851	85540		"[""TU0-6882""]"
TERM_WC-1810	TERM_WC_rluD-yfiH	2732322	2732323		"[""TU0-13675""]"
TERM_WC-1811	TERM_WC_idi	3031638	3030965		"[""TU0-42102""]"
TERM_WC-1812	TERM_WC_uxuAB	4552387	4549541		"[""TU101""]"
TERM_WC-1813	TERM_WC_flu	2072685	2069498		"[""TU0-14635""]"
TERM_WC-1814	TERM_WC_bfr	3464268	3464269		"[""TU0-42225""]"
TERM_WC-1815	TERM_WC_yqeK	2987954	2987955		"[""TU0-42092""]"
TERM_WC-1816	TERM_WC_hyfABCDEFGHIJR-focB	2612807	2599193		"[""TU686""]"
TERM_WC-1817	TERM_WC_fliLMNOPQR	2021705	2017608		"[""TU00276""]"
TERM_WC-1818	TERM_WC_argO	3066192	3066193		"[""TU0-13799""]"
TERM_WC-1819	TERM_WC_rmf	1015108	1014755		"[""TU0-13097""]"
TERM_WC-182	TERM_WC_yhhY	3579652	3579134		"[""TU0-7662""]"
TERM_WC-1820	TERM_WC_sfsB	3333212	3332818		"[""TU0-13886""]"
TERM_WC-1821	TERM_WC_gspAB	3451527	3451528		"[""TU-8433""]"
TERM_WC-1822	TERM_WC_purU	1287002	1287003		"[""TU0-13182""]"
TERM_WC-1823	TERM_WC_ndh	1166615	1165215		"[""TU00158""]"
TERM_WC-1824	TERM_WC_cadBA	4354490	4354491		"[""TU00467""]"
TERM_WC-1825	TERM_WC_yeaQ	1877028	1877029		"[""TU0-13406""]"
TERM_WC-1826	TERM_WC_tdcR	3265623	3265250		"[""TU0-42172""]"
TERM_WC-1827	TERM_WC_cedA	1811442	1811443		"[""TU781""]"
TERM_WC-1828	TERM_WC_kefGB-yheV	3476611	3476612		"[""TU0-13918""]"
TERM_WC-1829	TERM_WC_leuD	78845	78846		"[""TU0-41439""]"
TERM_WC-183	TERM_WC_ecpR	309967	309968		"[""TU0-41483""]"
TERM_WC-1830	TERM_WC_lptFG	4486426	4484211		"[""TU0-14176""]"
TERM_WC-1831	TERM_WC_rpmA	3330881	3330882		"[""TU0-42189""]"
TERM_WC-1832	TERM_WC_symR	4577937	4577858		"[""TU0-14420""]"
TERM_WC-1833	TERM_WC_gltIJKL-sroC	683750	683751		"[""TU-8412""]"
TERM_WC-1834	TERM_WC_glnB	2685089	2685090		"[""TU00089""]"
TERM_WC-1835	TERM_WC_yceO	1118527	1118528		"[""TU0-41657""]"
TERM_WC-1836	TERM_WC_uvrC	1990895	1990896		"[""TU0-6559""]"
TERM_WC-1837	TERM_WC_nfuA	3544224	3543480		"[""TU0-14478""]"
TERM_WC-1838	TERM_WC_entD	608679	608680		"[""TU0-41552""]"
TERM_WC-1839	TERM_WC_yjgW	4497960	4497622		"[""TU0-14180""]"
TERM_WC-184	TERM_WC_ydaGF	1417177	1417178		"[""TU0-13229""]"
TERM_WC-1840	TERM_WC_topA	1331672	1329004		"[""TU0-2501""]"
TERM_WC-1841	TERM_WC_wbbH	2104081	2104082		"[""TU0-41926""]"
TERM_WC-1842	TERM_WC_rplU-rpmA	3330881	3330882		"[""TU00338""]"
TERM_WC-1843	TERM_WC_yjjJ	4621126	4619680		"[""TU0-14222""]"
TERM_WC-1844	TERM_WC_yhjY	3710256	3710257		"[""TU0-13977""]"
TERM_WC-1845	TERM_WC_slyD	3475926	3475927		"[""TU0-42227""]"
TERM_WC-1846	TERM_WC_yaiS	383280	383281		"[""TU0-41505""]"
TERM_WC-1847	TERM_WC_ymfH-xisE-intE	1198899	1198900		"[""TU0-13148""]"
TERM_WC-1848	TERM_WC_citCDEFXG	645851	645852		"[""TU0-14750""]"
TERM_WC-1849	TERM_WC_elbB-mtgA	3347100	3347101		"[""TU0-13890""]"
TERM_WC-185	TERM_WC_ybiO	842475	842476		"[""TU0-13057""]"
TERM_WC-1850	TERM_WC_yfaL	2338436	2338437		"[""TU0-41974""]"
TERM_WC-1851	TERM_WC_yhfXW-php-yhfUTS	3502954	3502955		"[""TU0-13924""]"
TERM_WC-1852	TERM_WC_rhtA	848430	848431		"[""TU0-13058""]"
TERM_WC-1853	TERM_WC_epd-pgk-fbaA	3068184	3068185		"[""TU0-8082""]"
TERM_WC-1854	TERM_WC_erpA	176957	176561		"[""TU0-8480""]"
TERM_WC-1855	TERM_WC_gltX	2517276	2517277		"[""TU0-6550""]"
TERM_WC-1856	TERM_WC_trmJ	2660602	2660603		"[""TU0-13657""]"
TERM_WC-1857	TERM_WC_pyrD	1005004	1003955		"[""TU00061""]"
TERM_WC-1858	TERM_WC_pgk-fbaA	3068184	3068185		"[""TU0-8081""]"
TERM_WC-1859	TERM_WC_ygbE	2871033	2871034		"[""TU0-13724""]"
TERM_WC-186	TERM_WC_lrhA	2403722	2403723		"[""TU00428""]"
TERM_WC-1860	TERM_WC_ybaL	500783	500784		"[""TU0-12952""]"
TERM_WC-1861	TERM_WC_yjiK	4560763	4560764		"[""TU0-14201""]"
TERM_WC-1862	TERM_WC_bcr	2276589	2276590		"[""TU0-13554""]"
TERM_WC-1863	TERM_WC_yzcX	3992361	3991873		"[""TU0-14041""]"
TERM_WC-1864	TERM_WC_diaA	3294424	3293831		"[""TU0-14343""]"
TERM_WC-1865	TERM_WC_nhaB	1232396	1232397		"[""TU0-13173""]"
TERM_WC-1866	TERM_WC_yidA	3874160	3874161		"[""TU0-14019""]"
TERM_WC-1867	TERM_WC_ycfR	1168556	1168256		"[""TU0-8685""]"
TERM_WC-1868	TERM_WC_ynfB-speG	1654771	1653733		"[""TU0-13335""]"
TERM_WC-1869	TERM_WC_typA	4058256	4056403		"[""TU0-42347""]"
TERM_WC-187	TERM_WC_yeaL	1872825	1872347		"[""TU0-8712""]"
TERM_WC-1870	TERM_WC_fhuACDB	173447	167442		"[""TU00020""]"
TERM_WC-1871	TERM_WC_alsBACE	4305803	4305804		"[""TU0-14547""]"
TERM_WC-1872	TERM_WC_insC-6D-6-insCD-6	4497526	4496250		"[""TU0-14179""]"
TERM_WC-1873	TERM_WC_fdoGHI-fdhE	4078319	4078320		"[""TU00268""]"
TERM_WC-1874	TERM_WC_yhjR	3694017	3694018		"[""TU0-42283""]"
TERM_WC-1875	TERM_WC_entD	608679	608680		"[""TU0-41551""]"
TERM_WC-1876	TERM_WC_yicO	3840475	3840476		"[""TU0-42318""]"
TERM_WC-1877	TERM_WC_allS	530516	530517		"[""TU0-7602""]"
TERM_WC-1878	TERM_WC_plsB	4252063	4252064		"[""TU-8421""]"
TERM_WC-1879	TERM_WC_ygiN	3171481	3171100		"[""TU0-13836""]"
TERM_WC-188	TERM_WC_yfgG	2627506	2627107		"[""TU0-42031""]"
TERM_WC-1880	TERM_WC_exuT	3244547	3243065		"[""TU0-14749""]"
TERM_WC-1881	TERM_WC_ydeR	1585814	1585815		"[""TU0-41796""]"
TERM_WC-1882	TERM_WC_yebA	1938334	1938335		"[""TU0-14369""]"
TERM_WC-1883	TERM_WC_ygcW	2897507	2897508		"[""TU0-42073""]"
TERM_WC-1884	TERM_WC_tdcR	3265623	3265212		"[""TU0-42171""]"
TERM_WC-1885	TERM_WC_yfbK	2382014	2382015		"[""TU0-8731""]"
TERM_WC-1886	TERM_WC_yniA	1806683	1805799		"[""TU0-41843""]"
TERM_WC-1887	TERM_WC_yceB	1121933	1121934		"[""TU0-13129""]"
TERM_WC-1888	TERM_WC_ypdJ	2474259	2474116		"[""TU0-13606""]"
TERM_WC-1889	TERM_WC_dfp	3811977	3810726		"[""TU0-14356""]"
TERM_WC-189	TERM_WC_yhhQ	3607908	3607142		"[""TU0-13944""]"
TERM_WC-1890	TERM_WC_treF	3669267	3667574		"[""TU0-8360""]"
TERM_WC-1891	TERM_WC_mreBCD	3396406	3396407		"[""TU00304""]"
TERM_WC-1892	TERM_WC_rraA	4116865	4116866		"[""TU0-14264""]"
TERM_WC-1893	TERM_WC_nudE	3523608	3523609		"[""TU0-42239""]"
TERM_WC-1894	TERM_WC_csrD	3399411	3399412		"[""TU0-13904""]"
TERM_WC-1895	TERM_WC_yegLK	2149732	2149733		"[""TU0-13501""]"
TERM_WC-1896	TERM_WC_csgG	1100071	1100072		"[""TU0-41652""]"
TERM_WC-1897	TERM_WC_grxA	889716	889717		"[""TU721""]"
TERM_WC-1898	TERM_WC_yihA	4048153	4048154		"[""TU0-8606""]"
TERM_WC-1899	TERM_WC_ydhL	1723702	1723703		"[""TU0-13358""]"
TERM_WC-19	TERM_WC_ybeQ	674790	674791		"[""TU0-41569""]"
TERM_WC-190	TERM_WC_rfaDFCL	3796233	3791888		"[""TU00329""]"
TERM_WC-1900	TERM_WC_purU	1287002	1287003		"[""TU0-41711""]"
TERM_WC-1901	TERM_WC_yadN	156296	156297		"[""TU0-41450""]"
TERM_WC-1902	TERM_WC_flu	2072685	2069527		"[""TU0-14636""]"
TERM_WC-1903	TERM_WC_yqeH	2986193	2985535		"[""TU0-13759""]"
TERM_WC-1904	TERM_WC_galETKM	787017	787018		"[""TU0-4545""]"
TERM_WC-1905	TERM_WC_elaB	2378741	2378742		"[""TU0-13571""]"
TERM_WC-1906	TERM_WC_dmsABC	944122	940046		"[""TU00019""]"
TERM_WC-1907	TERM_WC_elaA	2379101	2379102		"[""TU0-41982""]"
TERM_WC-1908	TERM_WC_ebgR	3220474	3219459		"[""TU0-13850""]"
TERM_WC-1909	TERM_WC_kdpDE	720276	720277		"[""TU00292""]"
TERM_WC-191	TERM_WC_ogrK	2165323	2165324		"[""TU0-14353""]"
TERM_WC-1910	TERM_WC_norR	2828794	2828795		"[""TU0-8816""]"
TERM_WC-1911	TERM_WC_lysU	4351220	4351221		"[""TU00221""]"
TERM_WC-1912	TERM_WC_abrB	745943	745944		"[""TU0-13031""]"
TERM_WC-1913	TERM_WC_ygfS	3026543	3026544		"[""TU0-42100""]"
TERM_WC-1914	TERM_WC_yebO	1906282	1906283		"[""TU0-13423""]"
TERM_WC-1915	TERM_WC_ydhC	1739149	1737879		"[""TU0-13360""]"
TERM_WC-1916	TERM_WC_ydjO	1810350	1810351		"[""TU0-41847""]"
TERM_WC-1917	TERM_WC_glgCAP	3562154	3562155		"[""TU00469""]"
TERM_WC-1918	TERM_WC_yhdH	3402483	3401468		"[""TU0-42215""]"
TERM_WC-1919	TERM_WC_yfgM	2636682	2636683		"[""TU0-14648""]"
TERM_WC-192	TERM_WC_uspB	3637405	3637406		"[""TU0-1198""]"
TERM_WC-1920	TERM_WC_wzzB	2095342	2095343		"[""TU0-13494""]"
TERM_WC-1921	TERM_WC_ypfG	2579753	2579754		"[""TU0-42025""]"
TERM_WC-1922	TERM_WC_chpSB	4447068	4446451		"[""TU0-1261""]"
TERM_WC-1923	TERM_WC_yfcG	2419293	2418643		"[""TU0-13588""]"
TERM_WC-1924	TERM_WC_eno	2904662	2904663		"[""TU0-14821""]"
TERM_WC-1925	TERM_WC_motAB-cheAW	1970857	1970858		"[""TU00303""]"
TERM_WC-1926	TERM_WC_ybaV	463535	462976		"[""TU0-12931""]"
TERM_WC-1927	TERM_WC_dgt	180757	179196		"[""TU0-12823""]"
TERM_WC-1928	TERM_WC_ymdB-clsC	1107002	1104961		"[""TU0-41655""]"
TERM_WC-1929	TERM_WC_prc	1910789	1910790		"[""TU0-41872""]"
TERM_WC-193	TERM_WC_yaiZ	399032	398668		"[""TU0-41510""]"
TERM_WC-1930	TERM_WC_cdsA	196537	195561		"[""TU0-14340""]"
TERM_WC-1931	TERM_WC_safA-ydeO	1580947	1580948		"[""TU0-14545""]"
TERM_WC-1932	TERM_WC_ykfJ-prfH	254205	253467		"[""TU0-12855""]"
TERM_WC-1933	TERM_WC_zapC	1005720	1005113		"[""TU0-13096""]"
TERM_WC-1934	TERM_WC_yccX	1029568	1029203		"[""TU0-41633""]"
TERM_WC-1935	TERM_WC_yeeL_1L_2	2050297	2050298		"[""TU0-13473""]"
TERM_WC-1936	TERM_WC_uidC	1689607	1689608		"[""TU0-41817""]"
TERM_WC-1937	TERM_WC_yhhA	3585409	3584942		"[""TU0-8582""]"
TERM_WC-1938	TERM_WC_yeiI	2250813	2249675		"[""TU0-14304""]"
TERM_WC-1939	TERM_WC_yhbY	3326108	3325781		"[""TU0-8577""]"
TERM_WC-194	TERM_WC_yhjB	3669312	3669313		"[""TU0-8588""]"
TERM_WC-1940	TERM_WC_wzbc	2131511	2131512		"[""TU0-14452""]"
TERM_WC-1941	TERM_WC_ftsP	3159276	3159277		"[""TU0-42134""]"
TERM_WC-1942	TERM_WC_yjiL	4561942	4561943		"[""TU0-42430""]"
TERM_WC-1943	TERM_WC_setC	3836163	3834900		"[""TU0-42314""]"
TERM_WC-1944	TERM_WC_zupT	3181348	3180455		"[""TU0-8666""]"
TERM_WC-1945	TERM_WC_yfgG	2627506	2627275		"[""TU0-13647""]"
TERM_WC-1946	TERM_WC_tpke11	14171	14080		"[""TU0-14330""]"
TERM_WC-1947	TERM_WC_serS	939946	938588		"[""TU0-13080""]"
TERM_WC-1948	TERM_WC_ydjE	1850642	1850643		"[""TU0-41855""]"
TERM_WC-1949	TERM_WC_ymgE	1244208	1243778		"[""TU0-41707""]"
TERM_WC-195	TERM_WC_yncI	1529359	1528610		"[""TU0-13277""]"
TERM_WC-1950	TERM_WC_rimL	1497504	1496767		"[""TU0-6423""]"
TERM_WC-1951	TERM_WC_ybdD	631605	631214		"[""TU0-12991""]"
TERM_WC-1952	TERM_WC_ppdAB-ygdB-ppdC-recC	2957079	2957080		"[""TU0-13745""]"
TERM_WC-1953	TERM_WC_trkG	1423266	1421695		"[""TU0-41753""]"
TERM_WC-1954	TERM_WC_rseP	197901	196470		"[""TU0-4222""]"
TERM_WC-1955	TERM_WC_yeaP	1876767	1875681		"[""TU0-8714""]"
TERM_WC-1956	TERM_WC_rnk	642777	642778		"[""TU0-12996""]"
TERM_WC-1957	TERM_WC_dnaQ	236801	236067		"[""TU0-12843""]"
TERM_WC-1958	TERM_WC_flk	2436970	2435934		"[""TU0-5184""]"
TERM_WC-1959	TERM_WC_fimB	4539585	4538832		"[""TU00409""]"
TERM_WC-196	TERM_WC_nudJ	1193047	1193048		"[""TU0-41682""]"
TERM_WC-1960	TERM_WC_sroA	75513	75514		"[""TU0-14425""]"
TERM_WC-1961	TERM_WC_aspT	3944974	3944803		"[""TU0-14370""]"
TERM_WC-1962	TERM_WC_intA	2755425	2754181		"[""TU0-13688""]"
TERM_WC-1963	TERM_WC_yhaBC	3267627	3265838		"[""TU0-13871""]"
TERM_WC-1964	TERM_WC_proVWX	2806149	2802621		"[""TU704""]"
TERM_WC-1965	TERM_WC_ybeF	659645	659646		"[""TU0-41558""]"
TERM_WC-1966	TERM_WC_glnE	3194820	3194821		"[""TU0-42147""]"
TERM_WC-1967	TERM_WC_tusE	1029559	1029560		"[""TU0-13104""]"
TERM_WC-1968	TERM_WC_ydiK	1768213	1767098		"[""TU0-13369""]"
TERM_WC-1969	TERM_WC_yihF	4043655	4042154		"[""TU0-42346""]"
TERM_WC-197	TERM_WC_yhfG-fic-pabA	3488285	3488286		"[""TU0-6885""]"
TERM_WC-1970	TERM_WC_bglH-yieLK	3896691	3896692		"[""TU0-14028""]"
TERM_WC-1971	TERM_WC_isrB	1985860	1985861		"[""TU0-13448""]"
TERM_WC-1972	TERM_WC_yrhB	3583069	3582757		"[""TU0-13941""]"
TERM_WC-1973	TERM_WC_uspC	1978208	1977622		"[""TU0-8535""]"
TERM_WC-1974	TERM_WC_lipB	660857	660858		"[""TU0-41560""]"
TERM_WC-1975	TERM_WC_yafNOP	253164	251969		"[""TU0-12854""]"
TERM_WC-1976	TERM_WC_yqcA	2920554	2920555		"[""TU0-42077""]"
TERM_WC-1977	TERM_WC_kgtP	2722467	2722468		"[""TU0-42049""]"
TERM_WC-1978	TERM_WC_yciT	1341618	1341619		"[""TU0-42448""]"
TERM_WC-1979	TERM_WC_yaeR	212269	211858		"[""TU0-12832""]"
TERM_WC-198	TERM_WC_kdgT	4100699	4099713		"[""TU0-14076""]"
TERM_WC-1980	TERM_WC_rlpA	663322	663323		"[""TU0-41562""]"
TERM_WC-1981	TERM_WC_hlpA-lpxD-fabZ-lpxA	203351	200455		"[""TU0-4146""]"
TERM_WC-1982	TERM_WC_dinI	1120462	1120463		"[""TU0-13128""]"
TERM_WC-1983	TERM_WC_ydcJ	1494658	1493178		"[""TU0-41770""]"
TERM_WC-1984	TERM_WC_tdcG	3256304	3256305		"[""TU0-42169""]"
TERM_WC-1985	TERM_WC_mazEFG	2907913	2907914		"[""TU522""]"
