frameId	Name	Location	Composition	Composition	Modified form	Formation process	Comments
CPLX0-235	glyoxylate reductase [multifunctional]	"[""CCO-CYTOSOL""]"	[c]: (2) MONOMER-43 ==> CPLX0-235	"{""reactant"": {""MONOMER-43"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-235"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-236	arylamine N-acetyltransferase	"[""CCO-CYTOSOL""]"	[c]: (2) G6770-MONOMER ==> CPLX0-236	"{""reactant"": {""G6770-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-236"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2361	DNA polymerase III, core enzyme	"[""CCO-CYTOSOL""]"	[c]: EG11505-MONOMER + EG10238-MONOMER + EG10243-MONOMER ==> CPLX0-2361	"{""reactant"": {""EG11505-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""EG10238-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""EG10243-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-2361"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-237	serine acetyltransferase	"[""CCO-CYTOSOL""]"	[c]: (6) SERINE-O-ACETTRAN-MONOMER ==> CPLX0-237	"{""reactant"": {""SERINE-O-ACETTRAN-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-237"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-238	argininosuccinate synthase	"[""CCO-CYTOSOL""]"	[c]: (4) ARGSUCCINSYN-MONOMER ==> CPLX0-238	"{""reactant"": {""ARGSUCCINSYN-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-238"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2381	degradosome	"[""CCO-CYTOSOL""]"	[c]: CPLX0-3461 + PPK-CPLX + CPLX0-3541 + ENOLASE-CPLX + CPLX0-3521 ==> CPLX0-2381	"{""reactant"": {""CPLX0-3461"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""PPK-CPLX"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""CPLX0-3541"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""ENOLASE-CPLX"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""CPLX0-3521"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-2381"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-240	tagatose-1,6-bisphosphate aldolase 1	"[""CCO-CYTOSOL""]"	[c]: G7631-MONOMER + TAGAALDOL1-MONOMER ==> CPLX0-240	"{""reactant"": {""G7631-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""TAGAALDOL1-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-240"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2401	tryptophan synthase, &beta; subunit dimer	"[""CCO-CYTOSOL""]"	[c]: (2) TRYPSYN-BPROTEIN ==> CPLX0-2401	"{""reactant"": {""TRYPSYN-BPROTEIN"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2401"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-241	tagatose-1,6-bisphosphate aldolase 2	"[""CCO-CYTOSOL""]"	[c]: TAGAALDOL2-MONOMER + G7128-MONOMER ==> CPLX0-241	"{""reactant"": {""TAGAALDOL2-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""G7128-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-241"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-242	thiosulfate sulfurtransferase	"[""CCO-CYTOSOL""]"	[c]: (2) EG10395-MONOMER ==> CPLX0-242	"{""reactant"": {""EG10395-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-242"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2423	dimer of topoisomerase IV subunit A	"[""CCO-CYTOSOL""]"	[c]: (2) EG10686-MONOMER ==> CPLX0-2423	"{""reactant"": {""EG10686-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2423"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2424	topoisomerase IV	"[""CCO-CYTOSOL""]"	[c]: (2) EG10687-MONOMER + CPLX0-2423 ==> CPLX0-2424	"{""reactant"": {""EG10687-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""CPLX0-2423"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-2424"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2425	DNA gyrase	"[""CCO-CYTOSOL""]"	[c]: (2) EG10424-MONOMER + (2) EG10423-MONOMER ==> CPLX0-2425	"{""reactant"": {""EG10424-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""EG10423-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2425"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-243	inorganic pyrophosphatase	"[""CCO-CYTOSOL""]"	[c]: (6) INORGPYROPHOSPHAT-MONOMER ==> CPLX0-243	"{""reactant"": {""INORGPYROPHOSPHAT-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-243"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-244	NADPH nitroreductase NfsA	"[""CCO-CYTOSOL""]"	[c]: (2) EG11261-MONOMER ==> CPLX0-244	"{""reactant"": {""EG11261-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-244"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2441	transcription termination factor Rho	"[""CCO-CYTOSOL""]"	[c]: (6) EG10845-MONOMER ==> CPLX0-2441	"{""reactant"": {""EG10845-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-2441"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-245	alkylhydroperoxide reductase	"[""CCO-CYTOSOL""]"	[c]: EG11384-MONOMER + EG11385-MONOMER ==> CPLX0-245	"{""reactant"": {""EG11384-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""EG11385-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-245"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-246	L-cysteine desulfurase	"[""CCO-CYTOSOL""]"	[c]: (2) G6906-MONOMER ==> CPLX0-246	"{""reactant"": {""G6906-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-246"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-248	cysteine desulfurase	"[""CCO-CYTOSOL""]"	[c]: (2) G7325-MONOMER ==> CPLX0-248	"{""reactant"": {""G7325-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-248"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-250	hydrogenase 4	"[""CCO-PM-BAC-NEG""]"	MONOMER0-150[i] + MONOMER0-151[p] + MONOMER0-152[i] + MONOMER0-153[i] + MONOMER0-154[i] + MONOMER0-144[i] + MONOMER0-143[i] + MONOMER0-142[i] + MONOMER0-141[i] ==> CPLX0-250[i]	"{""reactant"": {""MONOMER0-150"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MONOMER0-151"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""MONOMER0-152"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MONOMER0-153"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MONOMER0-154"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MONOMER0-144"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MONOMER0-143"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MONOMER0-142"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MONOMER0-141"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-250"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2502	molybdopterin synthase	"[""CCO-CYTOSOL""]"	[c]: (2) EG11598-MONOMER + (2) EG11597-MONOMER ==> CPLX0-2502	"{""reactant"": {""EG11598-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""EG11597-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2502"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-251	2-methylcitrate synthase	"[""CCO-CYTOSOL""]"	[c]: (2) G6198-MONOMER ==> CPLX0-251	"{""reactant"": {""G6198-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-251"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-252	KASIII	"[""CCO-CYTOSOL""]"	[c]: (2) FABH-MONOMER ==> CPLX0-252	"{""reactant"": {""FABH-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-252"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2521	MoaB protein	"[""CCO-CYTOSOL""]"	[c]: (6) MONOMER0-1501 ==> CPLX0-2521	"{""reactant"": {""MONOMER0-1501"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-2521"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-253	NADPH quinone reductase	"[""CCO-CYTOSOL""]"	[c]: (2) EG12656-MONOMER ==> CPLX0-253	"{""reactant"": {""EG12656-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-253"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-254	methylmalonyl-CoA decarboxylase	"[""CCO-CYTOSOL""]"	[c]: (6) G7516-MONOMER ==> CPLX0-254	"{""reactant"": {""G7516-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-254"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2541	ModE transcriptional dual regulator	"[""CCO-CYTOSOL""]"	[c]: (2) MONOMER0-185 ==> CPLX0-2541	"{""reactant"": {""MONOMER0-185"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2541"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-255	phenylhydantoinase	"[""CCO-CYTOSOL""]"	[c]: (4) G7492-MONOMER ==> CPLX0-255	"{""reactant"": {""G7492-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-255"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2561	bacterial condensin MukBEF	"[""CCO-CYTOSOL""]"	[c]: CPLX0-7696 + CPLX0-7697 ==> CPLX0-2561	"{""reactant"": {""CPLX0-7696"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""CPLX0-7697"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-2561"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2621	Gef dimer	"[""CCO-PM-BAC-NEG""]"	[i]: (2) MONOMER0-1564 ==> CPLX0-2621	"{""reactant"": {""MONOMER0-1564"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2621"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-263	isoaspartyl dipeptidase / asparaginase III	"[""CCO-CYTOSOL""]"	[c]: (2) MONOMER0-2 + (2) MONOMER0-3 ==> CPLX0-263	"{""reactant"": {""MONOMER0-2"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""MONOMER0-3"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-263"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2641	molecular chaperone, HSP90 family	"[""CCO-CYTOSOL""]"	[c]: (2) EG10461-MONOMER ==> CPLX0-2641	"{""reactant"": {""EG10461-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2641"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2661	McrBC restriction endonuclease	"[""CCO-CYTOSOL""]"	[c]: EG10574-MONOMER + EG10575-MONOMER ==> CPLX0-2661	"{""reactant"": {""EG10574-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""EG10575-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-2661"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2681	ClpXP protease specificity-enhancing factor	"[""CCO-CYTOSOL""]"	[c]: (2) EG10978-MONOMER ==> CPLX0-2681	"{""reactant"": {""EG10978-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2681"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2781	CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator	"[""CCO-CYTOSOL""]"	[c]: PC00040 + acser ==> CPLX0-2781	"{""reactant"": {""PC00040"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""acser"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-2781"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2802	chaperone with DnaK; curved DNA-binding protein	"[""CCO-PM-BAC-NEG""]"	[i]: (2) EG12193-MONOMER ==> CPLX0-2802	"{""reactant"": {""EG12193-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2802"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2821	TorR-TorI	"[""CCO-CYTOSOL""]"	[c]: (2) TORR-MONOMER ==> CPLX0-2821	"{""reactant"": {""TORR-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2821"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2861	BglG transcriptional antiterminator	"[""CCO-CYTOSOL""]"	[c]: (2) EG10116-MONOMER ==> CPLX0-2861	"{""reactant"": {""EG10116-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-2861"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	"[""CPLX0-7657""]"	Complexation	
CPLX0-2881	DNA-binding, ATP-dependent protease La	"[""CCO-CYTOSOL""]"	[c]: (4) EG10542-MONOMER ==> CPLX0-2881	"{""reactant"": {""EG10542-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-2881"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2901	aspartate 1-decarboxylase	"[""CCO-CYTOSOL""]"	[c]: (4) MONOMER0-1842 + (4) MONOMER0-1843 ==> CPLX0-2901	"{""reactant"": {""MONOMER0-1842"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}, ""MONOMER0-1843"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-2901"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2921	serine protease Do	"[""CCO-CYTOSOL""]"	[c]: (6) EG10463-MONOMER ==> CPLX0-2921	"{""reactant"": {""EG10463-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-2921"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2941	protease IV, a signal peptide peptidase	"[""CCO-PM-BAC-NEG""]"	[i]: (4) EG10968-MONOMER ==> CPLX0-2941	"{""reactant"": {""EG10968-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-2941"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-2982	HflB, integral membrane ATP-dependent zinc metallopeptidase	"[""CCO-PM-BAC-NEG""]"	[i]: (6) CPLX0-1321 + (6) EG11506-MONOMER ==> CPLX0-2982	"{""reactant"": {""CPLX0-1321"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 6}, ""EG11506-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-2982"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3	primosomal replication protein N	"[""CCO-CYTOSOL""]"	[c]: (2) EG10764-MONOMER ==> CPLX0-3	"{""reactant"": {""EG10764-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-3"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3001	peptidase D	"[""CCO-CYTOSOL""]"	[c]: (2) EG10695-MONOMER ==> CPLX0-3001	"{""reactant"": {""EG10695-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-3001"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-301	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	"[""CCO-CYTOSOL""]"	[c]: (6) EG11396-MONOMER ==> CPLX0-301	"{""reactant"": {""EG11396-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-301"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3021	isoaspartyl dipeptidase	"[""CCO-CYTOSOL""]"	[c]: (8) G7925-MONOMER ==> CPLX0-3021	"{""reactant"": {""G7925-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 8}}, ""product"": {""CPLX0-3021"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-303	fructose 1,6-bisphosphatase II	"[""CCO-CYTOSOL""]"	[c]: (2) EG11517-MONOMER ==> CPLX0-303	"{""reactant"": {""EG11517-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-303"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3041	peptidase T	"[""CCO-CYTOSOL""]"	[c]: (2) EG11549-MONOMER ==> CPLX0-3041	"{""reactant"": {""EG11549-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-3041"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3061	aminopeptidase A/I and DNA-binding transcriptional repressor	"[""CCO-CYTOSOL""]"	[c]: (6) EG10694-MONOMER ==> CPLX0-3061	"{""reactant"": {""EG10694-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-3061"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3081	proline aminopeptidase P II	"[""CCO-CYTOSOL""]"	[c]: (4) EG10697-MONOMER ==> CPLX0-3081	"{""reactant"": {""EG10697-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-3081"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3101	ClpP serine protease	"[""CCO-OUTER-MEM""]"	[o]: (14) EG10158-MONOMER ==> CPLX0-3101	"{""reactant"": {""EG10158-MONOMER"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 14}}, ""product"": {""CPLX0-3101"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3102	ClpX ATP-dependent protease specificity component and chaperone	"[""CCO-CYTOSOL""]"	[c]: (6) EG10159-MONOMER ==> CPLX0-3102	"{""reactant"": {""EG10159-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 6}}, ""product"": {""CPLX0-3102"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3104	ClpAP	"[""CCO-OUTER-MEM""]"	(2) CPLX0-881[c] + CPLX0-3101[o] ==> CPLX0-3104[o]	"{""reactant"": {""CPLX0-881"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""CPLX0-3101"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-3104"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3107	ClpXP	"[""CCO-OUTER-MEM""]"	(2) CPLX0-3102[c] + CPLX0-3101[o] ==> CPLX0-3107[o]	"{""reactant"": {""CPLX0-3102"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""CPLX0-3101"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-3107"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3108	ClpAXP	"[""CCO-OUTER-MEM""]"	CPLX0-881[c] + CPLX0-3102[c] + CPLX0-3101[o] ==> CPLX0-3108[o]	"{""reactant"": {""CPLX0-881"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""CPLX0-3102"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""CPLX0-3101"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}}, ""product"": {""CPLX0-3108"": {""compartment"": [""CCO-OUTER-MEM""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3121	chromate reductase	"[""CCO-CYTOSOL""]"	[c]: (2) EG11723-MONOMER ==> CPLX0-3121	"{""reactant"": {""EG11723-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-3121"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3141	quinol monooxygenase	"[""CCO-CYTOSOL""]"	[c]: (2) EG12657-MONOMER ==> CPLX0-3141	"{""reactant"": {""EG12657-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-3141"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3161	N-succinyl-L-diaminopimelate desuccinylase	"[""CCO-CYTOSOL""]"	[c]: (4) MONOMER0-1981 ==> CPLX0-3161	"{""reactant"": {""MONOMER0-1981"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 4}}, ""product"": {""CPLX0-3161"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3181	tetrahydrodipicolinate succinylase	"[""CCO-CYTOSOL""]"	[c]: (2) MONOMER0-2001 ==> CPLX0-3181	"{""reactant"": {""MONOMER0-2001"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-3181"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-3201	murein DD-endopeptidase, penicillin-insensitive	"[""CCO-PERI-BAC""]"	[p]: (2) EG10580-MONOMER ==> CPLX0-3201	"{""reactant"": {""EG10580-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 2}}, ""product"": {""CPLX0-3201"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}}"	[]	Complexation	
CPLX0-321	pyridoxine 5'-phosphate synthase	"[""CCO-CYTOSOL""]"	[c]: (8) PDXJ-MONOMER ==> CPLX0-321	"{""reactant"": {""PDXJ-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 8}}, ""product"": {""CPLX0-321"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}}}"	[]	Complexation	
