Frame ID	Name	Neutral formula	pH 7.2 formula	pH 7.2 charge	pH 7.2 Weight	Media Concentration (mM)	Biomass concentration (mmol/gDSW)	Biomass location	Maximum exchange rate (mmol/gDSW/hr)	Fake metabolite	Equivalent enzyme frameId	Comments
6hmhpt	6-hydroxymethyl dihydropterin	C7H9N5O2	C7H9N5O2	0	195.1811000000						[]	
6hmhptpp	6-hydroxymethyl-dihydropterin pyrophosphate	C7H11N5O8P2	C7H9N5O8P2	-2	353.1231000000						[]	
6pgc	6-Phospho-D-gluconate	C6H13O10P	C6H11O10P	-2	274.1169000000						[]	
6pgl	6-phospho-D-glucono-1,5-lactone	C6H11O9P	C6H10O9P	-1	257.1100000000						[]	
8aonn	8-Amino-7-oxononanoate	C9H17NO3	C9H17NO3	0	187.2373000000						[]	
ACP	acyl carrier protein	C11H21N2O7PRS	C11H21N2O7PRS	-1	356.3279000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
LalaDglu	L-alanine-D-glutamate	C8H14N2O5	C8H13N2O5	-1	217.1997000000						[]	
LalaDgluMdap	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	C15H26N4O8	C15H25N4O8	-1	389.3825000000						[]	
LalaDgluMdapDala	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	C18H31N5O9	C18H30N5O9	-1	460.4610000000						[]	
LalaLglu	L-alanine-L-glutamate	C8H14N2O5	C8H13N2O5	-1	217.1997000000						[]	
N1aspmd	N1-Acetylspermidine	C9H21N3O	C9H23N3O	2	189.3007000000						[]	
Nmtrp	N-Methyltryptophan	C12H14N2O2	C12H14N2O2	0	218.2546000000						[]	
Sfglutth	S-Formylglutathione	C11H16N3O7S	C11H16N3O7S	-1	334.3214000000						[]	
aacald	Aminoacetaldehyde	C2H5NO	C2H6NO	1	60.0754000000						[]	
aacoa	Acetoacetyl-CoA	C25H40N7O18P3S	C25H37N7O18P3S	-3	848.5803000000						[]	
aact	Aminoacetone	C3H7NO	C3H8NO	1	74.1022000000						[]	
ac	Acetate	C2H4O2	C2H3O2	-1	59.0437000000						[]	
acACP	Acetyl-ACP	C13H23N2O8PRS	C13H23N2O8PRS	-1	398.3647000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
acac	Acetoacetate	C4H5O3	C4H5O3	-1	101.0805000000						[]	
acald	Acetaldehyde	C2H4O	C2H4O	0	44.0526000000						[]	
acanth	N-Acetylanthranilate	C9H9NO3	C9H8NO3	-1	178.1662000000						[]	
accoa	Acetyl-CoA	C23H38N7O17P3S	C23H35N7O17P3S	-3	806.5435000000						[]	
acetol	Acetol	C3H6O2	C3H6O2	0	74.0784000000						[]	
acg5p	N-Acetyl-L-glutamyl 5-phosphate	C7H12NO8P	C7H9NO8P	-3	266.1211000000						[]	
acg5sa	N-Acetyl-L-glutamate 5-semialdehyde	C7H11NO4	C7H10NO4	-1	172.1590000000						[]	
acgal	N-Acetyl-D-galactosamine	C8H15NO6	C8H15NO6	0	221.2075000000						[]	
acgal1p	N-Acetyl-D-galactosamine 1-phosphate	C8H16NO9P	C8H15NO9P	-1	300.1785000000						[]	
acgam	N-Acetyl-D-glucosamine	C8H15NO6	C8H15NO6	0	221.2075000000						[]	
acgam1p	N-Acetyl-D-glucosamine 1-phosphate	C8H16NO9P	C8H15NO9P	-1	300.1785000000						[]	
acgam6p	N-Acetyl-D-glucosamine 6-phosphate	C8H16NO9P	C8H15NO9P	-1	300.1785000000						[]	
acglc-D	6-Acetyl-D-glucose	C8H14O7	C8H14O7	0	222.1916000000						[]	
acglu	N-Acetyl-L-glutamate	C7H11NO5	C7H9NO5	-2	187.1501000000						[]	
acmalt	Acetyl-maltose	C14H24O12	C14H24O12	0	384.3316000000						[]	
acmana	N-Acetyl-D-mannosamine	C8H15NO6	C8H15NO6	0	221.2075000000						[]	
acmanap	N-Acetyl-D-mannosamine 6-phosphate	C8H16NO9P	C8H15NO9P	-1	300.1785000000						[]	
acmum	N-Acetylmuramate	C11H19NO8	C11H18NO8	-1	292.2622000000						[]	
acmum6p	N-acetylmuramate 6-phosphate	C11H20NO11P	C11H18NO11P	-2	371.2332000000						[]	
acnam	N-Acetylneuraminate	C11H19NO9	C11H18NO9	-1	308.2612000000						[]	
acolipa	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A	C181H323N3O103P4	C181H317N3O103P4	-6	4307.3093000000						[]	
acon-C	cis-Aconitate	C6H6O6	C6H3O6	-3	171.0837000000						[]	
acon-T	trans-Aconitate	C6H6O6	C6H3O6	-3	171.0837000000						[]	
aconm	E-3-carboxy-2-pentenedioate 6-methyl ester	C7H6O6	C7H6O6	-2	186.1184000000						[]	
acorn	N2-Acetyl-L-ornithine	C7H14N2O3	C7H14N2O3	0	174.1986000000						[]	
acser	O-Acetyl-L-serine	C5H9NO4	C5H9NO4	0	147.1291000000						[]	
actACP	Acetoacetyl-ACP	C15H25N2O9PRS	C15H25N2O9PRS	-1	440.4015000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
actp	Acetyl phosphate	C2H5O5P	C2H3O5P	-2	138.0147000000						[]	
ade	Adenine	C5H5N5	C5H5N5	0	135.1295000000						[]	
adn	Adenosine	C10H13N5O4	C10H13N5O4	0	267.2437000000						[]	
adocbi	Adenosyl cobinamide	C58H84CoN16O11	C58H84CoN16O11	1	1240.3356000000						[]	
adocbip	Adenosyl cobinamide phosphate	C58H83CoN16O14P	C58H83CoN16O14P	-1	1318.2987000000						[]	
adocbl	Adenosylcobalamin	C72H100CoN18O17P	C72H100CoN18O17P	0	1579.5980000000						[]	
adp	ADP	C10H15N5O10P2	C10H13N5O10P2	-2	425.1857000000		-10081573599.999998	c			[]	
adpglc	ADPglucose	C16H25N5O15P2	C16H23N5O15P2	-2	587.3257000000						[]	
adphep-DD	ADP-D-glycero-D-manno-heptose	C17H27N5016P2	C17H25N5O16P2	-2	617.3515000000						[]	
adphep-LD	ADP-L-glycero-D-manno-heptose	C17H27N5O16P2	C17H25N5O16P2	-2	617.3515000000						[]	
adprib	ADPribose	C15H23N5O14P2	C15H21N5O14P2	-2	557.2999000000						[]	
ag	silver	Ag	Ag	1	107.8700000000						[]	
agdpcbi	Adenosine-GDP-cobinamide	C68H95CoN21O21P2	C68H95CoN21O21P2	-1	1663.5055000000						[]	
agm	Agmatine	C5H14N4	C5H16N4	2	132.2094000000						[]	
ahcys	S-Adenosyl-L-homocysteine	C14H20N6O5S	C14H20N6O5S	0	384.4090000000						[]	
ahdt	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	C9H16N5O13P3	C9H12N5O13P3	-4	491.1378000000						[]	
aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	C9H15N4O8P	C9H14N4O8P	-1	337.2036000000						[]	
air	5-amino-1-(5-phospho-D-ribosyl)imidazole	C8H14N3O7P	C8H14N3O7P	0	295.1866000000						[]	
akg	2-Oxoglutarate	C5H6O5	C5H4O5	-2	144.0816000000						[]	
ala-B	beta-Alanine	C3H7NO2	C3H7NO2	0	89.0933000000						[]	
ala-D	D-Alanine	C3H7NO2	C3H7NO2	0	89.0933000000						[]	
ala-L	L-Alanine	C3H7NO2	C3H7NO2	0	89.0933000000		0.513689	c			[]	
alaala	D-Alanyl-D-alanine	C6H12N2O3	C6H12N2O3	0	160.1718000000						[]	
alac-S	(S)-2-Acetolactate	C5H8O4	C5H7O4	-1	131.1063000000						[]	
all-D	D-Allose	C6H12O6	C6H12O6	0	180.1548000000						[]	
all6p	D-Allose 6-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
allolactose		C12H22O11	C12H22O11	0	342.2948000000						[]	
alltn	Allantoin	C4H6N4O3	C4H6N4O3	0	158.1164000000						[]	
alltt	Allantoate	C4H8N4O4	C4H7N4O4	-1	175.1233000000						[]	
allul6p	Allulose 6-phosphate	C6H13O9P	C6H12O9P	-1	259.1258000000						[]	
alpp	applipoprotein	X	C3H6NOR2S	1	104.1464000000					True	"[""EG10544-MONOMER[o]""]"	"Non-element in formula. Weight calculated for known elements.
"
altrn	D-Altronate	C6H12O7	C6H11O7	-1	195.1459000000						[]	
amet	S-Adenosyl-L-methionine	C15H23N6O5S	C15H23N6O5S	1	399.4437000000		0.000223	c			[]	
ametam	S-Adenosylmethioninamine	C14H24N6O3S	C14H24N6O3S	2	356.4426000000						[]	
amob	S-Adenosyl-4-methylthio-2-oxobutanoate	C15H20N5O6S	C15H19N5O6S	0	397.4041000000						[]	
amp	AMP	C10H14N5O7P	C10H13N5O7P	-1	346.2147000000						[]	
anhgm	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid	C19H30N2O12	C19H29N2O12	-1	477.4401000000						[]	
anhgm3p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide	C34H54N6O19	C34H52N6O19	-2	848.8078000000						[]	
anhgm4p	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide	C37H59N7O20	C37H57N7O20	-2	919.8863000000						[]	
anhm	1,6-anhydrous-N-Acetylmuramate	C11H17NO7	C11H16NO7	-1	274.2474000000						[]	
anhm3p	1,6-anhydrous-N-Acetylmuramyl-tripeptide	C26H41N5O14	C26H39N5O14	-2	645.6151000000						[]	
anhm4p	1,6-anhydrous-N-Acetylmuramyl-tetrapeptide	C29H46N6O15	C29H44N6O15	-2	716.6936000000						[]	
anth	Anthranilate	C7H7NO2	C7H6NO2	-1	136.1294000000						[]	
antimonite		H3O3Sb	O3Sb	-3	169.7470000000						[]	
ap4a	P1,P4-Bis(5'-adenosyl) tetraphosphate	C20H24N10O19P4	C20H24N10O19P4	-4	832.3566000000						[]	
ap5a	P1,P5-Bis(5'-adenosyl) pentaphosphate	C20H24N10O22P5	C20H24N10O22P5	-5	911.3276000000						[]	
apg120	acyl phosphatidylglycerol (n-C12:0)	C42H81O11P	C42H80O11P	-1	792.0570000000						[]	
apg140	acyl phosphatidylglycerol (n-C14:0)	C48H93O11P	C48H92O11P	-1	876.2178000000						[]	
apg141	acyl phosphatidylglycerol (n-C14:1)	C48H87O11P	C48H86O11P	-1	870.1704000000						[]	
apg160	acyl phosphatidylglycerol (n-C16:0)	C54H105O11P	C54H104O11P	-1	960.3786000000						[]	
apg161	acyl phosphatidylglycerol (n-C16:1)	C54H99O11P	C54H98O11P	-1	954.3312000000						[]	
apg180	acyl phosphatidylglycerol (n-C18:0)	C60H116O11P	C60H116O11P	-1	1044.5394000000						[]	
apg181	acyl phosphatidylglycerol (n-C18:1)	C60H111O11P	C60H110O11P	-1	1038.4920000000						[]	
apoACP	apoprotein [acyl carrier protein]	RHO	HOR	0	17.0069000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
aps	Adenosine 5'-phosphosulfate	C10H14N5O10PS	C10H12N5O10PS	-2	425.2638000000						[]	
ara5p	D-Arabinose 5-phosphate	C5H11O8P	C5H10O8P	-1	229.1000000000						[]	
arab-L	L-Arabinose	C5H10O5	C5H10O5	0	150.1290000000						[]	
aragund	O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate	C71H117N1O17P2	C71H115NO17P2	-2	1316.6275000000						[]	
arbt6p	Arbutin 6-phosphate	C12H17O10P	C12H16O10P	-1	351.2224000000						[]	
arbtn	aerobactin minus Fe3	C22H36N4O13	C22H33N4O13	-3	561.5177000000						[]	
arbtn-fe3	Aerobactin	C22H33FeN4O13	C22H33FeN4O13	0	617.3647000000						[]	
arg-L	L-Arginine	C6H14N4O2	C6H15N4O2	1	175.2105000000		0.295792	c			[]	
argsuc	N(omega)-(L-Arginino)succinate	C10H18N4O6	C10H17N4O6	-1	289.2663000000						[]	
arsenate		H3O4As	HO4As	-2	139.9259000000						[]	
ascb-L	L-Ascorbate	C6H8O6	C6H7O6	-1	175.1153000000						[]	
ascb6p	L-ascorbate-6-phosphate	C6H9O9P	C6H7O9P	-2	254.0863000000						[]	
asn-L	L-Asparagine	C4H8N2O3	C4H8N2O3	0	132.1182000000		0.241055	c			[]	
aso3	arsenite	H3AsO3	H3O3As	0	125.9427000000						[]	
aso4	arsenate	H3AsO4	HO4As	-2	139.9259000000						[]	
asp-L	L-Aspartate	C4H7NO4	C4H6NO4	-1	132.0944000000		0.241055	c			[]	
aspsa	L-Aspartate 4-semialdehyde	C4H7NO3	C4H7NO3	0	117.1033000000						[]	
athr-L	L-Allo-threonine	C4H9NO3	C4H9NO3	0	119.1191000000						[]	
atp	ATP	C10H16N5O13P3	C10H13N5O13P3	-3	504.1567000000		59.81	c			[]	
b2coa	Crotonoyl-CoA	C25H40N7O17P3S	C25H37N7O17P3S	-3	832.5813000000						[]	
bbtcoa	gamma-butyrobetainyl-CoA	C28H46N8O17P3S	C28H47N8O17P3S	-2	892.7003000000						[]	
betald	Betaine aldehyde	C5H12NO	C5H12NO	1	102.1558000000						[]	
bglycogen	branching glycogen	C6H10O5	C6H10O5	0	162.1400000000						[]	
bio-5-amp		C20H28N7O9PS	C20H27N7O9PS	-1	572.5073000000						[]	
btal	Butanal	C4H8O	C4H8O	0	72.1062000000						[]	
btcoa	Butanoyl-CoA	C25H42N7O17P3S	C25H39N7O17P3S	-3	834.5971000000						[]	
btn	Biotin	C10H16N2O3S	C10H15N2O3S	-1	243.2995000000						[]	
btnso	d-biotin d-sulfoxide	C10H16N2O4S	C10H15N2O4S	-1	259.2985000000						[]	
but	Butyrate (n-C4:0)	C4H8O2	C4H7O2	-1	87.0973000000						[]	
but2eACP	But-2-enoyl-[acyl-carrier protein]	C15H25N2O8PRS	C15H25N2O8PRS	-1	424.4025000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
butACP	Butyryl-ACP (n-C4:0ACP)	C15H27N2O8PRS	C15H27N2O8PRS	-1	426.4183000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
butso3	butanesulfonate	C4H10O3S	C4H9O3S	-1	137.1721000000						[]	
ca2	Calcium	Ca	Ca	2	40.0800000000		0.004737	c			[]	
camp	cAMP	C10H11N5O6P	C10H11N5O6P	-1	328.1999000000						[]	
cbasp	N-Carbamoyl-L-aspartate	C5H8N2O5	C5H6N2O5	-2	174.1114000000						[]	
cbi	Cobinamide	C48H72CoN11O8	C48H72CoN11O8	0	990.0988000000						[]	
cbl1	Cob(I)alamin	C62H88CoN13O14P	C62H88CoN13O14P	-1	1329.3612000000						[]	
cbp	Carbamoyl phosphate	CH4NO5P	CH2NO5P	-2	139.0028000000						[]	
cd2	Cadmium	Cd	Cd	2	112.4100000000						[]	
cddec5eACP	cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	C23H41N2O8PRS	C23H41N2O8PRS	-1	536.6169000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
cdec3eACP	cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)	C21H37N2O8PRS	C21H37N2O8PRS	-1	508.5633000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
cdp	CDP	C9H15N3O11P2	C9H13N3O11P2	-2	401.1597000000						[]	
cdpdddecg	CDP-1,2-didodecanoylglycerol	C36H65N3O15P2	C36H63N3O15P2	-2	839.8477000000						[]	
cdpdhdec9eg	CDP-1,2-dihexadec-9-enoylglycerol	C44H77N3O15P2	C44H75N3O15P2	-2	948.0305000000						[]	
cdpdhdecg	CDP-1,2-dihexadecanoylglycerol	C44H81N3O15P2	C44H79N3O15P2	-2	952.0621000000						[]	
cdpdodec11eg	CDP-1,2-dioctadec-11-enoylglycerol	C48H85N3O15P2	C48H83N3O15P2	-2	1004.1377000000						[]	
cdpdodecg	CDP-1,2-dioctadecanoylglycerol	C48H89N3O15P2	C48H87N3O15P2	-2	1008.1693000000						[]	
cdpdtdec7eg	CDP-1,2-ditetradec-7-enoylglycerol	C40H69N3O15P2	C40H67N3O15P2	-2	891.9233000000						[]	
cdpdtdecg	CDP-1,2-ditetradecanoylglycerol	C40H73N3O15P2	C40H71N3O15P2	-2	895.9549000000						[]	
cechddd	cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol	C9H11O4	C9H11O4	-1	183.1819000000						[]	
cenchddd	cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol	C9H9O4	C9H9O4	-1	181.1661000000						[]	
cgly	Cys-Gly	C5H10N2O3S	C5H10N2O3S	0	178.2050000000						[]	
chol	Choline	C5H14NO	C5H14NO	1	104.1716000000						[]	
chor	chorismate	C10H10O6	C10H8O6	-2	224.1672000000						[]	
cinnm	trans-Cinnamate	C9H7O2	C9H7O2	-1	147.1523000000						[]	
cit	Citrate	C6H8O7	C6H5O7	-3	189.0985000000						[]	
citr-L	L-Citrulline	C6H13N3O3	C6H13N3O3	0	175.1867000000						[]	
ckdo	CMP-3-deoxy-D-manno-octulosonate	C17H24N3O15P	C17H24N3O15P	-2	541.3566000000						[]	
cl	Chloride	Cl	Cl	-1	35.4530000000		0.004737	c			[]	
clpn120	cardiolipin (tetradodecanoyl, n-C12:0)	C57H110O17P2	C57H108O17P2	-2	1127.4112000000						[]	
clpn140	cardiolipin (tetratetradecanoyl, n-C14:0)	C65H126O17P2	C65H124O17P2	-2	1239.6256000000						[]	
clpn141	cardiolipin (tetratetradec-7-enoyl, n-C14:1)	C65H118O17P2	C65H116O17P2	-2	1231.5624000000						[]	
clpn160	cardiolipin (tetrahexadecanoyl, n-C16:0)	C73H142O17P2	C73H140O17P2	-2	1351.8400000000						[]	
clpn161	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	C73H134O17P2	C73H132O17P2	-2	1343.7768000000						[]	
clpn180	cardiolipin (tetraoctadecanoyl, n-C18:0)	C81H158O17P2	C81H156O17P2	-2	1464.0544000000						[]	
clpn181	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	C81H150O17P2	C81H148O17P2	-2	1455.9912000000						[]	
cmp	CMP	C9H14N3O8P	C9H13N3O8P	-1	322.1887000000						[]	
co2	CO2	CO2	CO2	0	44.0090000000						[]	
coa	Coenzyme A	C21H36N7O16P3S	C21H33N7O16P3S	-3	764.5067000000		0.000576	c			[]	
cobalt2	Co2+	Co	Co	2	58.9330000000		0.003158	c			[]	
colipa	core oligosaccharide lipid A	C176H314N2O100P4	C176H307N2O100P4	-7	4175.1713000000						[]	
cpd-10551		C5H9O7P	C5H7O7P	-2	210.0773000000						[]	
cpd-110		C7H6O3	C7H5O3	-1	137.1135000000						[]	
cpd-12800		OHCl	OCl	-1	51.4520000000						[]	
cpd-4		C10H13N5O6PS2	C10H11N5O6PS2	-2	392.3199000000						[]	
cpd-6		S2Fe2	S2Fe2	0	175.8140000000						[]	
cpd-7970		C9H5N4Cl	C9H5N4Cl	0	204.6195000000						[]	
cpd-8179		C6H6N2O5	C6H3N2O5	-3	183.0987000000						[]	
cpd0-1032		C6H14N2O2	C6H15N2O2	1	147.1965000000						[]	
cpd0-1564		C6H12N2O4S2	C6H12N2O4S2	0	240.2908000000						[]	
cpd0-1938		C21H20N3	C21H20N3	1	314.4100000000						[]	
cpd0-2342		C6H12O6R	C6H12O6R	0	180.1548000000					True	[]	"Non-element in formula. Weight calculated for known elements.
"
cpe160	cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C39H74N1O8P1	C39H73NO8P	-1	714.9787000000						[]	
cpe180	cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	C43H82N1O8P1	C43H81NO8P	-1	771.0859000000						[]	
cpg160	cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	C40H75O10P1	C40H74O10P	-1	745.9886000000						[]	
cpg180	cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	C44H83O10P1	C44H82O10P	-1	802.0958000000						[]	
cpgn	coprogen	C35H53N6O13Fe	C35H52N6O13Fe	-1	820.6718000000						[]	
cpgn-un	coprogen unloaded (no Fe(III))	C35H52N6O13	C35H56N6O13	0	768.8564000000						[]	
cpppg3	Coproporphyrinogen III	C36H44N4O8	C36H40N4O8	-4	656.7320000000						[]	
crn	L-Carnitine	C7H15NO3	C7H15NO3	0	161.1995000000						[]	
crn-D	D-Carnitine	C7H15NO3	C7H15NO3	0	161.1995000000						[]	
crnDcoa	D-carnitinyl-CoA	C28H46N8O18P3S	C28H47N8O18P3S	-2	908.6993000000						[]	
crncoa	L-Carnitinyl-CoA	C28H46N8O18P3S	C28H47N8O18P3S	-2	908.6993000000						[]	
csn	Cytosine	C4H5N3O	C4H5N3O	0	111.1035000000						[]	
ctbt	crotonobetaine	C7H13NO2	C7H13NO2	0	143.1847000000						[]	
ctbtcoa	crotonobetainyl-CoA	C28H44N8O17P3S	C28H45N8O17P3S	-2	890.6845000000						[]	
ctp	CTP	C9H16N3O14P3	C9H12N3O14P3	-4	479.1228000000		0.133508	c			[]	
cu	Cu+	Cu	Cu	1	63.5460000000						[]	
cu2	Cu2+	Cu	Cu	2	63.5460000000		0.003158	c			[]	
cyan	Hydrogen cyanide	CHN	CHN	0	27.0259000000						[]	
cynt	Cyanate	CHNO	CNO	-1	42.0170000000						[]	
cys-D	D-Cysteine	C3H7NO2S	C3H7NO2S	0	121.1533000000						[]	
cys-L	L-Cysteine	C3H7NO2S	C3H7NO2S	0	121.1533000000		0.09158	c			[]	
cyst-L	L-Cystathionine	C7H14N2O4S	C7H14N2O4S	0	222.2576000000						[]	
cytd	Cytidine	C9H13N3O5	C9H13N3O5	0	243.2177000000						[]	
dad-2	Deoxyadenosine	C10H13N5O3	C10H13N5O3	0	251.2447000000						[]	
dad-5	5'-Deoxyadenosine	C10H13N5O3	C10H13N5O3	0	251.2447000000						[]	
dadp	dADP	C10H15N5O9P2	C10H13N5O9P2	-2	409.1867000000						[]	
damp	dAMP	C10H14N5O6P	C10H13N5O6P	-1	330.2157000000						[]	
dann	7,8-Diaminononanoate	C9H20N2O2	C9H21N2O2	1	189.2769000000						[]	
datp	dATP	C10H16N5O12P3	C10H13N5O12P3	-3	488.1577000000		0.026166	c			[]	
db4p	3,4-dihydroxy-2-butanone 4-phosphate	C4H9O6P	C4H8O6P	-1	183.0752000000						[]	
dc2coa	trans-Dec-2-enoyl-CoA	C31H52N7O17P3S	C31H49N7O17P3S	-3	916.7421000000						[]	
dca	Decanoate (n-C10:0)	C10H20O2	C10H19O2	-1	171.2581000000						[]	
dcaACP	Decanoyl-ACP (n-C10:0ACP)	C21H39N2O8PRS	C21H39N2O8PRS	-1	510.5791000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
dcacoa	Decanoyl-CoA (n-C10:0CoA)	C31H54N7O17P3S	C31H51N7O17P3S	-3	918.7579000000						[]	
dcamp	N6-(1,2-Dicarboxyethyl)-AMP	C14H18N5O11P	C14H15N5O11P	-3	460.2705000000						[]	
dcdp	dCDP	C9H15N3O10P2	C9H13N3O10P2	-2	385.1607000000						[]	
dcmp	dCMP	C9H14N3O7P	C9H13N3O7P	-1	306.1897000000						[]	
dctp	dCTP	C9H16N3O13P3	C9H13N3O13P3	-3	464.1317000000		0.027017	c			[]	
dcyt	Deoxycytidine	C9H13N3O4	C9H13N3O4	0	227.2187000000						[]	
dd2coa	trans-Dodec-2-enoyl-CoA	C33H56N7O17P3S	C33H53N7O17P3S	-3	944.7957000000						[]	
ddca	Dodecanoate (n-C12:0)	C12H24O2	C12H23O2	-1	199.3117000000						[]	
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)	C23H43N2O8PRS	C23H43N2O8PRS	-1	538.6327000000					True	"[""EG50003-MONOMER[c]""]"	"Non-element in formula. Weight calculated for known elements.
"
ddcacoa	Dodecanoyl-CoA (n-C12:0CoA)	C33H58N7O17P3S	C33H55N7O17P3S	-3	946.8115000000						[]	
dgdp	dGDP	C10H12N5O10P2	C10H13N5O10P2	-2	425.1857000000						[]	
dgmp	dGMP	C10H14N5O7P	C10H13N5O7P	-1	346.2147000000						[]	
dgsn	Deoxyguanosine	C10H13N5O4	C10H13N5O4	0	267.2437000000						[]	
dgtp	dGTP	C10H16N5O13P3	C10H12N5O13P3	-4	503.1488000000		0.027017	c			[]	
dha	Dihydroxyacetone	C3H6O3	C3H6O3	0	90.0774000000						[]	
dhap	Dihydroxyacetone phosphate	C3H7O6P	C3H6O6P	-1	169.0484000000						[]	
dhcinnm	2,3-dihydroxicinnamic acid	C9H7O4	C9H7O4	-1	179.1503000000						[]	
dhf	7,8-Dihydrofolate	C19H21N7O6	C19H19N7O6	-2	441.4021000000						[]	
dhmptp	dihydromonapterin-triphosphate	C9H16N5O13P3	C9H12N5O13P3	-4	491.1378000000						[]	
dhna	1,4-Dihydroxy-2-naphthoate	C11H8O4	C11H7O4	-1	203.1723000000						[]	
dhnpt	Dihydroneopterin	C9H13N5O4	C9H13N5O4	0	255.2327000000						[]	
dhor-S	(S)-Dihydroorotate	C5H6N2O4	C5H5N2O4	-1	157.1045000000						[]	
dhpmp	Dihydroneopterin monophosphate	C9H14N5O7P	C9H13N5O7P	-1	334.2037000000						[]	
dhpppn	3-(2,3-Dihydroxyphenyl)propanoate	C9H9O4	C9H9O4	-1	181.1661000000						[]	
dhpt	Dihydropteroate	C14H14N6O3	C14H13N6O3	-1	313.2957000000						[]	
dhptd	4,5-dihydroxy-2,3-pentanedione	C5H8O4	C5H8O4	0	132.1142000000						[]	
diacetylchitobiose-6-phosphate		C16H29N2O14P	C16H27N2O14P	-2	502.3633000000						[]	
didp	dIDP	C10H14N4O10P2	C10H12N4O10P2	-2	410.1708000000						[]	
dimp	dIMP	C10H13N4O7P	C10H13N4O7P	0	332.2077000000						[]	
din	Deoxyinosine	C10H12N4O4	C10H12N4O4	0	252.2288000000						[]	
ditp	dITP	C10H15N4O13P3	C10H12N4O13P3	-3	489.1418000000						[]	
dkmpp	2,3-diketo-5-methylthio-1-phosphopentane	C6H9O6PS	C6H10O6PS	-1	241.1730000000						[]	
dmbzid	5,6-Dimethylbenzimidazole	C9H10N2	C9H10N2	0	146.1920000000						[]	
dmlz	6,7-Dimethyl-8-(1-D-ribityl)lumazine	C13H18N4O6	C13H18N4O6	0	326.3072000000						[]	
dmpp	Dimethylallyl diphosphate	C5H12O7P2	C5H10O7P2	-2	244.0750000000						[]	
dms	Dimethyl sulfide	C2H6S	C2H6S	0	62.1294000000						[]	
dmso	Dimethyl sulfoxide	C2H6OS	C2H6OS	0	78.1284000000						[]	
dnad	Deamino-NAD+	C21H27N6O15P2	C21H24N6O15P2	-2	662.3956000000						[]	
dopa	Dopamine	C8H11NO2	C8H12NO2	1	154.1878000000						[]	
dpcoa	Dephospho-CoA	C21H35N7O13P2S	C21H33N7O13P2S	-2	685.5357000000						[]	
dsbaox	periplasmic protein disulfide isomerase I (oxidized)	X	X	0	0.0000000000					True	"[""MONOMER0-4152[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbard	periplasmic protein disulfide isomerase I (reduced)	XH2	XH2	0	2.0158000000					True	"[""DISULFOXRED-MONOMER[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbcox	protein disulfide isomerase II (oxidized)	X	X	0	0.0000000000					True	"[""CPLX0-8002[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
dsbcrd	protein disulfide isomerase II (reduced)	XH2	XH2	0	2.0158000000					True	"[""DSBC-CPLX[p]""]"	"Non-element in formula. Weight calculated for known elements.
"
