Frame ID	Name	Absolute +1 Position	Sigma	Direction	Component of
PM0-44697	yccXp7	1029217	"[""E""]"	+	"[""TU0-41634""]"
PM0-44698	etkp1	1043526	"[""E""]"	-	"[""TU0-41635""]"
PM0-44699	gfcDp3	1047341	"[""D""]"	-	"[""TU0-41636""]"
PM0-44700	gfcAp1	1049057	"[""E""]"	-	"[""TU0-13108""]"
PM0-44701	cspHp8	1050428	"[""H""]"	-	"[""TU0-8780""]"
PM0-44702	cspHp9	1050553	"[""D""]"	-	"[""TU0-41637""]"
PM0-44703	cspHp10	1050501	"[""D""]"	-	"[""TU0-41638""]"
PM0-44704	cspHp12	1050507	"[""H""]"	-	"[""TU0-41639""]"
PM0-44705	cspHp13	1050596	"[""E""]"	-	"[""TU0-41640""]"
PM0-44706	cspHp14	1050527	"[""E""]"	-	"[""TU0-41641""]"
PM0-44707	cspHp15	1050530	"[""E""]"	-	"[""TU0-41642""]"
PM0-44708	ymcEp3	1051053	"[""D""]"	+	"[""TU0-13110""]"
PM0-44709	torSp5	1055405	"[""D""]"	-	"[""TU0-13112""]"
PM0-44710	torTp1	1055443	"[""E""]"	+	"[""TU0-8530""]"
PM0-44711	torTp2	1055445	"[""E""]"	+	"[""TU0-41643""]"
PM0-44712	torTp7	1055430	"[""F""]"	+	"[""TU0-41644""]"
PM0-44713	rutGp2	1069268	"[""E""]"	-	"[""TU0-41645""]"
PM0-44714	efeOp1	1081466	"[""D""]"	+	"[""TU0-13116""]"
PM0-44715	efeOp2	1081377	"[""N""]"	+	"[""TU0-41646""]"
PM0-44716	insFp4	1094419	"[""E""]"	-	"[""TU0-41647""]"
PM0-44717	insFp5	1094378	"[""H""]"	-	"[""TU0-41648""]"
PM0-44718	ycdUp1	1094916	"[""E""]"	+	"[""TU0-41649""]"
PM0-44719	ycdUp9	1094856	"[""E""]"	+	"[""TU0-41650""]"
PM0-44720	ycdUp11	1094982	"[""H""]"	+	"[""TU0-41651""]"
PM0-44721	ghrAp6	1097047	"[""D""]"	+	"[""TU0-13119""]"
PM0-44722	ycdZp4	1099475	"[""D""]"	+	"[""TU0-13121""]"
PM0-44723	csgGp1	1100978	"[""E""]"	-	"[""TU0-41652""]"
PM0-44724	ymdAp5	1104448	"[""D""]"	+	"[""TU0-13122""]"
PM0-44725	ymdAp7	1104553	"[""D""]"	+	"[""TU0-41653""]"
PM0-44726	ymdAp9	1104635	"[""F""]"	+	"[""TU0-41654""]"
PM0-44727	ymdBp3	1104937	"[""D""]"	+	"[""TU0-13123""]"
PM0-44728	ymdBp4	1104961	"[""E""]"	+	"[""TU0-41655""]"
PM0-44729	yceIp5	1117864	"[""F""]"	-	"[""TU0-41656""]"
PM0-44730	yceOp1	1118734	"[""E""]"	-	"[""TU0-41657""]"
PM0-44731	yceOp7	1118855	"[""E""]"	-	"[""TU0-41658""]"
PM0-44732	yceOp8	1118846	"[""D""]"	-	"[""TU0-41659""]"
PM0-44733	grxBp2	1123325	"[""D""]"	-	"[""TU0-41660""]"
PM0-44734	grxBp4	1123306	"[""D""]"	-	"[""TU0-41661""]"
PM0-44735	yceHp2	1125304	"[""E""]"	+	"[""TU0-14349""]"
PM0-44736	yceHp4	1125300	"[""D""]"	+	"[""TU0-41662""]"
PM0-44737	yceMp4	1125827	"[""E""]"	+	"[""TU0-14350""]"
PM0-44738	flgNp1	1129137	"[""E""]"	-	"[""TU0-41663""]"
PM0-44739	yceQp6	1143603	"[""D""]"	+	"[""TU0-13133""]"
PM0-44740	yceFp6	1145984	"[""D""]"	-	"[""TU0-8683""]"
PM0-44741	yceFp7	1145851	"[""D""]"	-	"[""TU0-41664""]"
PM0-44742	yceFp8	1145830	"[""H""]"	-	"[""TU0-41665""]"
PM0-44743	yceFp9	1145972	"[""E""]"	-	"[""TU0-41666""]"
PM0-44744	pabCp1	1152516	"[""E""]"	+	"[""TU0-13135""]"
PM0-44745	pabCp5	1152417	"[""E""]"	+	"[""TU0-41667""]"
PM0-44746	pabCp8	1152316	"[""H""]"	+	"[""TU0-41668""]"
PM0-44747	hinTp1	1161044	"[""D""]"	+	"[""TU0-13136""]"
PM0-44748	hinTp2	1161046	"[""D""]"	+	"[""TU0-41669""]"
PM0-44749	hinTp3	1161050	"[""D""]"	+	"[""TU0-41670""]"
PM0-44750	ycfJp3	1166630	"[""D""]"	+	"[""TU0-13137""]"
PM0-44751	comRp3	1168086	"[""D""]"	-	"[""TU0-41671""]"
PM0-44752	bhsAp8	1168204	"[""D""]"	+	"[""TU0-41672""]"
PM0-44753	bhsAp9	1168242	"[""D""]"	+	"[""TU0-41673""]"
PM0-44754	ycfTp9	1174548	"[""E""]"	-	"[""TU0-13140""]"
PM0-44755	ycfTp11	1174552	"[""E""]"	-	"[""TU0-41674""]"
PM0-44756	lolCp5	1174622	"[""D""]"	+	"[""TU0-13141""]"
PM0-44757	lolCp6	1174597	"[""F""]"	+	"[""TU0-41675""]"
PM0-44758	nagKp3	1177763	"[""D""]"	+	"[""TU0-13142""]"
PM0-44759	ycfZp5	1180603	"[""H""]"	-	"[""TU0-41676""]"
PM0-44760	ycfZp6	1180569	"[""H""]"	-	"[""TU0-41677""]"
PM0-44761	potDp5	1182071	"[""D""]"	-	"[""TU0-41678""]"
PM0-44762	potDp6	1182073	"[""D""]"	-	"[""TU0-41679""]"
PM0-44763	ycfDp4	1187490	"[""D""]"	-	"[""TU0-13144""]"
PM0-44764	ycfDp5	1187493	"[""F""]"	-	"[""TU0-41680""]"
PM0-44765	phoQp5	1189163	"[""E""]"	-	"[""TU0-41681""]"
PM0-44766	nudJp6	1193660	"[""F""]"	-	"[""TU0-41682""]"
PM0-44767	ymfDp5	1196848	"[""D""]"	-	"[""TU0-41683""]"
PM0-44768	ymfDp6	1196812	"[""D""]"	-	"[""TU0-41684""]"
PM0-44769	ymfDp7	1196884	"[""D""]"	-	"[""TU0-41685""]"
PM0-44770	litp1	1197739	"[""E""]"	+	"[""TU0-8848""]"
PM0-44771	litp8	1197813	"[""D""]"	+	"[""TU0-41686""]"
PM0-44772	litp9	1197891	"[""D""]"	+	"[""TU0-41687""]"
PM0-44773	ymfIp1	1200663	"[""E""]"	+	"[""TU0-8635""]"
PM0-44774	ymfJp6	1201436	"[""D""]"	-	"[""TU0-13149""]"
PM0-44775	ymfJp8	1201408	"[""D""]"	-	"[""TU0-41688""]"
PM0-44776	ymfJp9	1201482	"[""E""]"	-	"[""TU0-41689""]"
PM0-44777	ymfJp10	1201407	"[""D""]"	-	"[""TU0-41690""]"
PM0-44778	cohEp8	1202178	"[""D""]"	-	"[""TU0-13150""]"
PM0-44779	cohEp9	1202237	"[""D""]"	-	"[""TU0-41691""]"
PM0-44780	cohEp10	1202311	"[""H""]"	-	"[""TU0-41692""]"
PM0-44781	croEp4	1202106	"[""H""]"	+	"[""TU0-13151""]"
PM0-44782	croEp5	1202229	"[""D""]"	+	"[""TU0-41693""]"
PM0-44783	tfaEp1	1208489	"[""E""]"	-	"[""TU0-41694""]"
PM0-44784	tfaEp6	1208412	"[""E""]"	-	"[""TU0-41695""]"
PM0-44785	pinEp1	1208750	"[""D""]"	+	"[""TU0-13153""]"
PM0-44786	pinEp3	1208895	"[""N""]"	+	"[""TU0-41696""]"
PM0-44787	mcrAp7	1209362	"[""E""]"	+	"[""TU0-13154""]"
PM0-44788	mcrAp8	1209542	"[""D""]"	+	"[""TU0-41697""]"
PM0-44789	mcrAp9	1209546	"[""D""]"	+	"[""TU0-41698""]"
PM0-44790	mcrAp10	1209418	"[""E""]"	+	"[""TU0-41699""]"
PM0-44791	ycgXp4	1212507	"[""D""]"	-	"[""TU0-13157""]"
PM0-44792	ycgXp5	1212435	"[""D""]"	-	"[""TU0-41700""]"
PM0-44793	bluFp7	1214836	"[""D""]"	-	"[""TU0-13159""]"
PM0-44794	ycgGp7	1216530	"[""N""]"	+	"[""TU0-13163""]"
PM0-44795	ymgFp1	1218037	"[""E""]"	+	"[""TU0-13164""]"
PM0-44796	ymgFp7	1218160	"[""D""]"	+	"[""TU0-41701""]"
PM0-44797	ymgFp10	1218176	"[""D""]"	+	"[""TU0-41702""]"
PM0-44798	ymgFp11	1218163	"[""D""]"	+	"[""TU0-41703""]"
PM0-44799	minEp3	1223934	"[""E""]"	-	"[""TU0-41704""]"
PM0-44800	ycgJp5	1225701	"[""D""]"	+	"[""TU0-8687""]"
PM0-44801	ycgNp1	1227906	"[""N""]"	+	"[""TU0-13171""]"
PM0-44802	ycgNp3	1228031	"[""D""]"	+	"[""TU0-41705""]"
PM0-44803	ycgNp5	1227973	"[""D""]"	+	"[""TU0-41706""]"
PM0-44804	dsbBp6	1232370	"[""D""]"	-	"[""TU0-13172""]"
PM0-44805	nhaBp7	1233990	"[""D""]"	-	"[""TU0-13173""]"
PM0-44806	cvrAp6	1241387	"[""D""]"	-	"[""TU0-13174""]"
PM0-44807	ldcAp9	1242420	"[""E""]"	-	"[""TU0-13175""]"
PM0-44808	emtAp4	1242348	"[""D""]"	+	"[""TU0-8791""]"
PM0-44809	ymgEp6	1243802	"[""E""]"	+	"[""TU0-13176""]"
PM0-44810	ymgEp7	1243778	"[""F""]"	+	"[""TU0-41707""]"
PM0-44811	ycgYp1	1244306	"[""E""]"	+	"[""TU0-13177""]"
PM0-44812	ycgYp6	1244324	"[""E""]"	+	"[""TU0-41708""]"
PM0-44813	ycgVp9	1255333	"[""D""]"	-	"[""TU0-13178""]"
PM0-44814	ycgVp10	1255334	"[""D""]"	-	"[""TU0-41709""]"
PM0-44815	ldrAp8	1268700	"[""D""]"	-	"[""TU0-8843""]"
PM0-44816	rdlAp5	1268546	"[""D""]"	+	"[""TU0-8496""]"
PM0-44817	ldrBp5	1269235	"[""D""]"	-	"[""TU0-8844""]"
PM0-44818	rdlBp4	1269079	"[""D""]"	+	"[""TU0-8497""]"
PM0-44819	ldrCp4	1269769	"[""D""]"	-	"[""TU0-8845""]"
PM0-4482	yghFp	3110921	"[""E""]"	-	"[""TU0-4242""]"
PM0-44820	rdlCp3	1269614	"[""D""]"	+	"[""TU0-8498""]"
PM0-44821	ychNp4	1272878	"[""E""]"	-	"[""TU0-8690""]"
PM0-44822	tprp1	1286411	"[""D""]"	-	"[""TU0-41710""]"
PM0-44823	purUp3	1287974	"[""D""]"	-	"[""TU0-13182""]"
PM0-44824	purUp4	1287979	"[""D""]"	-	"[""TU0-41711""]"
PM0-44825	purUp5	1287976	"[""D""]"	-	"[""TU0-41712""]"
PM0-44826	tdkp1	1292739	"[""E""]"	+	"[""TU0-8527""]"
PM0-44827	tdkp8	1292716	"[""D""]"	+	"[""TU0-41713""]"
PM0-44828	ychEp8	1297675	"[""S""]"	+	"[""TU0-13185""]"
PM0-44829	yciUp4	1305383	"[""D""]"	-	"[""TU0-41714""]"
PM0-44830	yciUp5	1305376	"[""E""]"	-	"[""TU0-41715""]"
PM0-44831	yciUp6	1305373	"[""D""]"	-	"[""TU0-41716""]"
PM0-44832	yciAp8	1310438	"[""H""]"	-	"[""TU0-13189""]"
PM0-44833	yciBp3	1311079	"[""E""]"	-	"[""TU0-41717""]"
PM0-44834	yciEp2	1313421	"[""D""]"	-	"[""TU0-41718""]"
PM0-44835	yciEp6	1313262	"[""E""]"	-	"[""TU0-41719""]"
PM0-44836	yciEp7	1313345	"[""H""]"	-	"[""TU0-41720""]"
PM0-44837	trpAp4	1315327	"[""D""]"	-	"[""TU0-41721""]"
PM0-44838	trpAp5	1315330	"[""D""]"	-	"[""TU0-41722""]"
PM0-44839	trpAp7	1315363	"[""H""]"	-	"[""TU0-41723""]"
PM0-44840	trpAp8	1315265	"[""F""]"	-	"[""TU0-41724""]"
PM0-44841	yciNp5	1328827	"[""D""]"	-	"[""TU0-8692""]"
PM0-44842	yciNp8	1328726	"[""H""]"	-	"[""TU0-41725""]"
PM0-44843	yciNp9	1328781	"[""E""]"	-	"[""TU0-41726""]"
PM0-44844	yciNp10	1328713	"[""D""]"	-	"[""TU0-41727""]"
PM0-44845	yciNp11	1328814	"[""D""]"	-	"[""TU0-41728""]"
PM0-44846	ymiAp6	1333129	"[""D""]"	+	"[""TU0-13198""]"
PM0-44847	ymiAp7	1333080	"[""D""]"	+	"[""TU0-41729""]"
PM0-44848	pgpBp4	1337259	"[""D""]"	+	"[""TU0-13199""]"
PM0-44849	pgpBp5	1337217	"[""E""]"	+	"[""TU0-41730""]"
PM0-44850	pgpBp6	1337186	"[""D""]"	+	"[""TU0-41731""]"
PM0-44851	pgpBp7	1337332	"[""D""]"	+	"[""TU0-41732""]"
PM0-44852	pgpBp8	1337206	"[""F""]"	+	"[""TU0-41733""]"
PM0-44853	pgpBp9	1337189	"[""N""]"	+	"[""TU0-41734""]"
PM0-44854	yciTp1	1342568	"[""E""]"	-	"[""TU0-41735""]"
PM0-44855	yciWp4	1348260	"[""E""]"	-	"[""TU0-13203""]"
PM0-44856	ycjDp4	1349890	"[""E""]"	-	"[""TU0-13205""]"
PM0-44857	ycjDp5	1349920	"[""N""]"	-	"[""TU0-41736""]"
PM0-44858	sapFp5	1350681	"[""E""]"	-	"[""TU0-41737""]"
PM0-44859	ymjAp5	1355834	"[""H""]"	-	"[""TU0-13207""]"
PM0-44860	ycjMp3	1368209	"[""D""]"	+	"[""TU0-13212""]"
PM0-44861	ycjMp4	1368027	"[""E""]"	+	"[""TU0-41738""]"
PM0-44862	ycjWp2	1382015	"[""D""]"	-	"[""TU0-8695""]"
PM0-44863	mpaAp2	1388661	"[""D""]"	-	"[""TU0-41739""]"
PM0-44864	mpaAp4	1388663	"[""F"", ""H""]"	-	"[""TU0-41740""]"
PM0-44865	ycjYp6	1390096	"[""H""]"	-	"[""TU0-13216"", ""TU0-42524""]"
PM0-44866	ycjZp7	1389896	"[""H""]"	+	"[""TU0-13217""]"
PM0-44867	mppAp4	1391228	"[""H""]"	+	"[""TU0-13218""]"
PM0-44868	mppAp5	1391078	"[""E""]"	+	"[""TU0-41741""]"
PM0-44869	mppAp9	1391163	"[""D""]"	+	"[""TU0-41742""]"
PM0-44870	mppAp13	1391145	"[""D""]"	+	"[""TU0-41743""]"
PM0-44871	insHp7	1393995	"[""F""]"	+	"[""TU0-13219""]"
PM0-44872	smrAp1	1403960	"[""E""]"	+	"[""TU0-8696""]"
PM0-44873	dbpAp2	1407362	"[""E""]"	+	"[""TU0-41744""]"
PM0-44874	ttcAp5	1410009	"[""D""]"	-	"[""TU0-13225""]"
PM0-44875	intRp4	1411284	"[""E""]"	-	"[""TU0-41745""]"
PM0-44876	racCp4	1415835	"[""E""]"	-	"[""TU0-13227""]"
PM0-44877	racCp6	1415839	"[""E""]"	-	"[""TU0-41746""]"
PM0-44878	ydaEp5	1416243	"[""D""]"	-	"[""TU0-41747""]"
PM0-44879	racRp3	1418268	"[""D""]"	-	"[""TU0-13230""]"
PM0-44880	racRp4	1418473	"[""D""]"	-	"[""TU0-41748""]"
PM0-44881	racRp5	1418266	"[""D""]"	-	"[""TU0-41749""]"
PM0-44882	ydaSp2	1418301	"[""D""]"	+	"[""TU0-13231""]"
PM0-44883	ydaSp3	1418194	"[""H""]"	+	"[""TU0-41750""]"
PM0-44884	ydaSp4	1418284	"[""D""]"	+	"[""TU0-41751""]"
PM0-44885	ydaSp6	1418367	"[""D""]"	+	"[""TU0-41752""]"
PM0-44886	trkGp1	1421765	"[""D""]"	+	"[""TU0-13233""]"
PM0-44887	trkGp7	1421695	"[""D""]"	+	"[""TU0-41753""]"
PM0-44888	trkGp8	1421773	"[""D""]"	+	"[""TU0-41754""]"
PM0-44889	ynaKp4	1423337	"[""D""]"	+	"[""TU0-13234""]"
PM0-44890	ynaKp6	1423273	"[""D""]"	+	"[""TU0-41755""]"
PM0-44891	ynaKp8	1423288	"[""D""]"	+	"[""TU0-41756""]"
PM0-44892	ynaKp10	1423243	"[""D""]"	+	"[""TU0-41757""]"
PM0-44893	insHp3	1426950	"[""H""]"	-	"[""TU0-8834""]"
PM0-44894	pinRp1	1431736	"[""E""]"	-	"[""TU0-13237""]"
PM0-44895	ompNp3	1435103	"[""D""]"	-	"[""TU0-13240""]"
PM0-44896	ompNp4	1435008	"[""D""]"	-	"[""TU0-41758""]"
PM0-44897	ompNp6	1435082	"[""D""]"	-	"[""TU0-41759""]"
PM0-44898	ydbKp4	1438870	"[""D""]"	-	"[""TU0-41760""]"
PM0-44899	ydbJp1	1438880	"[""E""]"	+	"[""TU0-41761""]"
PM0-44900	ydbHp9	1440924	"[""D""]"	+	"[""TU0-13242""]"
PM0-44901	ydbCp1	1472212	"[""D""]"	+	"[""TU0-13248""]"
PM0-44902	ynbAp3	1475486	"[""H""]"	+	"[""TU0-13250""]"
PM0-44903	ynbAp5	1475495	"[""D""]"	+	"[""TU0-41762""]"
PM0-44904	azoRp1	1480897	"[""E""]"	-	"[""TU0-8771""]"
PM0-44905	azoRp6	1480951	"[""E""]"	-	"[""TU0-41763""]"
PM0-44906	azoRp8	1481015	"[""H""]"	-	"[""TU0-41764""]"
PM0-44907	ydcFp3	1485226	"[""D""]"	+	"[""TU0-13252""]"
PM0-44908	ydcFp4	1485255	"[""F""]"	+	"[""TU0-41765""]"
PM0-44909	cybBp5	1488785	"[""E""]"	+	"[""TU0-13253""]"
PM0-44910	cybBp6	1488911	"[""D""]"	+	"[""TU0-41766""]"
PM0-44911	cybBp7	1488790	"[""E""]"	+	"[""TU0-41767""]"
PM0-44912	ydcAp6	1489671	"[""E""]"	+	"[""TU0-13254""]"
PM0-44913	ydcAp7	1489677	"[""E""]"	+	"[""TU0-41768""]"
PM0-44914	mokBp3	1490329	"[""D""]"	-	"[""TU0-13256""]"
PM0-44915	sokBp3	1490140	"[""D""]"	+	"[""TU0-13257""]"
PM0-44916	ydcIp4	1493141	"[""D""]"	-	"[""TU0-41769""]"
PM0-44917	ydcJp10	1493157	"[""D""]"	+	"[""TU0-13258""]"
PM0-44918	ydcJp11	1493178	"[""D""]"	+	"[""TU0-41770""]"
PM0-44919	opgDp4	1494669	"[""E""]"	+	"[""TU0-13259""]"
PM0-44920	opgDp7	1494706	"[""D""]"	+	"[""TU0-41771""]"
PM0-44921	opgDp8	1494679	"[""H""]"	+	"[""TU0-41772""]"
PM0-44922	opgDp9	1494800	"[""D""]"	+	"[""TU0-41773""]"
PM0-44923	ydcKp8	1498664	"[""E""]"	-	"[""TU0-8701""]"
PM0-44924	ydcLp1	1500393	"[""D""]"	+	"[""TU0-13261""]"
PM0-44925	ydcLp4	1500369	"[""D""]"	+	"[""TU0-41774""]"
PM0-44926	ydcLp5	1500470	"[""D""]"	+	"[""TU0-41775""]"
PM0-44927	ydcLp6	1500469	"[""D""]"	+	"[""TU0-41776""]"
PM0-44928	ydcLp7	1500347	"[""E""]"	+	"[""TU0-41777""]"
PM0-44929	ydcNp5	1504178	"[""D""]"	+	"[""TU0-13264""]"
PM0-44930	ydcPp2	1504778	"[""D""]"	+	"[""TU0-13265""]"
PM0-44931	ydcSp7	1509539	"[""D""]"	+	"[""TU0-3644""]"
PM0-44932	ydcSp9	1509477	"[""D""]"	+	"[""TU0-41778""]"
PM0-44933	patDp3	1513439	"[""E""]"	+	"[""TU0-13268""]"
PM0-44934	patDp4	1513464	"[""E""]"	+	"[""TU0-41779""]"
PM0-44935	yncLp4	1515270	"[""D""]"	-	"[""TU0-14241""]"
PM0-44936	ydcXp1	1515245	"[""E""]"	+	"[""TU0-13269""]"
PM0-44937	ydcXp7	1515260	"[""D""]"	+	"[""TU0-41780""]"
PM0-44938	ydcXp9	1515378	"[""H""]"	+	"[""TU0-41781""]"
PM0-44939	ydcYp3	1515634	"[""D""]"	+	"[""TU0-13270""]"
PM0-44940	ydcZp1	1516399	"[""E""]"	-	"[""TU0-41782""]"
PM0-44941	yncBp4	1516916	"[""E""]"	+	"[""TU0-13272""]"
PM0-44942	mcbRp3	1518120	"[""H""]"	+	"[""TU0-13273""]"
PM0-44943	yncDp11	1521300	"[""F""]"	-	"[""TU0-8637""]"
PM0-44944	pptAp6	1530891	"[""D""]"	+	"[""TU0-13280""]"
PM0-44945	pptAp7	1530882	"[""E""]"	+	"[""TU0-41783""]"
PM0-44946	nhoAp2	1531987	"[""E""]"	+	"[""TU0-8818""]"
PM0-44947	yddEp5	1533893	"[""H""]"	-	"[""TU0-13281""]"
PM0-44948	yddJp1	1542890	"[""E""]"	-	"[""TU0-41784""]"
PM0-44949	yddJp5	1542849	"[""D""]"	-	"[""TU0-41785""]"
PM0-44950	yddJp6	1542875	"[""D""]"	-	"[""TU0-41786""]"
PM0-44951	yddJp8	1542782	"[""E""]"	-	"[""TU0-41787""]"
PM0-44952	yddJp9	1542787	"[""E""]"	-	"[""TU0-41788""]"
PM0-44953	adhPp5	1552018	"[""F""]"	-	"[""TU0-13286""]"
PM0-44954	maeAp3	1553766	"[""D""]"	-	"[""TU0-13287""]"
PM0-44955	maeAp4	1553751	"[""H""]"	-	"[""TU0-41789""]"
PM0-44956	dosPp3	1563767	"[""H""]"	-	"[""TU0-41790""]"
PM0-44957	yddWp6	1566876	"[""D""]"	-	"[""TU0-13288""]"
PM0-44958	gadCp1	1568608	"[""E""]"	-	"[""TU0-41791""]"
PM0-44959	gadCp5	1568551	"[""E""]"	-	"[""TU0-41792""]"
PM0-44960	gadCp6	1568601	"[""E""]"	-	"[""TU0-41793""]"
PM0-44961	yddBp6	1575690	"[""E""]"	-	"[""TU0-41794""]"
PM0-44962	ydeNp3	1580753	"[""D""]"	-	"[""TU0-13292""]"
PM0-44963	ydeNp7	1580579	"[""D""]"	-	"[""TU0-41795""]"
PM0-44964	ydeRp1	1586322	"[""E""]"	-	"[""TU0-41796""]"
PM0-44965	yneEp5	1607206	"[""E""]"	-	"[""TU0-13301""]"
PM0-44966	yneEp7	1607164	"[""D""]"	-	"[""TU0-41797""]"
PM0-44967	yneFp7	1609898	"[""E""]"	-	"[""TU0-13302""]"
PM0-44968	sadp5	1612823	"[""E""]"	-	"[""TU0-13304""]"
PM0-44969	yneJp5	1612804	"[""D""]"	+	"[""TU0-13305""]"
PM0-44970	yneJp6	1612812	"[""H""]"	+	"[""TU0-41798""]"
PM0-44971	yneKp5	1613755	"[""D""]"	+	"[""TU0-13306""]"
PM0-44972	yneKp6	1613574	"[""H""]"	+	"[""TU0-41799""]"
PM0-44973	ydeEp1	1619328	"[""D""]"	+	"[""TU0-8705""]"
PM0-44974	ydeEp4	1619288	"[""D""]"	+	"[""TU0-41800""]"
PM0-44975	ydeIp1	1622540	"[""E""]"	-	"[""TU0-13309""]"
PM0-44976	ydeIp5	1622583	"[""D""]"	-	"[""TU0-41801""]"
PM0-44977	ydeIp6	1622567	"[""D""]"	-	"[""TU0-41802""]"
PM0-44978	dcpp3	1625446	"[""H""]"	-	"[""TU0-8783""]"
PM0-44979	ydfKp5	1631009	"[""E""]"	+	"[""TU0-41803""]"
PM0-44980	pinQp1	1631608	"[""E""]"	+	"[""TU0-13316""]"
PM0-44981	tfaQp6	1632980	"[""H""]"	-	"[""TU0-41804""]"
PM0-44982	ynfOp1	1634751	"[""E""]"	+	"[""TU0-13318""]"
PM0-44983	ynfNp5	1636221	"[""D""]"	-	"[""TU0-13320""]"
PM0-44984	ynfNp6	1636323	"[""D""]"	-	"[""TU0-41805""]"
PM0-44985	cspFp6	1639789	"[""D""]"	+	"[""TU0-8779""]"
PM0-44986	cspFp7	1639714	"[""D""]"	+	"[""TU0-41806""]"
PM0-44987	cspFp8	1639870	"[""E""]"	+	"[""TU0-41807""]"
PM0-44988	remp1	1642996	"[""E""]"	-	"[""TU0-13323""]"
PM0-44989	remp2	1642999	"[""D""]"	-	"[""TU0-41808""]"
PM0-44990	ydfAp6	1646481	"[""H""]"	+	"[""TU0-13329""]"
PM0-44991	ydfAp8	1646460	"[""D""]"	+	"[""TU0-41809""]"
PM0-44992	ynfAp4	1653723	"[""H""]"	-	"[""TU0-13334""]"
PM0-44993	ynfAp5	1653714	"[""D""]"	-	"[""TU0-41810""]"
PM0-44994	ynfAp7	1653703	"[""E""]"	-	"[""TU0-41811""]"
PM0-44995	ynfCp9	1655571	"[""H""]"	-	"[""TU0-8639""]"
PM0-44996	ynfDp6	1655438	"[""E""]"	+	"[""TU0-13336""]"
PM0-44997	ynfKp5	1665264	"[""D""]"	-	"[""TU0-13338""]"
PM0-44998	ynfKp6	1665359	"[""D""]"	-	"[""TU0-41812""]"
PM0-44999	ynfLp6	1667676	"[""D""]"	-	"[""TU0-13340""]"
PM0-45000	ynfMp4	1667654	"[""D""]"	+	"[""TU0-41813""]"
PM0-45001	ynfMp5	1667657	"[""D""]"	+	"[""TU0-41814""]"
PM0-45002	ydgDp4	1669977	"[""H""]"	+	"[""TU0-13342""]"
PM0-45003	ydgDp7	1669981	"[""H""]"	+	"[""TU0-41815""]"
PM0-45004	pntBp6	1674572	"[""H""]"	-	"[""TU0-41816""]"
PM0-45005	ydgHp5	1676401	"[""H""]"	+	"[""TU0-13344""]"
PM0-45006	ydgCp3	1680086	"[""D""]"	-	"[""TU0-8707""]"
PM0-45007	tusp2	1682197	"[""N""]"	+	"[""TU0-13346""]"
PM0-45008	uidCp5	1691012	"[""D""]"	-	"[""TU0-41817""]"
PM0-45009	uidCp6	1691030	"[""D""]"	-	"[""TU0-41818""]"
PM0-45010	addp6	1700226	"[""D""]"	+	"[""TU0-13350""]"
PM0-45011	ydgJp6	1702423	"[""D""]"	-	"[""TU0-8708""]"
PM0-45012	cnup7	1702897	"[""D""]"	+	"[""TU0-13352""]"
PM0-45013	cnup8	1702888	"[""D""]"	+	"[""TU0-41819""]"
PM0-45014	cnup9	1702785	"[""D""]"	+	"[""TU0-41820""]"
PM0-45015	cnup10	1702836	"[""D""]"	+	"[""TU0-41821""]"
PM0-45016	anmKp9	1717697	"[""D""]"	-	"[""TU0-13355""]"
PM0-45017	slyAp10	1719038	"[""D""]"	-	"[""TU0-8511""]"
PM0-45018	slyAp13	1718873	"[""D""]"	-	"[""TU0-41822""]"
PM0-45019	slyAp14	1718889	"[""D""]"	-	"[""TU0-41823""]"
PM0-45020	ydhFp1	1723672	"[""E""]"	-	"[""TU0-13357""]"
PM0-45021	ydhFp3	1723679	"[""D""]"	-	"[""TU0-41824""]"
PM0-45022	ydhLp3	1723956	"[""D""]"	-	"[""TU0-13358""]"
PM0-45023	ydhBp2	1737833	"[""E""]"	-	"[""TU0-8331""]"
PM0-45024	ydhCp1	1737879	"[""E""]"	+	"[""TU0-13360""]"
PM0-45025	ydhCp5	1737873	"[""D""]"	+	"[""TU0-41825""]"
PM0-45026	ydhCp6	1737902	"[""D""]"	+	"[""TU0-41826""]"
PM0-45027	ribCp5	1741482	"[""D""]"	-	"[""TU0-8504""]"
PM0-45028	mdtKp9	1741399	"[""S"", ""D""]"	+	"[""TU0-8825""]"
PM0-45029	mdtKp10	1741293	"[""E""]"	+	"[""TU0-41827""]"
PM0-45030	ydhSp3	1745092	"[""E""]"	+	"[""TU0-13362""]"
PM0-45031	ydhSp5	1745137	"[""E""]"	+	"[""TU0-41828""]"
PM0-45032	ydhSp6	1745106	"[""E""]"	+	"[""TU0-41829""]"
PM0-45033	ydhTp1	1747593	"[""E""]"	-	"[""TU0-41830""]"
PM0-45034	ydhZp5	1753191	"[""D""]"	-	"[""TU0-13365""]"
PM0-45035	ydhZp6	1753233	"[""E""]"	-	"[""TU0-41831""]"
PM0-45036	ynhGp4	1756969	"[""H""]"	-	"[""TU0-13366""]"
PM0-45037	ynhGp7	1756968	"[""H""]"	-	"[""TU0-41832""]"
PM0-45038	sufEp3	1757505	"[""D""]"	-	"[""TU0-41833""]"
PM0-45039	rydBp1	1762954	"[""N""]"	-	"[""TU0-13367""]"
PM0-45040	rydBp2	1762948	"[""D""]"	-	"[""TU0-41834""]"
