# File from reconstruction/ecoli/flat/fold_changes.tsv for comparison purposes
"TF"	"Target"	"F_avg"	"F_sd"	"F_corrected"	"Regulation_direct"	"PS"	"PS_corrected"	"kd (units.mol/units.L)"
"crp"	"paaZ"	0.24	0.0	NaN	1	252	108	1e-09
"crp"	"paaA"	0.83	0.46	NaN	1	252	108	1e-09
"crp"	"paaB"	0.68	0.29	NaN	1	252	108	1e-09
"crp"	"paaC"	0.51	0.21	NaN	1	252	108	1e-09
"crp"	"paaD"	0.59	0.28	NaN	1	252	108	1e-09
"crp"	"paaG"	0.32	0.0	NaN	1	252	108	1e-09
"crp"	"paaH"	0.34	0.0	NaN	1	252	108	1e-09
"crp"	"paaJ"	0.65	0.3	NaN	1	252	108	1e-09
"crp"	"paaK"	0.98	0.41	NaN	1	252	108	1e-09
"crp"	"araG"	0.59	0.2	NaN	1	252	108	1e-09
"crp"	"gatD"	2.04	0.69	NaN	1	252	108	1e-09
"crp"	"gatC"	2.66	1.21	NaN	1	252	108	1e-09
"crp"	"gatB"	3.7	2.02	NaN	1	252	108	1e-09
"crp"	"gatA"	3.29	1.82	NaN	1	252	108	1e-09
"crp"	"gatZ"	2.74	1.41	NaN	1	252	108	1e-09
"crp"	"gatY"	2.43	1.12	NaN	1	252	108	1e-09
"crp"	"cdd"	0.62	0.0	NaN	2	252	108	1e-09
"crp"	"mglC"	1.16	0.49	NaN	1	252	108	1e-09
"crp"	"mglA"	2.51	0.93	NaN	1	252	108	1e-09
"crp"	"mglB"	2.21	0.91	NaN	1	252	108	1e-09
"crp"	"glpQ"	2.1	1.07	NaN	1	252	108	1e-09
"crp"	"glpT"	2.08	1.03	NaN	1	252	108	1e-09
"crp"	"glpA"	1.89	0.66	NaN	1	252	108	1e-09
"crp"	"glpB"	1.61	0.81	NaN	1	252	108	1e-09
"crp"	"glpC"	1.63	0.97	NaN	1	252	108	1e-09
"crp"	"ptsH"	0.63	0.29	NaN	-3	252	108	1e-09
"crp"	"ptsI"	0.35	0.52	NaN	-1	252	108	1e-09
"crp"	"crr"	0.48	0.19	NaN	-3	252	108	1e-09
"crp"	"murQ"	0.74	0.33	NaN	1	252	108	1e-09
"crp"	"guaA"	0.82	0.27	NaN	1	252	108	1e-09
"crp"	"guaB"	1.17	0.42	NaN	1	252	108	1e-09
"crp"	"ascF"	0.1	0.0	NaN	1	252	108	1e-09
"crp"	"relA"	0.13	0.0	NaN	1	252	108	1e-09
"crp"	"fucP"	0.86	0.46	NaN	1	252	108	1e-09
"crp"	"fucI"	0.83	0.0	NaN	1	252	108	1e-09
"crp"	"fucK"	0.59	0.0	NaN	1	252	108	1e-09
"crp"	"gcvH"	0.33	0.11	NaN	1	252	108	1e-09
"crp"	"gcvT"	0.63	0.07	NaN	1	252	108	1e-09
"crp"	"fbaA"	0.96	0.0	NaN	1	252	108	1e-09
"crp"	"epd"	1.04	0.67	NaN	1	252	108	1e-09
"crp"	"kbaZ"	0.5	0.3	NaN	1	252	108	1e-09
"crp"	"argG"	0.96	0.91	NaN	1	252	108	1e-09
"crp"	"nanK"	0.35	0.28	NaN	1	252	108	1e-09
"crp"	"nanE"	0.52	0.28	NaN	1	252	108	1e-09
"crp"	"nanT"	0.5	0.35	NaN	1	252	108	1e-09
"crp"	"nanA"	0.79	0.5	NaN	1	252	108	1e-09
"crp"	"gntT"	0.57	0.3	NaN	1	252	108	1e-09
"crp"	"glpD"	1.55	1.16	NaN	1	252	108	1e-09
"crp"	"glgA"	0.83	0.0	NaN	1	252	108	1e-09
"crp"	"glgC"	0.62	0.27	NaN	1	252	108	1e-09
"crp"	"ugpQ"	0.46	0.15	NaN	1	252	108	1e-09
"crp"	"ugpC"	0.47	0.17	NaN	1	252	108	1e-09
"crp"	"ugpE"	0.93	0.31	NaN	1	252	108	1e-09
"crp"	"ugpB"	0.98	0.19	NaN	1	252	108	1e-09
"crp"	"yiaK"	0.54	0.23	NaN	3	252	108	1e-09
"crp"	"yiaM"	0.41	1.01	NaN	-1	252	108	1e-09
"crp"	"yiaN"	0.86	0.0	NaN	2	252	108	1e-09
"crp"	"yiaO"	0.71	0.45	NaN	-3	252	108	1e-09
"crp"	"lyxK"	0.09	0.65	NaN	-1	252	108	1e-09
"crp"	"sgbE"	0.34	0.18	NaN	3	252	108	1e-09
"crp"	"mtlA"	0.56	0.07	NaN	1	252	108	1e-09
"crp"	"mtlD"	0.44	0.16	NaN	1	252	108	1e-09
"crp"	"uhpT"	1.5	0.29	NaN	1	252	108	1e-09
"crp"	"ilvN"	1.39	0.55	NaN	1	252	108	1e-09
"crp"	"ilvB"	1.33	0.65	NaN	1	252	108	1e-09
"crp"	"bglF"	0.69	0.06	NaN	1	252	108	1e-09
"crp"	"trxA"	0.3	0.18	NaN	-1	252	108	1e-09
# disabled because of negative feedback in acetate - cyaA -> cAMP -> cAMP-crp # "crp"	"cyaA"	1.03	0.24	NaN	-1	252	108	1e-09
"crp"	"udp"	0.83	0.47	NaN	3	252	108	1e-09
"crp"	"malG"	0.67	0.2	NaN	1	252	108	1e-09
"crp"	"malE"	1.41	0.61	NaN	1	252	108	1e-09
"crp"	"malK"	1.73	0.74	NaN	1	252	108	1e-09
"crp"	"lamB"	2.07	0.95	NaN	1	252	108	1e-09
"crp"	"actP"	2.58	1.25	NaN	1	252	108	1e-09
"crp"	"acs"	2.26	1.26	NaN	1	252	108	1e-09
"crp"	"proP"	0.7	1.18	NaN	-1	252	108	1e-09
"crp"	"melA"	0.67	0.22	NaN	1	252	108	1e-09
"crp"	"ulaA"	1.14	0.1	NaN	1	252	108	1e-09
"crp"	"ulaC"	0.62	0.0	NaN	1	252	108	1e-09
"crp"	"ulaD"	0.26	0.0	NaN	1	252	108	1e-09
"crp"	"ulaE"	0.28	0.1	NaN	1	252	108	1e-09
"crp"	"cpdB"	0.64	0.06	NaN	1	252	108	1e-09
"crp"	"nanC"	1.96	0.92	NaN	1	252	108	1e-09
"crp"	"gntP"	0.42	0.18	NaN	1	252	108	1e-09
"crp"	"uxuA"	0.66	0.3	NaN	1	252	108	1e-09
"crp"	"uxuB"	0.51	0.36	NaN	1	252	108	1e-09
"crp"	"deoA"	0.58	0.21	NaN	3	252	108	1e-09
"crp"	"deoB"	0.62	0.23	NaN	2	252	108	1e-09
"crp"	"deoD"	0.33	0.09	NaN	3	252	108	1e-09
"crp"	"hofC"	0.38	0.1	NaN	1	252	108	1e-09
"crp"	"hofB"	0.41	0.0	NaN	1	252	108	1e-09
"crp"	"ppdD"	0.63	0.0	NaN	1	252	108	1e-09
"crp"	"prpE"	0.54	0.21	NaN	1	252	108	1e-09
"crp"	"nmpC"	3.2	2.53	NaN	1	252	108	1e-09
"crp"	"cstA"	1.8	0.86	NaN	1	252	108	1e-09
"crp"	"nagD"	0.29	0.05	NaN	2	252	108	1e-09
"crp"	"bhsA"	1.03	0.1	NaN	-1	252	108	1e-09
"crp"	"hlyE"	1.08	0.52	NaN	1	252	108	1e-09
"crp"	"ychH"	1.18	0.6	NaN	1	252	108	1e-09
"crp"	"trg"	1.51	0.53	NaN	1	252	108	1e-09
"crp"	"sbmC"	1.24	0.46	NaN	1	252	108	1e-09
"crp"	"xseA"	0.87	0.22	NaN	-1	252	108	1e-09
"crp"	"lhgO"	0.91	0.49	NaN	1	252	108	1e-09
"crp"	"mazF"	0.12	0.0	NaN	1	252	108	1e-09
"crp"	"fucU"	0.42	0.0	NaN	1	252	108	1e-09
"crp"	"aer"	1.08	0.48	NaN	1	252	108	1e-09
"crp"	"agaV"	0.72	0.12	NaN	1	252	108	1e-09
"crp"	"pnp"	0.48	0.0	NaN	-1	252	108	1e-09
#"crp"	"rpsO"	0.88	0.28	NaN	-1	252	108	1e-09
"crp"	"truB"	0.32	0.0	NaN	-1	252	108	1e-09
"crp"	"nusA"	0.15	0.04	NaN	-1	252	108	1e-09
"crp"	"rimP"	0.35	0.12	NaN	-1	252	108	1e-09
"crp"	"yhfA"	0.23	0.07	NaN	-2	252	108	1e-09
"crp"	"ppiA"	0.4	0.07	NaN	2	252	108	1e-09
"crp"	"hofP"	0.42	0.06	NaN	1	252	108	1e-09
"crp"	"hofO"	0.29	0.0	NaN	1	252	108	1e-09
"crp"	"hofM"	0.24	0.0	NaN	1	252	108	1e-09
"crp"	"envZ"	0.34	0.12	NaN	3	252	108	1e-09
"crp"	"yiaL"	0.45	1.94	NaN	1	252	108	1e-09
"crp"	"sgbU"	0.03	0.53	NaN	-1	252	108	1e-09
"crp"	"ivbL"	1.12	0.49	NaN	1	252	108	1e-09
"crp"	"bglG"	0.44	0.37	NaN	1	252	108	1e-09
"crp"	"psiE"	1.41	0.63	NaN	-1	252	108	1e-09
"crp"	"malM"	1.43	0.49	NaN	1	252	108	1e-09
"crp"	"yjcH"	3.24	1.87	NaN	1	252	108	1e-09
"crp"	"hfq"	0.54	0.11	NaN	-1	252	108	1e-09
"crp"	"hflX"	0.3	0.21	NaN	-1	252	108	1e-09
"crp"	"hflK"	0.19	0.16	NaN	-1	252	108	1e-09
"crp"	"hflC"	0.68	0.01	NaN	-1	252	108	1e-09
"crp"	"nanM"	0.67	0.0	NaN	1	252	108	1e-09
"glpR"	"glpQ"	2.74	2.07	NaN	-1	9	4	5.689e-09
"glpR"	"glpT"	3.36	1.61	NaN	-1	9	4	5.689e-09
"glpR"	"glpA"	2.52	1.31	NaN	-1	9	4	5.689e-09
"glpR"	"glpB"	3.14	1.5	NaN	-1	9	4	5.689e-09
"glpR"	"glpC"	2.61	1.43	NaN	-1	9	4	5.689e-09
"glpR"	"glpD"	3.46	0.64	NaN	-1	9	4	5.689e-09
"glpR"	"glpX"	0.72	0.21	NaN	-1	9	4	5.689e-09
"glpR"	"glpK"	2.6	0.62	NaN	-1	9	4	5.689e-09
"glpR"	"glpF"	3.37	1.02	NaN	-1	9	4	5.689e-09
"gntR"	"eda"	0.44	0.1	NaN	-1	4	3	5.6e-09
"gntR"	"edd"	0.95	0.22	NaN	-1	4	3	5.6e-09
"gntR"	"gntT"	0.08	0.0	NaN	-1	4	3	5.6e-09
"gntR"	"gntK"	1.46	1.82	NaN	-1	4	3	5.6e-09
"gadE"	"gadW"	1.47	0.0	NaN	1	35	18	5.689e-09
"gadE"	"gadC"	3.03	0.0	NaN	2	35	18	5.689e-09
"gadE"	"gadB"	3.64	0.0	NaN	2	35	18	5.689e-09
"gadE"	"gadA"	3.57	0.0	NaN	2	35	18	5.689e-09
"gadE"	"sra"	0.15	0.0	NaN	1	35	18	5.689e-09
"gadE"	"yhiM"	1.12	0.23	NaN	1	35	18	5.689e-09
"gadE"	"yhiD"	2.31	0.0	NaN	2	35	18	5.689e-09
"gadE"	"hdeB"	5.05	0.0	NaN	2	35	18	5.689e-09
"gadE"	"hdeA"	4.45	0.0	NaN	2	35	18	5.689e-09
"gadE"	"hdeD"	3.17	0.02	NaN	4	35	18	5.689e-09
"gadE"	"mdtE"	0.21	0.0	NaN	1	35	18	5.689e-09
"gadW"	"gadX"	0.25	0.0	NaN	-2	7	3	5.689e-09
"gadX"	"gadE"	0.64	0.09	NaN	1	13	7	5.689e-09
"uhpA"	"uhpT"	2.25	0.0	NaN	1	1	1	5.689e-09
"dnaA"	"aldA"	0.92	0.0	NaN	-1	10	5	5.689e-09
"dnaA"	"nrdA"	0.61	0.0	NaN	2	10	5	5.689e-09
"dnaA"	"nrdB"	0.55	0.0	NaN	2	10	5	5.689e-09
"metR"	"glyA"	0.18	0.0	NaN	2	4	4	4e-09
"metR"	"hmp"	0.05	0.0	NaN	1	4	4	4e-09
"glnG"	"glnG"	1.01	0.23	NaN	2	11	3	1e-10
"glnG"	"glnQ"	0.89	0.47	NaN	3	11	3	1e-10
"glnG"	"glnP"	0.88	0.54	NaN	3	11	3	1e-10
"glnG"	"glnH"	1.45	0.32	NaN	2	11	3	1e-10
"glnG"	"astD"	1.25	0.0	NaN	1	11	3	1e-10
"glnG"	"astA"	0.31	0.0	NaN	1	11	3	1e-10
"glnG"	"glnA"	1.2	0.7	NaN	3	11	3	1e-10
"glnG"	"glnL"	1.14	0.64	NaN	3	11	3	1e-10
"cpxR"	"cpxR"	2.35	0.23	NaN	1	42	25	5.689e-09
"cpxR"	"aroG"	0.34	0.05	NaN	1	42	25	5.689e-09
"cpxR"	"ompF"	0.7	0.36	NaN	-1	42	25	5.689e-09
"cpxR"	"dsbA"	0.55	0.1	NaN	1	42	25	5.689e-09
"cpxR"	"hha"	0.53	0.15	NaN	1	42	25	5.689e-09
"cpxR"	"tomB"	0.57	0.14	NaN	1	42	25	5.689e-09
"cpxR"	"yccA"	0.7	0.12	NaN	1	42	25	5.689e-09
"cpxR"	"efeU_2"	0.48	0.0	NaN	1	42	25	5.689e-09
"cpxR"	"csgC"	0.38	0.0	NaN	-1	42	25	5.689e-09
"cpxR"	"ycfS"	0.34	0.0	NaN	1	42	25	5.689e-09
"cpxR"	"yebE"	0.19	0.0	NaN	1	42	25	5.689e-09
"cpxR"	"cheW"	0.34	0.0	NaN	-1	42	25	5.689e-09
"cpxR"	"cheA"	0.31	0.05	NaN	-1	42	25	5.689e-09
"cpxR"	"mdtB"	0.28	0.0	NaN	1	42	25	5.689e-09
"cpxR"	"mdtC"	0.15	0.0	NaN	1	42	25	5.689e-09
"cpxR"	"yqjA"	0.3	0.12	NaN	1	42	25	5.689e-09
"cpxR"	"ppiA"	0.61	0.0	NaN	1	42	25	5.689e-09
"cpxR"	"rdoA"	0.57	0.08	NaN	1	42	25	5.689e-09
"cytR"	"tsx"	1.54	0.0	NaN	-1	11	8	5.689e-09
"cytR"	"cdd"	1.15	0.0	NaN	-1	11	8	5.689e-09
"cytR"	"udp"	1.91	0.0	NaN	-1	11	8	5.689e-09
"metJ"	"folE"	0.91	0.01	NaN	-1	7	6	4.5e-08
"metJ"	"metC"	0.71	0.0	NaN	-1	7	6	4.5e-08
"metJ"	"metF"	1.66	0.02	NaN	-1	7	6	4.5e-08
"metJ"	"metA"	1.51	0.02	NaN	-1	7	6	4.5e-08
"metJ"	"yeiB"	0.69	0.06	NaN	-1	7	6	4.5e-08
"oxyR"	"fur"	0.34	0.09	NaN	1	25	15	5.689e-09
"oxyR"	"dsbG"	0.17	0.0	NaN	1	25	15	5.689e-09
"oxyR"	"grxA"	1.82	0.77	NaN	1	25	15	5.689e-09
"oxyR"	"sufE"	1.03	0.4	NaN	1	25	15	5.689e-09
"oxyR"	"sufS"	1.04	0.38	NaN	1	25	15	5.689e-09
"oxyR"	"sufC"	0.92	0.43	NaN	1	25	15	5.689e-09
"oxyR"	"sufB"	1.23	0.49	NaN	1	25	15	5.689e-09
"oxyR"	"sufA"	1.13	0.44	NaN	1	25	15	5.689e-09
"oxyR"	"mntH"	1.35	0.54	NaN	1	25	15	5.689e-09
"oxyR"	"trxC"	0.86	0.5	NaN	1	25	15	5.689e-09
"oxyR"	"katG"	1.04	0.52	NaN	1	25	15	5.689e-09
"oxyR"	"ahpC"	1.6	0.07	NaN	1	25	15	5.689e-09
"oxyR"	"ahpF"	1.95	1.06	NaN	1	25	15	5.689e-09
"oxyR"	"ybjC"	0.49	0.47	NaN	-1	25	15	5.689e-09
"oxyR"	"nfsA"	0.55	0.53	NaN	-1	25	15	5.689e-09
"oxyR"	"rimK"	0.4	0.43	NaN	-1	25	15	5.689e-09
"oxyR"	"ybjN"	0.55	0.28	NaN	-1	25	15	5.689e-09
"oxyR"	"hcr"	1.25	1.0	NaN	1	25	15	5.689e-09
"oxyR"	"hcp"	1.96	0.54	NaN	1	25	15	5.689e-09
"oxyR"	"flu"	2.43	0.66	NaN	-1	25	15	5.689e-09
"oxyR"	"yhjA"	0.49	0.27	NaN	1	25	15	5.689e-09
"lexA"	"rpoD"	0.65	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"polB"	0.95	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"uvrB"	2.01	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"dinG"	1.01	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"ftsK"	0.07	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"dinI"	3.94	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"umuD"	1.83	2.0	NaN	-1	19	13	1.67e-09
"lexA"	"umuC"	2.7	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"ydjM"	1.12	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"recN"	4.24	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"recX"	1.39	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"recA"	1.63	1.66	NaN	-1	19	13	1.67e-09
"lexA"	"dinF"	0.65	0.0	NaN	-1	19	13	1.67e-09
"lexA"	"symE"	0.6	0.07	NaN	-1	19	13	1.67e-09
"soxS"	"fur"	0.42	0.13	NaN	1	26	17	5.689e-09
"soxS"	"marA"	0.51	0.16	NaN	1	26	17	5.689e-09
"soxS"	"fldA"	0.47	0.58	NaN	1	26	17	5.689e-09
"soxS"	"ptsG"	0.42	0.07	NaN	1	26	17	5.689e-09
"soxS"	"ribA"	0.49	0.43	NaN	1	26	17	5.689e-09
"soxS"	"rfaZ"	0.36	0.16	NaN	1	26	17	5.689e-09
"soxS"	"waaY"	0.27	0.08	NaN	1	26	17	5.689e-09
"soxR"	"soxS"	1.98	2.26	NaN	1	3	3	5.689e-09
"basR"	"putA"	0.26	0.13	NaN	-1	11	7	5.689e-09
"basR"	"dgkA"	0.16	0.01	NaN	1	11	7	5.689e-09
"basR"	"hha"	0.46	0.08	NaN	1	11	7	5.689e-09
"basR"	"yrbL"	0.61	0.16	NaN	-1	11	7	5.689e-09
"basR"	"fimB"	1.17	0.27	NaN	1	11	7	5.689e-09
"dcuR"	"dpiA"	0.4	0.14	NaN	1	9	4	0.00011
"dcuR"	"dctA"	1.27	1.27	NaN	1	9	4	0.00011
"dcuR"	"fumB"	1.91	0.85	NaN	1	9	4	0.00011
"dcuR"	"dcuB"	2.55	1.02	NaN	1	9	4	0.00011
"dcuR"	"frdD"	0.82	0.38	NaN	1	9	4	0.00011
"dcuR"	"frdC"	1.31	0.15	NaN	1	9	4	0.00011
"dcuR"	"frdB"	0.95	0.3	NaN	1	9	4	0.00011
"dcuR"	"frdA"	1.01	0.48	NaN	1	9	4	0.00011
"dcuR"	"dpiB"	0.62	0.0	NaN	1	9	4	0.00011
"nsrR"	"nrfA"	1.09	0.16	NaN	-1	13	4	5.689e-09
"nsrR"	"nrfB"	0.8	0.0	NaN	-1	13	4	5.689e-09
"nsrR"	"nrfC"	0.7	0.0	NaN	-1	13	4	5.689e-09
"nsrR"	"nrfD"	0.56	0.0	NaN	-1	13	4	5.689e-09
"nsrR"	"ytfE"	5.2	0.0	NaN	-1	13	4	5.689e-09
"nsrR"	"hcr"	2.72	0.0	NaN	-1	13	4	5.689e-09
"nsrR"	"hcp"	2.07	1.77	NaN	-1	13	4	5.689e-09
"yjiE"	"metQ"	0.68	0.44	NaN	1	5	2	5.689e-09
"yjiE"	"metI"	0.68	0.24	NaN	1	5	2	5.689e-09
"yjiE"	"metN"	0.68	0.33	NaN	1	5	2	5.689e-09
"yjiE"	"cydA"	1.84	0.0	NaN	1	5	2	5.689e-09
"yjiE"	"cydB"	1.26	0.0	NaN	1	5	2	5.689e-09
"bglJ"	"leuO"	2.35	1.96	NaN	1	4	2	5.689e-09
"bglJ"	"bglB"	1.94	0.27	NaN	1	4	2	5.689e-09
"trpR"	"trpA"	1.83	0.02	NaN	-1	12	5	1e-08
"trpR"	"trpB"	1.77	0.03	NaN	-1	12	5	1e-08
"trpR"	"trpC"	1.63	0.02	NaN	-1	12	5	1e-08
"trpR"	"trpD"	2.08	0.04	NaN	-1	12	5	1e-08
"trpR"	"trpE"	2.46	0.01	NaN	-1	12	5	1e-08
"trpR"	"aroH"	1.02	0.04	NaN	-1	12	5	1e-08
"trpR"	"trpL"	2.37	0.0	NaN	-1	12	5	1e-08
"creB"	"creD"	0.34	0.06	NaN	1	1	1	5.689e-09
"arcA"	"rpoS"	0.62	0.27	NaN	-1	49	19	1.3e-05
"arcA"	"lldR"	1.29	0.31	NaN	-1	49	19	1.3e-05
"arcA"	"lpd"	1.09	0.39	NaN	-1	49	19	1.3e-05
"arcA"	"fadE"	0.48	0.36	NaN	-1	49	19	1.3e-05
"arcA"	"sdhC"	2.8	0.87	NaN	-1	49	19	1.3e-05
"arcA"	"sdhD"	2.66	0.84	NaN	-1	49	19	1.3e-05
"arcA"	"sdhA"	2.44	0.73	NaN	-1	49	19	1.3e-05
"arcA"	"sdhB"	1.93	0.65	NaN	-1	49	19	1.3e-05
"arcA"	"sucA"	1.73	0.81	NaN	-1	49	19	1.3e-05
"arcA"	"sucB"	1.9	0.77	NaN	-1	49	19	1.3e-05
"arcA"	"sucC"	1.84	1.05	NaN	-1	49	19	1.3e-05
"arcA"	"sucD"	1.69	0.51	NaN	-1	49	19	1.3e-05
"arcA"	"cydA"	3.19	1.05	NaN	1	49	19	1.3e-05
"arcA"	"cydB"	2.63	0.89	NaN	1	49	19	1.3e-05
"arcA"	"moeB"	0.15	0.07	NaN	1	49	19	1.3e-05
"arcA"	"moeA"	0.26	0.24	NaN	1	49	19	1.3e-05
"arcA"	"pflB"	1.14	0.4	NaN	1	49	19	1.3e-05
"arcA"	"focA"	0.71	0.38	NaN	1	49	19	1.3e-05
"arcA"	"ptsG"	0.71	0.41	NaN	-1	49	19	1.3e-05
"arcA"	"icd"	1.79	0.39	NaN	-1	49	19	1.3e-05
"arcA"	"aldA"	1.53	0.43	NaN	-1	49	19	1.3e-05
"arcA"	"fadD"	0.67	0.32	NaN	-1	49	19	1.3e-05
"arcA"	"nuoN"	0.71	0.24	NaN	-1	49	19	1.3e-05
"arcA"	"nuoM"	0.74	0.28	NaN	-1	49	19	1.3e-05
"arcA"	"nuoL"	0.8	0.36	NaN	-1	49	19	1.3e-05
"arcA"	"nuoK"	0.7	0.32	NaN	-1	49	19	1.3e-05
"arcA"	"nuoJ"	0.73	0.26	NaN	-1	49	19	1.3e-05
"arcA"	"nuoI"	0.94	0.42	NaN	-1	49	19	1.3e-05
"arcA"	"nuoH"	0.73	0.38	NaN	-1	49	19	1.3e-05
"arcA"	"nuoG"	0.73	0.37	NaN	-1	49	19	1.3e-05
"arcA"	"nuoF"	0.72	0.24	NaN	-1	49	19	1.3e-05
"arcA"	"nuoE"	0.84	0.33	NaN	-1	49	19	1.3e-05
"arcA"	"nuoC"	0.87	0.36	NaN	-1	49	19	1.3e-05
"arcA"	"nuoB"	0.85	0.38	NaN	-1	49	19	1.3e-05
"arcA"	"nuoA"	0.9	0.37	NaN	-1	49	19	1.3e-05
"arcA"	"fadJ"	0.54	0.3	NaN	-1	49	19	1.3e-05
"arcA"	"fadI"	0.67	0.29	NaN	-1	49	19	1.3e-05
"arcA"	"fadL"	0.71	0.32	NaN	-1	49	19	1.3e-05
"arcA"	"glcA"	0.38	0.14	NaN	-1	49	19	1.3e-05
"arcA"	"glcB"	1.02	0.6	NaN	-1	49	19	1.3e-05
"arcA"	"glcD"	0.95	0.78	NaN	-1	49	19	1.3e-05
"arcA"	"lldP"	1.05	0.17	NaN	-1	49	19	1.3e-05
"arcA"	"lldD"	0.58	0.17	NaN	-1	49	19	1.3e-05
"arcA"	"fadA"	0.64	0.31	NaN	-1	49	19	1.3e-05
"arcA"	"fadB"	1.1	0.56	NaN	-1	49	19	1.3e-05
"arcA"	"glcF"	0.72	0.62	NaN	-1	49	19	1.3e-05
"arcA"	"glcG"	0.76	0.54	NaN	-1	49	19	1.3e-05
"arcA"	"uvrA"	0.28	0.07	NaN	-1	49	19	1.3e-05
"arcA"	"ssb"	0.18	0.06	NaN	-1	49	19	1.3e-05
#"putA"	"putA"	1.73	0.21	NaN	-1	2	2	5.689e-09
"putA"	"putP"	2.32	0.43	NaN	-1	2	2	5.689e-09
"leuO"	"bglB"	0.17	0.0	1.7749	1	13	4	5.689e-09
"hns"	"gadX"	3.85	1.46	3.5974	-1	90	41	5.689e-09
"cysB"	"ssuA"	0.97	0.32	NaN	-1	17	6	2.3667e-08
"fnr"	"dmsA"	2.34	0.78	NaN	1	97	28	5.689e-09
"fnr"	"dmsB"	2.55	0.89	NaN	1	97	28	5.689e-09
"fnr"	"dmsC"	0.93	0.29	NaN	1	97	28	5.689e-09
"fnr"	"pflB"	1.06	0.63	NaN	1	97	28	5.689e-09
"fnr"	"focA"	0.72	0.49	NaN	1	97	28	5.689e-09
"fnr"	"ynfE"	1.91	0.57	NaN	1	97	28	5.689e-09
"fnr"	"ynfF"	2.44	0.78	NaN	1	97	28	5.689e-09
"fnr"	"ynfG"	1.96	0.53	NaN	1	97	28	5.689e-09
"fnr"	"ccmE"	0.42	0.11	NaN	1	97	28	5.689e-09
"fnr"	"ccmD"	0.49	0.09	NaN	1	97	28	5.689e-09
"fnr"	"ccmC"	0.29	0.1	NaN	1	97	28	5.689e-09
"fnr"	"ccmB"	0.22	0.08	NaN	1	97	28	5.689e-09
"fnr"	"napC"	0.57	0.17	NaN	1	97	28	5.689e-09
"fnr"	"napB"	0.54	0.22	NaN	1	97	28	5.689e-09
"fnr"	"napH"	0.39	0.18	NaN	1	97	28	5.689e-09
"fnr"	"napG"	0.47	0.23	NaN	1	97	28	5.689e-09
"fnr"	"napA"	0.42	0.2	NaN	1	97	28	5.689e-09
"fnr"	"nrfC"	0.9	0.38	NaN	1	97	28	5.689e-09
"fnr"	"nrfD"	0.46	0.14	NaN	1	97	28	5.689e-09
"fnr"	"dmsD"	0.68	0.22	NaN	1	97	28	5.689e-09
"fnr"	"ydhV"	0.9	0.18	NaN	1	97	28	5.689e-09
"fnr"	"ccmG"	0.26	0.06	NaN	1	97	28	5.689e-09
"fnr"	"ccmF"	0.23	0.09	NaN	1	97	28	5.689e-09
"fnr"	"napD"	0.41	0.24	NaN	1	97	28	5.689e-09
"fnr"	"napF"	0.87	0.23	NaN	1	97	28	5.689e-09
"fnr"	"nrfG"	0.25	0.12	NaN	1	97	28	5.689e-09
"ihfA"	"ompR"	0.16	0.0	0.7052	-1	154	45	5.689e-09
"ihfA"	"yiaJ"	0.45	0.0	0.0107	-1	154	45	5.689e-09
"ihfA"	"nuoM"	0.13	0.0	0.6123	-1	154	45	5.689e-09
"ihfA"	"nuoB"	0.24	0.0	NaN	-1	154	45	5.689e-09
"ihfA"	"nuoA"	0.57	0.0	1.0317	-1	154	45	5.689e-09
"fis"	"marR"	0.39	0.0	NaN	1	73	35	2.85e-08
"crp"	"rpoH"	0.31	0.0	NaN	2	252	108	1e-09
"crp"	"araA"	0.48	0.1	1.177	1	252	108	1e-09
"crp"	"lacZ"	0.47	0.18	1.2645	2	252	108	1e-09
"crp"	"galK"	0.05	0.64	NaN	1	252	108	1e-09
"crp"	"galT"	0.71	0.22	NaN	-3	252	108	1e-09
"crp"	"galE"	0.09	0.56	NaN	1	252	108	1e-09
"crp"	"serC"	0.92	0.31	NaN	-1	252	108	1e-09
"crp"	"aroA"	0.67	0.32	NaN	-1	252	108	1e-09
"crp"	"ptsG"	1.24	0.67	1.7964	1	252	108	1e-09
"crp"	"malX"	0.56	0.15	NaN	1	252	108	1e-09
"crp"	"malY"	0.33	0.1	NaN	1	252	108	1e-09
"crp"	"araF"	1.24	0.72	NaN	1	252	108	1e-09
"crp"	"gabD"	0.72	0.4	NaN	1	252	108	1e-09
"crp"	"gabT"	0.93	0.38	NaN	1	252	108	1e-09
"crp"	"gabP"	0.58	0.17	NaN	1	252	108	1e-09
"crp"	"nupG"	0.71	0.0	NaN	-2	252	108	1e-09
"crp"	"tdcE"	0.75	0.0	NaN	1	252	108	1e-09
"crp"	"tdcD"	0.55	0.38	NaN	1	252	108	1e-09
"crp"	"tdcB"	0.7	0.91	NaN	1	252	108	1e-09
