"Object ID"	"Primary Name"	"Synonyms"
"EG12006-MONOMER"	"BtsR"	"[BtsR, YehT]"
"PD00436"	"CadC"	"[CadC]"
"G6088-MONOMER"	"CaiF"	"[CaiF]"
"G7071-MONOMER"	"Cbl"	"[Cbl]"
"EG12335-MONOMER"	"SdaR"	"[SdaR, CdaR, YaeG]"
"PD03695"	"CspA"	"[CspA, major cold shock protein 7.4, CS7.4, F10.6, cold shock protein CspA]"
"G6319-MONOMER"	"YlcA"	"[YlcA, CusR response regulator]"
"DCUR-MONOMER"	"YjdG"	"[YjdG, DcuR response regulator, DcuR]"
"G6247-MONOMER"	"DecR"	"[DecR, YbaO]"
"PD00969"	"EnvY"	"[EnvY, envelope protein; thermoregulation of porin biosynthesis]"
"EVGA-MONOMER"	"EvgA response regulator"	"[EvgA response regulator]"
"G6706-MONOMER"	"MaoX"	"[MaoX, YdbM, MaoB, FeaR]"
"PD02936"	"Fhl"	"[Fhl, FhlA, formate hydrogen-lyase transcriptional activator for fdhF, hyc and hyp operons]"
"PD00444"	"FucR"	"[FucR]"
"EG11544-MONOMER"	"YhiT"	"[YhiT, YhiE, GadE, acid-responsive regulator of gadA and gadBC]"
"EG11285-MONOMER"	"QseF"	"[QseF, YfhA, GlrR, GlrR response regulator]"
"PD00345"	"GutM"	"[GutM, SrlM, Gut]"
"G7308-MONOMER"	"HyfR"	"[HyfR]"
"KDPE-MONOMER"	"KdpE response regulator"	"[KdpE response regulator, KdpE transcriptional activator]"
"PD00237"	"MalA"	"[MalA, MalT]"
"G6201-MONOMER"	"MhpR"	"[MhpR]"
"EG12008-MONOMER"	"MlrA"	"[MlrA, YehV]"
"PD00474"	"YaaB"	"[YaaB, AntO, NhaR]"
"G7575-MONOMER"	"YgiX"	"[YgiX, QseB, QseB response regulator]"
"G6175-MONOMER"	"RclR"	"[RclR, YkgD]"
"PD02233"	"CpsR"	"[CpsR, RcsA, positive regulator of capsular polysaccharide synthesis, positive DNA-binding transcriptional regulator of capsular polysaccharide synthesis, activates its own expression]"
"RCSB-MONOMER"	"RcsB response regulator"	"[RcsB response regulator, RcsB]"
"PD00222"	"RhaR"	"[RhaR]"
"PD00221"	"RhaS"	"[RhaS]"
"EG12356-MONOMER"	"YhgB"	"[YhgB, RtcR]"
"PD00268"	"TdcA"	"[TdcA, transcriptional activator of tdc operon]"
"PD03292"	"TdcR"	"[TdcR, threonine dehydratase operon activator protein]"
"EG12694-MONOMER"	"Dan"	"[Dan, TtdR, YgiP]"
"UHPA-MONOMER"	"UhpA response regulator"	"[UhpA response regulator, UhpA]"
"EG11140-MONOMER"	"YecB"	"[YecB, UvrY, UvrY response regulator]"
"EG11146-MONOMER"	"YfeB"	"[YfeB, PndR, XapR]"
"G7619-MONOMER"	"YhaJ"	"[YhaJ]"
"G7244-MONOMER"	"YpdB"	"[YpdB]"
"G7563-MONOMER"	"YqhC"	"[YqhC]"
"EG11969-MONOMER"	"YhdM"	"[YhdM, ZntR]"
"HYDG-MONOMER"	"HydG"	"[HydG, ZraR response regulator]"
"EG11236-MONOMER"	"PdeL"	"[PdeL, YahA]"
"ATOC-MONOMER"	"AtoC"	"[AtoC, AtoC response regulator, AtoC transcriptional activator; Az protein inhibitor of ODC]"
"PD00230"	"Ada"	"[Ada]"
"PD00242"	"AraC"	"[AraC]"
"ARCA-MONOMER"	"CpxC"	"[CpxC, Dye, FexA, Msp, Seg, SfrA, ArcA, dye resistance protein, ArcA response regulator]"
"EG10490-MONOMER"	"ArgP"	"[ArgP, IciA]"
"PD00194"	"XerA"	"[XerA, ArgR]"
"PD00250"	"AsnC"	"[AsnC]"
"BASR-MONOMER"	"PmrA"	"[PmrA, BasR, BasR response regulator]"
"EG10125-MONOMER"	"BolA"	"[BolA]"
"EG12406-MONOMER"	"CecR"	"[CecR, YbiH]"
"EG10143-MONOMER"	"ChbR"	"[ChbR, CelD]"
"CPXR-MONOMER"	"YiiA"	"[YiiA, CpxR, CpxR response regulator]"
"PD00521"	"Shl"	"[Shl, FruC, FruR, Cra]"
"PD00257"	"GurB"	"[GurB, Csm, Cap, Crp]"
"PD01379"	"CsgD"	"[CsgD]"
"G6263-MONOMER"	"YbbI"	"[YbbI, CueR, CopR]"
"PD00291"	"CynR"	"[CynR]"
"PD00232"	"positive transcriptional regulator for cysteine regulon"	"[positive transcriptional regulator for cysteine regulon, CysB]"
"G6628-MONOMER"	"YcgU"	"[YcgU, DhaR]"
"EG10226-MONOMER"	"FtsT"	"[FtsT, DicA]"
"G6346-MONOMER"	"DpiA"	"[DpiA, MpdA, CriR, CitB, DpiA response regulator]"
"PD00297"	"DsdC"	"[DsdC]"
"PD01520"	"Ole"	"[Ole, Dec, ThdB, OleR, FadR]"
"PD00196"	"Nbp"	"[Nbp, site-specific DNA inversion stimulation factor, Fis]"
"MONOMER0-2488"	"FlaI"	"[FlaI, FlhC]"
"EG10320-MONOMER"	"FlbB"	"[FlbB, FlhD]"
"PD00197"	"OssA"	"[OssA, NirR, NirA, OxrA, Fnr]"
"PD00260"	"Fur"	"[Fur]"
"EG12242-MONOMER"	"YhiW"	"[YhiW, GadW]"
"EG12243-MONOMER"	"YhiX"	"[YhiX, GadX]"
"PD03028"	"GalR"	"[GalR]"
"PD00261"	"MglD"	"[MglD, GalS]"
"PD00339"	"GcvA"	"[GcvA, positive regulator of gcv operon]"
"G7546-MONOMER"	"YghN"	"[YghN, GlcC]"
"PD00288"	"Irk"	"[Irk, MsyA, PilG, TopS, TopX, VirR, Drs, Drc, Cur, Hns, FimG, DrdX, BglY, HnsA, DNA-binding protein HLP-II (HU, BH2, HD, NS), OsmZ, H-NS]"
"G7331-MONOMER"	"PhdR"	"[PhdR, HcaR, YfhT]"
"EG11449-MONOMER"	"YifA"	"[YifA, HdfR, YifD]"
"G7057-MONOMER"	"YedW"	"[YedW]"
"G7924-MONOMER"	"HypT"	"[HypT, QseD, YjiE]"
"G7891-MONOMER"	"GntH"	"[GntH, YjgS, IdnR]"
"PD00200"	"IlvY"	"[IlvY, positive regulator for ilvC]"
"G7326-MONOMER"	"IscR"	"[IscR, YfhP]"
"PD00519"	"LeuO"	"[LeuO]"
"EG11962-MONOMER"	"Lct"	"[Lct, LldR, LctR]"
"EG12123-MONOMER"	"GenR"	"[GenR, LrhA]"
"PD00353"	"LstR"	"[LstR, Mbf, OppI, RblA, Lss, Lrs, Ihb, Lrp, LivR, AlsB]"
"PD00360"	"LysR"	"[LysR, positive regulator for lys]"
"PD00365"	"CfxB"	"[CfxB, InaR, NorB, SoxQ, NfxC, MarA]"
"G6165-MONOMER"	"EcpR"	"[EcpR, YkgK, MatA]"
"G6761-MONOMER"	"YncC"	"[YncC, McbR]"
"PD00208"	"MelR"	"[MelR]"
"PD03938"	"MetR"	"[MetR]"
"G6420-MONOMER"	"MntR"	"[MntR, YbiQ]"
"MONOMER0-185"	"ModR"	"[ModR, ChlD, ModE-MoO<sub>4</sub><sup>2-</sup>, ModE]"
"G7262-MONOMER"	"YfeT"	"[YfeT, MurR]"
"G7072-MONOMER"	"Nac"	"[Nac]"
"PD00266"	"NagR"	"[NagR, NagC, transcriptional repressor of nag (N-acetylglucosamine) operon]"
"G7678-MONOMER"	"YhcK"	"[YhcK, NanR]"
"NARL-MONOMER"	"NarR"	"[NarR, NarL, nitrate/nitrite response regulator NarL, FrdR]"
"NARP-MONOMER"	"NarP"	"[NarP, nitrate/nitrite response regulator NarP]"
"EG12108-MONOMER"	"NorR"	"[NorR, YgaA]"
"PROTEIN-NRI"	"GlnT"	"[GlnT, GlnG, NtrC, NtrC response regulator]"
"OMPR-MONOMER"	"OmpR"	"[OmpR, Kmt, Cry, OmpB, OmpR response regulator]"
"PD00214"	"Mor"	"[Mor, MomR, OxyR, bifunctional regulatory protein sensor for oxidative stress]"
"EG11088-MONOMER"	"YacB"	"[YacB, GenA, PdhR, AceC]"
"PHOB-MONOMER"	"PhoB"	"[PhoB, PhoT, PhoB response regulator]"
"PHOP-MONOMER"	"PhoP"	"[PhoP, PhoP response regulator]"
"G6195-MONOMER"	"YahP"	"[YahP, PrpR]"
"EG12344-MONOMER"	"YcjB"	"[YcjB, PspF]"
"PD03867"	"RbsR"	"[RbsR, regulator for rbs operon]"
"PD04418"	"RobA"	"[RobA, CbpB, Rob, right origin-binding protein]"
"PD01352"	"YcdC"	"[YcdC, RutR]"
"PD02198"	"SdiA"	"[SdiA]"
"EG12094-MONOMER"	"YabN"	"[YabN, SgrR]"
"G6882-MONOMER"	"SlyA"	"[SlyA]"
"PD04132"	"MarC"	"[MarC, SoxR]"
"PD00406"	"SoxS"	"[SoxS, regulation of superoxide response regulon]"
"G6745-MONOMER"	"SutR"	"[SutR, YdcN]"
"TORR-MONOMER"	"TorR response regulator"	"[TorR response regulator, TorR]"
"PD00413"	"TyrR"	"[TyrR]"
"EG20253-MONOMER"	"XylR"	"[XylR]"
"G6789-MONOMER"	"YdeO"	"[YdeO]"
"G7948-MONOMER"	"YjjR"	"[YjjR, BglJ]"
"CREB-MONOMER"	"CreB"	"[CreB, YjjE, CreB response regulator]"
"G6985-MONOMER"	"YeaT"	"[YeaT, DmlR]"
"EG11356-MONOMER"	"YedH"	"[YedH, FliZ]"
"G6444-MONOMER"	"RcdA"	"[RcdA, YbjK]"
"RSTA-MONOMER"	"UrpT"	"[UrpT, RstA, RstA response regulator]"
"EG12116-MONOMER"	"YbaH"	"[YbaH, AcrR]"
"G7630-MONOMER"	"YhaW"	"[YhaW, AgaR]"
"G6276-MONOMER"	"YbbU"	"[YbbU, AllR]"
"G7821-MONOMER"	"AlsR"	"[AlsR, YjcY, RpiR]"
"EG12235-MONOMER"	"ArsE"	"[ArsE, ArsR]"
"EG10087-MONOMER"	"Sac"	"[Sac, AscG]"
"PD00251"	"BetI"	"[BetI]"
"G6602-MONOMER"	"BluR"	"[BluR, YcgE]"
"G6569-MONOMER"	"ComR"	"[ComR, YcfQ]"
"EG12386-MONOMER"	"CsiR"	"[CsiR, YgaE, GabC]"
"PD04028"	"CytR"	"[CytR]"
"PD01196"	"NucR"	"[NucR, DeoR, transcriptional repressor for deo operon, tsx, nupG]"
"PD03254"	"EbgR"	"[EbgR]"
"EG11741-MONOMER"	"YhdK"	"[YhdK, AcrS, EnvR]"
"PD03270"	"ExuR"	"[ExuR, negative regulator of exu regulon, exuT, uxaAC, and uxuB]"
"EG11394-MONOMER"	"FabR"	"[FabR, YijC]"
"G6209-MONOMER"	"YaiN"	"[YaiN, FrmR]"
"PD00338"	"GatR"	"[GatR, split galactitol utilization operon repressor, fragment 2, GatR_2]"
"PD03576"	"GlpR"	"[GlpR]"
"PD03585"	"GntR"	"[GntR]"
"PD04099"	"IclR"	"[IclR]"
"G7003-MONOMER"	"YebP"	"[YebP, KdgR]"
"PD00763"	"LacI"	"[LacI, transcriptional repressor of the lac operon]"
"PD00205"	"Tsl"	"[Tsl, Spr, UmuA, ExrA, LexA]"
"G6799-MONOMER"	"YdeW"	"[YdeW, LsrR]"
"PD00361"	"MalI"	"[MalI]"
"PD00364"	"SoxQ"	"[SoxQ, InaR, CfxB, MarR]"
"PD04032"	"MetJ"	"[MetJ]"
"PD01896"	"Mlc"	"[Mlc, DgsA]"
"PD01103"	"YbgB"	"[YbgB, FarR, MngR]"
"EG10603-MONOMER"	"MprA"	"[MprA, EmrR]"
"EG11084-MONOMER"	"YabB"	"[YabB, MraZ]"
"G6889-MONOMER"	"YdhM"	"[YdhM, NemR]"
"EG11519-MONOMER"	"YhhG"	"[YhhG, NikR]"
"G6976-MONOMER"	"NimR"	"[NimR, YeaM]"
"EG11212-MONOMER"	"YjeB"	"[YjeB, NsrR]"
"G6720-MONOMER"	"YdbY"	"[YdbY, PaaX]"
"G6664-MONOMER"	"PgrR"	"[PgrR, YcjZ]"
"PD00219"	"PurR"	"[PurR]"
"EG12431-MONOMER"	"YcjC"	"[YcjC, PuuR]"
"G7137-MONOMER"	"YohL"	"[YohL, RcnR]"
"PD00283"	"GutR"	"[GutR, SrlR]"
"EG12202-MONOMER"	"TreR"	"[TreR]"
"PD00423"	"RtrY"	"[RtrY, TrpR]"
"G6867-MONOMER"	"GusR"	"[GusR, UidR]"
"G7854-MONOMER"	"UlaR"	"[UlaR, YjfQ]"
"EG20249-MONOMER"	"UxuR"	"[UxuR]"
"G6814-MONOMER"	"YdfH"	"[YdfH]"
"EG12860-MONOMER"	"YebK"	"[YebK]"
"G7573-MONOMER"	"YgiV"	"[YgiV]"
"EG12278-MONOMER"	"YiaJ"	"[YiaJ]"
"G7947-MONOMER"	"YjjQ"	"[YjjQ]"
"G7594-MONOMER"	"YqjI"	"[YqjI]"
"EG11929-MONOMER"	"ZnuR"	"[ZnuR, YjbK, Zur]"
"BIOTINLIG-MONOMER"	"BirA"	"[BirA, BioR, DhbB, biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor]"
"PD04413"	"NadI"	"[NadI, NadR]"
"EG10211-MONOMER"	"Mec"	"[Mec, Dcm]"
"EG10329-MONOMER"	"Fpg"	"[Fpg, MutM]"
"EG11336-MONOMER"	"EndA"	"[EndA]"
"YRAO-MONOMER"	"YraO"	"[YraO, DiaA]"
"FADB-MONOMER"	"OldB"	"[OldB, FadB]"
"G7615-MONOMER"	"YqjF"	"[YqjF]"
"DSBG-MONOMER"	"YbdP"	"[YbdP, DsbG]"
"EG12404-MONOMER"	"YchN"	"[YchN]"
"TDPFUCACTRANS-MONOMER"	"Rff"	"[Rff, YifH, RffC, WecD]"
"RFFTRANS-MONOMER"	"Rff"	"[Rff, YifI, RffA, FcnA, WecE]"
"DTDPDEHYDRHAMEPIM-MONOMER"	"RfbD"	"[RfbD, RfbC, RmlC]"
"DTDPDEHYRHAMREDUCT-MONOMER"	"RfbD"	"[RfbD, RmlD]"
"DTDPGLUCDEHYDRAT-MONOMER"	"RmlB"	"[RmlB, Som, RfbB]"
"DTDPGLUCDEHYDRAT2-MONOMER"	"Rff"	"[Rff, RffG]"
"DTDPGLUCOSEPP-MONOMER"	"Som"	"[Som, RfbA, RmlA]"
"DTDPGLUCOSEPP2-MONOMER"	"YifG"	"[YifG, RffH]"
"DTMPKI-MONOMER"	"YcfG"	"[YcfG, Tmk]"
"G7674-MONOMER"	"YhcG"	"[YhcG]"
"G7611-MONOMER"	"YqjC"	"[YqjC]"
"G7872-MONOMER"	"YtfK"	"[YtfK]"
"G7673-MONOMER"	"YhcF"	"[YhcF, putative transcriptional regulator]"
"G7267-MONOMER"	"YfeY"	"[YfeY]"
"EG12212-MONOMER"	"YhhL"	"[YhhL]"
"G6325-MONOMER"	"YbdJ"	"[YbdJ]"
"G6844-MONOMER"	"YnfD"	"[YnfD]"
"G7295-MONOMER"	"YpfG"	"[YpfG]"
"EG11164-MONOMER"	"YgiB"	"[YgiB]"
"G7850-MONOMER"	"YjfM"	"[YjfM]"
"EG12704-MONOMER"	"YggM"	"[YggM]"
"G7580-MONOMER"	"YzzH"	"[YzzH, YqiB]"
"G6352-MONOMER"	"YbeR"	"[YbeR]"
"G6355-MONOMER"	"YbeU"	"[YbeU]"
"G6956-MONOMER"	"YnjI"	"[YnjI]"
"G6841-MONOMER"	"YnfB"	"[YnfB]"
"EG12004-MONOMER"	"YehR"	"[YehR]"
"MONOMER0-2697"	"YtjA"	"[YtjA]"
"G6738-MONOMER"	"YdcJ"	"[YdcJ]"
"EG12689-MONOMER"	"YceK"	"[YceK]"
"EG11712-MONOMER"	"EcfI"	"[EcfI, YidQ]"
"EG12043-MONOMER"	"YejL"	"[YejL]"
"EG12842-MONOMER"	"YbjC"	"[YbjC]"
"G6564-MONOMER"	"YcfL"	"[YcfL]"
"EG11874-MONOMER"	"YiiQ"	"[YiiQ]"
"G6570-MONOMER"	"ComC"	"[ComC, YcfR, BhsA, outer membrane protein involved in copper permeability, stress resistance and biofilm formation]"
"G6415-MONOMER"	"YbiM"	"[YbiM, McbA, protein involved in colanic acid production]"
"G6173-MONOMER"	"RclB"	"[RclB, YkgI, putative protein, hypochlorite stress response]"
"G6194-MONOMER"	"YahO"	"[YahO]"
"EG12422-MONOMER"	"YbiJ"	"[YbiJ]"
"G6860-MONOMER"	"YdgH"	"[YdgH]"
"G7861-MONOMER"	"YjfY"	"[YjfY]"
"G7852-MONOMER"	"YjfO"	"[YjfO, BsmA]"
"G7683-MONOMER"	"YhcN"	"[YhcN]"
"G6424-MONOMER"	"YbiU"	"[YbiU]"
"EG11917-MONOMER"	"YjaH"	"[YjaH]"
"G6955-MONOMER"	"YnjH"	"[YnjH]"
"G7117-MONOMER"	"YegP"	"[YegP]"
"G6178-MONOMER"	"YkgG"	"[YkgG]"
"G7687-MONOMER"	"AaeX"	"[AaeX, YhcR]"
"G6883-MONOMER"	"YdhI"	"[YdhI]"
"EG11119-MONOMER"	"YceD"	"[YceD, G30K]"
"G7524-MONOMER"	"YqgE"	"[YqgE]"
"G6982-MONOMER"	"YoaG"	"[YoaG]"
"G6915-MONOMER"	"YdiL"	"[YdiL]"
"G6994-MONOMER"	"YoaC"	"[YoaC]"
"G6983-MONOMER"	"YeaR"	"[YeaR]"
"G6498-MONOMER"	"YccT"	"[YccT]"
"G6207-MONOMER"	"YaiL"	"[YaiL, nucleoprotein/polynucleotide-associated enzyme]"
"G7844-MONOMER"	"YjeT"	"[YjeT]"
"EG12025-MONOMER"	"YeiF"	"[YeiF, SanA]"
"EG12110-MONOMER"	"YdcF"	"[YdcF]"
"G7605-MONOMER"	"YgjQ"	"[YgjQ]"
"G6636-MONOMER"	"YciP"	"[YciP, YciQ]"
"EG11462-MONOMER"	"YigE"	"[YigE]"
"MONOMER0-2688"	"YheV"	"[YheV]"
"G7036-MONOMER"	"YecH"	"[YecH]"
"EG12830-MONOMER"	"YbaM"	"[YbaM, small protein involved in the cell envelope stress response]"
"EG12213-MONOMER"	"YhhM"	"[YhhM]"
"EG11214-MONOMER"	"YjjA"	"[YjjA]"
"G6081-MONOMER"	"YaaX"	"[YaaX]"
"G7252-MONOMER"	"YpeC"	"[YpeC]"
"EG11155-MONOMER"	"YgdB"	"[YgdB]"
"G7012-MONOMER"	"YebY"	"[YebY]"
"EG11521-MONOMER"	"YbfA"	"[YbfA]"
"G6757-MONOMER"	"YdcY"	"[YdcY]"
"G7000-MONOMER"	"YobF"	"[YobF, small protein involved in stress responses]"
"G6668-MONOMER"	"YnaJ"	"[YnaJ]"
"G8202-MONOMER"	"YaaI"	"[YaaI]"
"G7144-MONOMER"	"YeiS"	"[YeiS]"
"G6642-MONOMER"	"YmjA"	"[YmjA]"
"G7203-MONOMER"	"YfcO"	"[YfcO]"
"G7240-MONOMER"	"YfdY"	"[YfdY]"
"G7694-MONOMER"	"YhdU"	"[YhdU]"
"EG12374-MONOMER"	"FicA"	"[FicA, YhfG]"
"EG11991-MONOMER"	"YehE"	"[YehE]"
"G6087-MONOMER"	"YaaY"	"[YaaY]"
"EG12861-MONOMER"	"YecF"	"[YecF]"
"G7730-MONOMER"	"YhfU"	"[YhfU]"
"G7555-MONOMER"	"YghW"	"[YghW]"
"EG11464-MONOMER"	"YigF"	"[YigF]"
"G6563-MONOMER"	"YceQ"	"[YceQ]"
"G7523-MONOMER"	"YqgD"	"[YqgD]"
"G6229-MONOMER"	"YaiZ"	"[YaiZ]"
"EG11184-MONOMER"	"YhhA"	"[YhhA]"
"MONOMER0-2677"	"YecJ"	"[YecJ]"
"G6555-MONOMER"	"YceO"	"[YceO, small protein involved in biofilm formation and acid stress response]"
"EG11310-MONOMER"	"YdbD"	"[YdbD, protein involved in detoxification of methylglyoxal]"
"G6231-MONOMER"	"YkiA"	"[YkiA]"
"EG12446-MONOMER"	"YfiL"	"[YfiL]"
"EG11964-MONOMER"	"YibL"	"[YibL]"
"G6459-MONOMER"	"YbjD"	"[YbjD, conserved protein with a nucleotide triphosphate hydrolase domain YbjD]"
"G6184-MONOMER"	"YahE"	"[YahE]"
"G6289-MONOMER"	"YlbF"	"[YlbF]"
"EG12171-MONOMER"	"YjjH"	"[YjjH, YjjI]"
"EG12273-MONOMER"	"YiaF"	"[YiaF]"
"EG12315-MONOMER"	"YacH"	"[YacH]"
"EG12291-MONOMER"	"YiaW"	"[YiaW]"
"EG11765-MONOMER"	"YibI"	"[YibI]"
"G6742-MONOMER"	"YdcL"	"[YdcL]"
"G6979-MONOMER"	"YoaF"	"[YoaF]"
"MONOMER0-2672"	"YdbJ"	"[YdbJ]"
"EG12336-MONOMER"	"YaeH"	"[YaeH]"
"EG11713-MONOMER"	"YidR"	"[YidR]"
"G6450-MONOMER"	"YbjP"	"[YbjP]"
"G7566-MONOMER"	"YqhF"	"[YqhF, YqhG]"
"EG11860-MONOMER"	"YiiG"	"[YiiG]"
"EG10253-MONOMER"	"EbgC"	"[EbgC, evolved &beta;-D-galactosidase subunit &beta;]"
"G7675-MONOMER"	"YhcH"	"[YhcH]"
"EG12280-MONOMER"	"YiaL"	"[YiaL]"
"G7883-MONOMER"	"YjgK"	"[YjgK, TabA]"
"EG12225-MONOMER"	"YhiJ"	"[YhiJ]"
"G7214-MONOMER"	"YfcZ"	"[YfcZ]"
"EG11876-MONOMER"	"YiiS"	"[YiiS]"
"EG11995-MONOMER"	"YehI"	"[YehI]"
"G7354-MONOMER"	"YfiR"	"[YfiR, putative periplasmic protein involved in swarming motility]"
"G7834-MONOMER"	"YjeI"	"[YjeI]"
"EG11290-MONOMER"	"YeiB"	"[YeiB]"
"G6469-MONOMER"	"YcaP"	"[YcaP]"
"G7722-MONOMER"	"YhfL"	"[YhfL]"
"G6633-MONOMER"	"YciU"	"[YciU]"
"EG12448-MONOMER"	"YbcH"	"[YbcH]"
"G6970-MONOMER"	"YeaH"	"[YeaH]"
"G7933-MONOMER"	"YjiN"	"[YjiN]"
"G7450-MONOMER"	"YqcC"	"[YqcC]"
"G6659-MONOMER"	"YcjX"	"[YcjX]"
"EG11537-MONOMER"	"YceH"	"[YceH]"
"EG11592-MONOMER"	"YbeD"	"[YbeD]"
"EG11605-MONOMER"	"Smg"	"[Smg]"
"G7087-MONOMER"	"YeeX"	"[YeeX]"
"G7343-MONOMER"	"YphG"	"[YphG]"
"EG10047-MONOMER"	"ApaG"	"[ApaG]"
"G6460-MONOMER"	"YbjX"	"[YbjX]"
"G6766-MONOMER"	"YncH"	"[YncH]"
"G7534-MONOMER"	"YqgA"	"[YqgA]"
"EG11410-MONOMER"	"YjgA"	"[YjgA]"
"EG12379-MONOMER"	"YecE"	"[YecE]"
"EG11875-MONOMER"	"YiiR"	"[YiiR]"
"G7890-MONOMER"	"YjgR"	"[YjgR]"
"B0899-MONOMER"	"YgaM"	"[YgaM]"
"EG11125-MONOMER"	"YciE"	"[YciE]"
"EG11126-MONOMER"	"YciF"	"[YciF]"
"G7453-MONOMER"	"YgdI"	"[YgdI]"
"G7461-MONOMER"	"YgdR"	"[YgdR]"
"MONOMER0-2654"	"YkfH"	"[YkfH]"
"G7693-MONOMER"	"YhdT"	"[YhdT]"
"EG10608-MONOMER"	"RodY"	"[RodY, Mon, EnvB, MreB_1, MreB]"
"EG10573-MONOMER"	"RglA"	"[RglA, McrA, restriction of DNA at 5-methylcytosine residues]"
"EG10535-MONOMER"	"Lit"	"[Lit, Lit, cell death peptidase; phage exclusion]"
"G6595-MONOMER"	"BeeE"	"[BeeE, YmfO]"
"G6596-MONOMER"	"JayE"	"[JayE, YmfP]"
"G6597-MONOMER"	"YmfQ"	"[YmfQ]"
"G6593-MONOMER"	"AaaE"	"[AaaE, OweE, YmfN, e14 prophage; putative DNA-binding transcriptional regulator]"
"EG12877-MONOMER"	"StfP"	"[StfP, YcfK]"
"G6586-MONOMER"	"YmfH"	"[YmfH]"
"G6587-MONOMER"	"YmfI"	"[YmfI]"
"G6588-MONOMER"	"YmfJ"	"[YmfJ]"
"G6592-MONOMER"	"YmfM"	"[YmfM]"
"G6594-MONOMER"	"YmfR"	"[YmfR]"
"G6590-MONOMER"	"CroE"	"[CroE, YmfT]"
"G6585-MONOMER"	"YmfG"	"[YmfG, XisE]"
"EG12370-MONOMER"	"YcfI"	"[YcfI, IntE]"
"G6589-MONOMER"	"CohE"	"[CohE, YmfK]"
"G6582-MONOMER"	"YmfD"	"[YmfD]"
"G6599-MONOMER"	"YcfE"	"[YcfE, StfE]"
"EG11120-MONOMER"	"TfaE"	"[TfaE, YcfA]"
"G6598-MONOMER"	"TfaP"	"[TfaP, YmfS]"
"EG10737-MONOMER"	"PinE"	"[PinE, Pin]"
"G6583-MONOMER"	"YmfE"	"[YmfE, e14 prophage; putative inner membrane protein]"
"G6591-MONOMER"	"YmfL"	"[YmfL, e14 prophage; putative DNA-binding transcriptional regulator]"
"G7201-MONOMER"	"EpmC"	"[EpmC, YfcM]"
"EG11211-MONOMER"	"EpmA"	"[EpmA, YjeA, GenX, PoxA]"
"YCEE-MONOMER"	"MdtG"	"[MdtG, YceE, MdtG drug MFS transporter, MdtG multidrug efflux pump]"
"YIDY-MONOMER"	"MdtL"	"[MdtL, YidY, YidY drug MFS transporter, MdtL multidrug efflux pump]"
"EG10529-MONOMER"	"LepA"	"[LepA, EF4]"
"EG10360-MONOMER"	"Fus"	"[Fus, Far, FusA, EF-G]"
"EG12035-MONOMER"	"YeiP"	"[YeiP]"
"G7877-MONOMER"	"RidA"	"[RidA, YjgF]"
"EG12258-MONOMER"	"BcsZ"	"[BcsZ, YhjM, BcsC]"
"EG11237-MONOMER"	"ChiA"	"[ChiA, YheB]"
"EG11494-MONOMER"	"YceG"	"[YceG]"
"EG10662-MONOMER"	"Nth"	"[Nth, Endo III]"
"EG10651-MONOMER"	"Nfo"	"[Nfo]"
"G6937-MONOMER"	"YdjQ"	"[YdjQ, Cho, sosD]"
"EG11915-MONOMER"	"YjaF"	"[YjaF, Nfi, EndoV, deoxyinosine 3'-endonuclease]"
"G6383-MONOMER"	"Nei"	"[Nei]"
"EG11650-MONOMER"	"YafD"	"[YafD]"
"G6407-MONOMER"	"YbhP"	"[YbhP]"
"EG12096-MONOMER"	"YjfE"	"[YjfE, ChpB, ChpBK, ChpB toxin of the ChpB-ChpS toxin-antitoxin system]"
"EG11249-MONOMER"	"MazF"	"[MazF, ChpA, ChpAK, MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity]"
"G6362-MONOMER"	"YbeY"	"[YbeY, endoribonuclease involved in maturation of 16S rRNA and ribosome quality control]"
"YJJK-MONOMER"	"YjjK"	"[YjjK, EttA]"
"ENOLASE-MONOMER"	"Eno"	"[Eno]"
"ENOYL-ACP-REDUCT-NADH-MONOMER"	"Gts"	"[Gts, QmeA, EnvM, FabI]"
"MONOMER0-1562"	"EcnA"	"[EcnA]"
"FUC4NACTRANS-MONOMER"	"RffT"	"[RffT, WecF, WzyE]"
"EG11295-MONOMER"	"Wzz"	"[Wzz, YifC, WzzE]"
"YBDA-MONOMER"	"EntS"	"[EntS, YbdA, P43]"
"ENTB-MONOMER"	"EntB"	"[EntB, EntG]"
"EG10299-MONOMER"	"Fes"	"[Fes]"
"EG12166-MONOMER"	"ElyC"	"[ElyC, YcbC]"
"CRR-MONOMER"	"TreD"	"[TreD, Tgs, Iex, Gsr, EIIA<sup>Glc</sup>, Enzyme III<sup>Glc</sup>, EIII<sup>Glc</sup>, IIIGlc, Enzyme IIA<sup>Glc</sup>; Crr]"
"G7843-MONOMER"	"QueG"	"[QueG, YjeS]"
"ERYTHRON4PDEHYDROG-MONOMER"	"PdxB"	"[PdxB]"
"EG11776-MONOMER"	"YbfF"	"[YbfF]"
"G7296-MONOMER"	"YpfH"	"[YpfH]"
"G7578-MONOMER"	"YzzI"	"[YzzI, YqiA]"
"EG11110-MONOMER"	"YbgC"	"[YbgC]"
"ADHP-MONOMER"	"YddN"	"[YddN, AdhP]"
